block,ordinal,plan_id,total_rows,active_count,shape,replica,max_fraction,cv,expert_ids,counts,latency_us
2,193,r64_a16_uniform_rep1,64,16,uniform,1,0.0625,0.0,0;4;5;7;9;12;13;16;17;18;20;21;23;24;27;29,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,907.6160192489624
2,194,r128_a1_uniform_rep0,128,1,uniform,0,1.0,0.0,4,128,104.99200224876404
2,195,r32_a16_zipf_rep2,32,16,zipf,2,0.1875,0.6123724356957945,1;2;4;5;6;9;14;16;18;19;22;24;26;27;28;30,6;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1,902.7519822120667
2,196,r256_a4_uniform_rep1,256,4,uniform,1,0.25,0.0,23;27;28;29,64;64;64;64,264.384001493454
2,197,r256_a4_uniform_rep2,256,4,uniform,2,0.25,0.0,0;17;19;28,64;64;64;64,260.70401072502136
2,198,r256_a16_hot50_rep0,256,16,hot50,0,0.47265625,1.6944302139657448,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,121;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9,906.9120287895203
2,199,r256_a16_linear_skew_rep2,256,16,linear_skew,2,0.11328125,0.5019493251315316,0;1;2;7;9;12;14;17;18;19;20;24;25;27;28;31,29;27;26;24;22;20;19;17;15;13;12;10;8;6;5;3,902.7199745178223
2,200,r256_a16_linear_skew_rep0,256,16,linear_skew,0,0.11328125,0.5019493251315316,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,29;27;26;24;22;20;19;17;15;13;12;10;8;6;5;3,898.6560106277466
2,201,r256_a16_uniform_rep0,256,16,uniform,0,0.0625,0.0,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,894.8799967765808
2,202,r32_a8_uniform_rep1,32,8,uniform,1,0.125,0.0,2;6;7;8;9;19;20;23,4;4;4;4;4;4;4;4,471.6480076313019
2,203,r128_a16_hot50_rep1,128,16,hot50,1,0.4453125,1.5823736126465204,0;1;2;3;8;11;15;18;19;20;21;25;26;28;29;30,57;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4,903.1680226325989
2,204,r256_a2_zipf_rep1,256,2,zipf,1,0.6640625,0.328125,21;27,170;86,154.6880006790161
2,205,r64_a16_uniform_rep0,64,16,uniform,0,0.0625,0.0,1;4;7;9;10;12;13;14;15;17;18;19;22;25;27;31,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,899.3600010871887
2,206,r64_a8_uniform_rep2,64,8,uniform,2,0.125,0.0,4;5;8;11;16;26;30;31,8;8;8;8;8;8;8;8,472.4160134792328
2,207,r32_a16_zipf_rep1,32,16,zipf,1,0.1875,0.6123724356957945,1;3;5;6;9;11;14;15;16;21;22;24;25;27;28;30,6;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1,906.7519903182983
2,208,r32_a8_uniform_rep2,32,8,uniform,2,0.125,0.0,2;9;10;14;17;23;26;30,4;4;4;4;4;4;4;4,474.14401173591614
2,209,r64_a2_zipf_rep1,64,2,zipf,1,0.65625,0.3125,28;29,42;22,153.08800339698792
2,210,r64_a16_zipf_rep1,64,16,zipf,1,0.234375,0.8244316223920575,0;4;5;7;9;12;13;16;17;18;20;21;23;24;27;29,15;8;6;5;4;3;3;3;3;2;2;2;2;2;2;2,906.8160057067871
2,211,r256_a8_zipf_rep0,256,8,zipf,0,0.359375,0.7842131307081003,0;1;5;6;7;11;21;31,92;47;32;24;19;16;14;12,481.4079999923706
2,212,r32_a1_linear_skew_rep1,32,1,linear_skew,1,1.0,0.0,22,32,106.08000308275223
2,213,r32_a8_linear_skew_rep2,32,8,linear_skew,2,0.1875,0.375,2;9;10;14;17;23;26;30,6;6;5;4;4;3;2;2,476.03198885917664
2,214,r32_a16_uniform_rep2,32,16,uniform,2,0.0625,0.0,1;2;4;5;6;9;14;16;18;19;22;24;26;27;28;30,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,899.616003036499
2,215,r128_a8_linear_skew_rep2,128,8,linear_skew,2,0.21875,0.4810876349481454,1;6;10;13;15;16;23;26,28;24;21;18;14;11;8;4,478.33600640296936
2,216,r32_a4_zipf_rep2,32,4,zipf,2,0.4375,0.46770717334674267,5;8;15;22,14;8;6;4,259.48798656463623
2,217,r32_a4_linear_skew_rep1,32,4,linear_skew,1,0.375,0.3644344934278313,11;16;18;22,12;9;7;4,260.2880001068115
2,218,r128_a16_zipf_rep2,128,16,zipf,2,0.265625,0.967236721283885,1;6;7;9;12;13;15;16;18;19;21;24;25;28;30;31,34;18;12;9;8;6;6;5;5;4;4;4;4;3;3;3,913.2480025291443
2,219,r64_a2_linear_skew_rep1,64,2,linear_skew,1,0.65625,0.3125,28;29,42;22,153.76000106334686
2,220,r32_a4_uniform_rep1,32,4,uniform,1,0.25,0.0,11;16;18;22,8;8;8;8,259.5840096473694
2,221,r128_a16_linear_skew_rep1,128,16,linear_skew,1,0.109375,0.4759858191164943,0;1;2;3;8;11;15;18;19;20;21;25;26;28;29;30,14;13;13;12;11;10;9;8;8;7;6;5;4;3;3;2,903.4559726715088
2,222,r64_a4_linear_skew_rep1,64,4,linear_skew,1,0.390625,0.4192627457812106,5;18;23;28,25;19;13;7,261.02399826049805
2,223,r32_a16_zipf_rep0,32,16,zipf,0,0.1875,0.6123724356957945,1;2;3;4;7;9;10;11;12;15;19;21;22;24;25;30,6;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1,900.6400108337402
2,224,r64_a4_zipf_rep1,64,4,zipf,1,0.46875,0.5284854539152426,5;18;23;28,30;15;11;8,264.41600918769836
2,225,r128_a4_hot50_rep2,128,4,hot50,2,0.4921875,0.5594535559365049,6;9;12;25,63;22;22;21,261.9520127773285
2,226,r128_a1_zipf_rep2,128,1,zipf,2,1.0,0.0,5,128,106.175996363163
2,227,r128_a4_zipf_rep2,128,4,zipf,2,0.46875,0.5326268921581034,6;9;12;25,60;31;21;16,264.5759880542755
2,228,r256_a4_hot50_rep1,256,4,hot50,1,0.49609375,0.5683291712335379,23;27;28;29,127;43;43;43,265.50400257110596
2,229,r128_a4_uniform_rep0,128,4,uniform,0,0.25,0.0,4;5;17;27,32;32;32;32,261.75999641418457
2,230,r128_a4_hot50_rep0,128,4,hot50,0,0.4921875,0.5594535559365049,4;5;17;27,63;22;22;21,258.36798548698425
2,231,r128_a4_zipf_rep1,128,4,zipf,1,0.46875,0.5326268921581034,0;6;19;25,60;31;21;16,261.4080011844635
2,232,r128_a4_uniform_rep1,128,4,uniform,1,0.25,0.0,0;6;19;25,32;32;32;32,256.9279968738556
2,233,r256_a1_zipf_rep2,256,1,zipf,2,1.0,0.0,0,256,103.71199995279312
2,234,r128_a2_hot50_rep2,128,2,hot50,2,0.5,0.0,14;27,64;64,154.7199934720993
2,235,r64_a8_hot50_rep2,64,8,hot50,2,0.453125,0.9921567416492215,4;5;8;11;16;26;30;31,29;5;5;5;5;5;5;5,475.0080108642578
2,236,r32_a2_hot50_rep1,32,2,hot50,1,0.5,0.0,4;10,16;16,151.7760008573532
2,237,r128_a1_hot50_rep0,128,1,hot50,0,1.0,0.0,4,128,102.30399668216705
2,238,r32_a8_hot50_rep0,32,8,hot50,0,0.40625,0.8569568250501305,1;5;9;10;11;20;21;26,13;3;3;3;3;3;2;2,475.67999362945557
2,239,r256_a8_linear_skew_rep1,256,8,linear_skew,1,0.21875,0.4876402041977261,7;9;14;17;18;23;29;31,56;49;42;35;29;22;15;8,481.31200671195984
3,0,r64_a8_uniform_rep1,64,8,uniform,1,0.125,0.0,0;2;5;9;17;25;27;30,8;8;8;8;8;8;8;8,481.4079999923706
3,1,r256_a16_zipf_rep0,256,16,zipf,0,0.28125,1.0404419884116558,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,72;37;25;19;15;13;11;10;9;8;7;7;6;6;6;5,911.4239811897278
3,2,r32_a8_linear_skew_rep1,32,8,linear_skew,1,0.1875,0.375,2;6;7;8;9;19;20;23,6;6;5;4;4;3;2;2,477.75998711586
3,3,r64_a2_hot50_rep2,64,2,hot50,2,0.5,0.0,4;14,32;32,156.38400614261627
3,4,r128_a1_zipf_rep0,128,1,zipf,0,1.0,0.0,4,128,104.96000200510025
3,5,r64_a1_zipf_rep0,64,1,zipf,0,1.0,0.0,2,64,103.04000228643417
3,6,r256_a2_zipf_rep2,256,2,zipf,2,0.6640625,0.328125,0;10,170;86,156.2879979610443
3,7,r32_a2_hot50_rep0,32,2,hot50,0,0.5,0.0,3;27,16;16,153.08800339698792
3,8,r128_a16_uniform_rep0,128,16,uniform,0,0.0625,0.0,1;2;5;6;12;15;18;19;20;21;23;25;26;27;29;30,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,902.5920033454895
3,9,r128_a16_uniform_rep1,128,16,uniform,1,0.0625,0.0,0;1;2;3;8;11;15;18;19;20;21;25;26;28;29;30,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,903.551995754242
3,10,r32_a8_hot50_rep0,32,8,hot50,0,0.40625,0.8569568250501305,1;5;9;10;11;20;21;26,13;3;3;3;3;3;2;2,475.2640128135681
3,11,r64_a2_uniform_rep2,64,2,uniform,2,0.5,0.0,4;14,32;32,154.88000214099884
3,12,r256_a1_hot50_rep0,256,1,hot50,0,1.0,0.0,11,256,104.22399640083313
3,13,r32_a16_hot50_rep0,32,16,hot50,0,0.28125,0.9354143466934853,1;2;3;4;7;9;10;11;12;15;19;21;22;24;25;30,9;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1,896.6720104217529
3,14,r256_a8_zipf_rep0,256,8,zipf,0,0.359375,0.7842131307081003,0;1;5;6;7;11;21;31,92;47;32;24;19;16;14;12,484.3200147151947
3,15,r256_a8_hot50_rep0,256,8,hot50,0,0.48828125,1.0985386244347533,0;1;5;6;7;11;21;31,125;19;19;19;19;19;18;18,472.76800870895386
3,16,r256_a2_hot50_rep0,256,2,hot50,0,0.5,0.0,17;23,128;128,153.50399911403656
3,17,r32_a1_linear_skew_rep0,32,1,linear_skew,0,1.0,0.0,18,32,103.29599678516388
3,18,r64_a1_zipf_rep1,64,1,zipf,1,1.0,0.0,22,64,101.18400305509567
3,19,r64_a8_linear_skew_rep1,64,8,linear_skew,1,0.203125,0.42389562394532926,0;2;5;9;17;25;27;30,13;12;10;9;7;6;4;3,482.36799240112305
3,20,r64_a1_uniform_rep1,64,1,uniform,1,1.0,0.0,22,64,104.54399883747101
3,21,r256_a16_linear_skew_rep0,256,16,linear_skew,0,0.11328125,0.5019493251315316,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,29;27;26;24;22;20;19;17;15;13;12;10;8;6;5;3,914.8799777030945
3,22,r32_a8_zipf_rep1,32,8,zipf,1,0.3125,0.6123724356957945,2;6;7;8;9;19;20;23,10;5;4;3;3;3;2;2,477.6639938354492
3,23,r256_a16_zipf_rep2,256,16,zipf,2,0.28125,1.0404419884116558,0;1;2;7;9;12;14;17;18;19;20;24;25;27;28;31,72;37;25;19;15;13;11;10;9;8;7;7;6;6;6;5,904.8960208892822
3,24,r64_a4_zipf_rep0,64,4,zipf,0,0.46875,0.5284854539152426,5;10;14;24,30;15;11;8,262.1760070323944
3,25,r256_a16_hot50_rep1,256,16,hot50,1,0.47265625,1.6944302139657448,0;2;5;6;12;13;14;17;18;19;21;22;25;27;28;29,121;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9,897.5359797477722
3,26,r256_a16_uniform_rep0,256,16,uniform,0,0.0625,0.0,0;1;2;7;9;11;12;16;17;18;22;26;27;28;30;31,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,904.3520092964172
3,27,r64_a2_uniform_rep1,64,2,uniform,1,0.5,0.0,28;29,32;32,151.96800231933594
3,28,r128_a8_uniform_rep2,128,8,uniform,2,0.125,0.0,1;6;10;13;15;16;23;26,16;16;16;16;16;16;16;16,475.77598690986633
3,29,r32_a2_zipf_rep1,32,2,zipf,1,0.65625,0.3125,4;10,21;11,154.40000593662262
3,30,r128_a1_uniform_rep2,128,1,uniform,2,1.0,0.0,5,128,104.70400005578995
3,31,r256_a2_uniform_rep2,256,2,uniform,2,0.5,0.0,0;10,128;128,155.2640050649643
3,32,r64_a16_uniform_rep1,64,16,uniform,1,0.0625,0.0,0;4;5;7;9;12;13;16;17;18;20;21;23;24;27;29,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,896.511971950531
3,33,r128_a8_linear_skew_rep0,128,8,linear_skew,0,0.21875,0.4810876349481454,6;9;20;21;22;23;28;30,28;24;21;18;14;11;8;4,474.7200012207031
3,34,r128_a4_zipf_rep0,128,4,zipf,0,0.46875,0.5326268921581034,4;5;17;27,60;31;21;16,263.39200139045715
3,35,r128_a1_zipf_rep2,128,1,zipf,2,1.0,0.0,5,128,104.12800312042236
3,36,r128_a8_zipf_rep0,128,8,zipf,0,0.3515625,0.7551903733496608,6;9;20;21;22;23;28;30,45;23;16;12;10;8;7;7,482.2080135345459
3,37,r64_a16_zipf_rep2,64,16,zipf,2,0.234375,0.8244316223920575,1;4;5;8;9;10;12;13;19;22;24;25;26;28;29;30,15;8;6;5;4;3;3;3;3;2;2;2;2;2;2;2,907.6480269432068
3,38,r32_a2_linear_skew_rep0,32,2,linear_skew,0,0.65625,0.3125,3;27,21;11,153.9520025253296
3,39,r256_a4_linear_skew_rep2,256,4,linear_skew,2,0.3984375,0.44373349441134147,0;17;19;28,102;77;51;26,263.0079984664917
3,40,r256_a1_uniform_rep2,256,1,uniform,2,1.0,0.0,0,256,104.63999956846237
3,41,r256_a4_uniform_rep2,256,4,uniform,2,0.25,0.0,0;17;19;28,64;64;64;64,264.70398902893066
3,42,r32_a4_hot50_rep1,32,4,hot50,1,0.46875,0.5077524002897476,11;16;18;22,15;6;6;5,262.59198784828186
3,43,r128_a1_zipf_rep1,128,1,zipf,1,1.0,0.0,29,128,104.2879968881607
3,44,r128_a4_uniform_rep0,128,4,uniform,0,0.25,0.0,4;5;17;27,32;32;32;32,262.62399554252625
3,45,r128_a2_hot50_rep1,128,2,hot50,1,0.5,0.0,1;27,64;64,154.4319987297058
3,46,r256_a8_uniform_rep1,256,8,uniform,1,0.125,0.0,7;9;14;17;18;23;29;31,32;32;32;32;32;32;32;32,476.03198885917664
3,47,r256_a4_uniform_rep0,256,4,uniform,0,0.25,0.0,5;16;17;29,64;64;64;64,271.84000611305237
3,48,r256_a2_zipf_rep0,256,2,zipf,0,0.6640625,0.328125,17;23,170;86,159.42400693893433
3,49,r256_a8_hot50_rep2,256,8,hot50,2,0.48828125,1.0985386244347533,8;10;13;17;20;21;28;29,125;19;19;19;19;19;18;18,486.5280091762543
3,50,r256_a8_linear_skew_rep0,256,8,linear_skew,0,0.21875,0.4876402041977261,0;1;5;6;7;11;21;31,56;49;42;35;29;22;15;8,481.3759922981262
3,51,r32_a8_uniform_rep1,32,8,uniform,1,0.125,0.0,2;6;7;8;9;19;20;23,4;4;4;4;4;4;4;4,473.60000014305115
3,52,r32_a1_uniform_rep1,32,1,uniform,1,1.0,0.0,22,32,105.56799918413162
3,53,r32_a4_hot50_rep0,32,4,hot50,0,0.46875,0.5077524002897476,2;17;27;28,15;6;6;5,263.5200023651123
3,54,r128_a4_zipf_rep1,128,4,zipf,1,0.46875,0.5326268921581034,0;6;19;25,60;31;21;16,261.9200050830841
3,55,r256_a4_linear_skew_rep1,256,4,linear_skew,1,0.3984375,0.44373349441134147,23;27;28;29,102;77;51;26,261.02399826049805
3,56,r32_a4_linear_skew_rep1,32,4,linear_skew,1,0.375,0.3644344934278313,11;16;18;22,12;9;7;4,257.5039863586426
3,57,r32_a1_hot50_rep2,32,1,hot50,2,1.0,0.0,5,32,101.79200023412704
3,58,r32_a4_zipf_rep0,32,4,zipf,0,0.4375,0.46770717334674267,2;17;27;28,14;8;6;4,257.60000944137573
3,59,r128_a1_hot50_rep1,128,1,hot50,1,1.0,0.0,29,128,104.51199859380722
3,60,r64_a16_uniform_rep2,64,16,uniform,2,0.0625,0.0,1;4;5;8;9;10;12;13;19;22;24;25;26;28;29;30,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,917.1519875526428
3,61,r128_a8_uniform_rep1,128,8,uniform,1,0.125,0.0,1;5;12;16;17;19;20;29,16;16;16;16;16;16;16;16,475.39201378822327
3,62,r32_a2_linear_skew_rep1,32,2,linear_skew,1,0.65625,0.3125,4;10,21;11,154.4319987297058
3,63,r64_a2_zipf_rep0,64,2,zipf,0,0.65625,0.3125,4;21,42;22,154.78399395942688
3,64,r64_a2_zipf_rep2,64,2,zipf,2,0.65625,0.3125,4;14,42;22,154.52800691127777
3,65,r256_a1_zipf_rep2,256,1,zipf,2,1.0,0.0,0,256,105.50399869680405
3,66,r64_a2_linear_skew_rep0,64,2,linear_skew,0,0.65625,0.3125,4;21,42;22,153.6960005760193
3,67,r64_a2_hot50_rep0,64,2,hot50,0,0.5,0.0,4;21,32;32,152.319997549057
3,68,r32_a8_hot50_rep2,32,8,hot50,2,0.40625,0.8569568250501305,2;9;10;14;17;23;26;30,13;3;3;3;3;3;2;2,474.65598583221436
3,69,r128_a16_uniform_rep2,128,16,uniform,2,0.0625,0.0,1;6;7;9;12;13;15;16;18;19;21;24;25;28;30;31,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,906.8160057067871
3,70,r128_a16_linear_skew_rep1,128,16,linear_skew,1,0.109375,0.4759858191164943,0;1;2;3;8;11;15;18;19;20;21;25;26;28;29;30,14;13;13;12;11;10;9;8;8;7;6;5;4;3;3;2,904.47998046875
3,71,r256_a1_uniform_rep0,256,1,uniform,0,1.0,0.0,11,256,111.68000102043152
3,72,r32_a8_zipf_rep2,32,8,zipf,2,0.3125,0.6123724356957945,2;9;10;14;17;23;26;30,10;5;4;3;3;3;2;2,479.13599014282227
3,73,r256_a8_zipf_rep2,256,8,zipf,2,0.359375,0.7842131307081003,8;10;13;17;20;21;28;29,92;47;32;24;19;16;14;12,482.7519953250885
3,74,r128_a1_uniform_rep0,128,1,uniform,0,1.0,0.0,4,128,104.80000078678131
3,75,r32_a2_zipf_rep0,32,2,zipf,0,0.65625,0.3125,3;27,21;11,152.99199521541595
3,76,r256_a1_linear_skew_rep0,256,1,linear_skew,0,1.0,0.0,11,256,102.46399790048599
3,77,r64_a8_uniform_rep0,64,8,uniform,0,0.125,0.0,0;6;9;14;15;17;21;29,8;8;8;8;8;8;8;8,474.8480021953583
3,78,r32_a4_zipf_rep1,32,4,zipf,1,0.4375,0.46770717334674267,11;16;18;22,14;8;6;4,260.22401452064514
3,79,r32_a1_zipf_rep1,32,1,zipf,1,1.0,0.0,22,32,102.27199643850327
3,80,r64_a8_uniform_rep2,64,8,uniform,2,0.125,0.0,4;5;8;11;16;26;30;31,8;8;8;8;8;8;8;8,475.3279983997345
3,81,r256_a2_uniform_rep0,256,2,uniform,0,0.5,0.0,17;23,128;128,156.00000321865082
3,82,r128_a16_zipf_rep0,128,16,zipf,0,0.265625,0.967236721283885,1;2;5;6;12;15;18;19;20;21;23;25;26;27;29;30,34;18;12;9;8;6;6;5;5;4;4;4;4;3;3;3,918.1119799613953
3,83,r32_a1_zipf_rep2,32,1,zipf,2,1.0,0.0,5,32,105.53599894046783
3,84,r64_a1_hot50_rep0,64,1,hot50,0,1.0,0.0,2,64,103.84000092744827
3,85,r128_a2_uniform_rep0,128,2,uniform,0,0.5,0.0,0;7,64;64,154.88000214099884
3,86,r64_a1_linear_skew_rep1,64,1,linear_skew,1,1.0,0.0,22,64,101.34399682283401
3,87,r128_a16_linear_skew_rep0,128,16,linear_skew,0,0.109375,0.4759858191164943,1;2;5;6;12;15;18;19;20;21;23;25;26;27;29;30,14;13;13;12;11;10;9;8;8;7;6;5;4;3;3;2,907.8400135040283
3,88,r32_a1_hot50_rep0,32,1,hot50,0,1.0,0.0,18,32,104.67199981212616
3,89,r64_a16_hot50_rep2,64,16,hot50,2,0.390625,1.3607213160673275,1;4;5;8;9;10;12;13;19;22;24;25;26;28;29;30,25;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2,908.4159731864929
3,90,r32_a4_linear_skew_rep0,32,4,linear_skew,0,0.375,0.3644344934278313,2;17;27;28,12;9;7;4,264.19198513031006
3,91,r256_a2_linear_skew_rep2,256,2,linear_skew,2,0.6640625,0.328125,0;10,170;86,155.29599785804749
3,92,r32_a2_zipf_rep2,32,2,zipf,2,0.65625,0.3125,0;24,21;11,151.7760008573532
3,93,r64_a16_hot50_rep0,64,16,hot50,0,0.390625,1.3607213160673275,1;4;7;9;10;12;13;14;15;17;18;19;22;25;27;31,25;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2,919.871985912323
3,94,r32_a2_hot50_rep1,32,2,hot50,1,0.5,0.0,4;10,16;16,155.45600652694702
3,95,r64_a8_hot50_rep2,64,8,hot50,2,0.453125,0.9921567416492215,4;5;8;11;16;26;30;31,29;5;5;5;5;5;5;5,480.44800758361816
3,96,r256_a4_hot50_rep0,256,4,hot50,0,0.49609375,0.5683291712335379,5;16;17;29,127;43;43;43,266.2079930305481
3,97,r64_a8_linear_skew_rep2,64,8,linear_skew,2,0.203125,0.42389562394532926,4;5;8;11;16;26;30;31,13;12;10;9;7;6;4;3,477.88798809051514
3,98,r256_a1_zipf_rep0,256,1,zipf,0,1.0,0.0,11,256,109.3439981341362
3,99,r32_a16_zipf_rep2,32,16,zipf,2,0.1875,0.6123724356957945,1;2;4;5;6;9;14;16;18;19;22;24;26;27;28;30,6;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1,916.0959720611572
3,100,r128_a1_hot50_rep0,128,1,hot50,0,1.0,0.0,4,128,106.33599758148193
3,101,r256_a8_zipf_rep1,256,8,zipf,1,0.359375,0.7842131307081003,7;9;14;17;18;23;29;31,92;47;32;24;19;16;14;12,483.71198773384094
3,102,r32_a1_linear_skew_rep2,32,1,linear_skew,2,1.0,0.0,5,32,103.29599678516388
3,103,r128_a4_linear_skew_rep0,128,4,linear_skew,0,0.3984375,0.44028133761266786,4;5;17;27,51;38;26;13,264.6079957485199
3,104,r32_a1_uniform_rep2,32,1,uniform,2,1.0,0.0,5,32,102.65599936246872
3,105,r256_a2_hot50_rep1,256,2,hot50,1,0.5,0.0,21;27,128;128,164.95999693870544
3,106,r256_a1_linear_skew_rep2,256,1,linear_skew,2,1.0,0.0,0,256,103.20000350475311
3,107,r128_a2_uniform_rep2,128,2,uniform,2,0.5,0.0,14;27,64;64,156.80000185966492
3,108,r64_a4_hot50_rep1,64,4,hot50,1,0.484375,0.5412658773652742,5;18;23;28,31;11;11;11,260.672003030777
3,109,r128_a8_linear_skew_rep1,128,8,linear_skew,1,0.21875,0.4810876349481454,1;5;12;16;17;19;20;29,28;24;21;18;14;11;8;4,475.5519926548004
3,110,r32_a16_linear_skew_rep2,32,16,linear_skew,2,0.09375,0.3535533905932738,1;2;4;5;6;9;14;16;18;19;22;24;26;27;28;30,3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,901.2479782104492
3,111,r128_a2_uniform_rep1,128,2,uniform,1,0.5,0.0,1;27,64;64,160.89600324630737
3,112,r32_a8_zipf_rep0,32,8,zipf,0,0.3125,0.6123724356957945,1;5;9;10;11;20;21;26,10;5;4;3;3;3;2;2,474.07999634742737
3,113,r256_a16_linear_skew_rep1,256,16,linear_skew,1,0.11328125,0.5019493251315316,0;2;5;6;12;13;14;17;18;19;21;22;25;27;28;29,29;27;26;24;22;20;19;17;15;13;12;10;8;6;5;3,907.4239730834961
3,114,r256_a1_linear_skew_rep1,256,1,linear_skew,1,1.0,0.0,12,256,107.07200318574905
3,115,r32_a4_uniform_rep1,32,4,uniform,1,0.25,0.0,11;16;18;22,8;8;8;8,268.38400959968567
3,116,r32_a8_uniform_rep2,32,8,uniform,2,0.125,0.0,2;9;10;14;17;23;26;30,4;4;4;4;4;4;4;4,484.9280118942261
3,117,r32_a1_linear_skew_rep1,32,1,linear_skew,1,1.0,0.0,22,32,101.72799974679947
3,118,r64_a4_linear_skew_rep2,64,4,linear_skew,2,0.390625,0.4192627457812106,5;7;11;31,25;19;13;7,264.8000121116638
3,119,r128_a4_uniform_rep1,128,4,uniform,1,0.25,0.0,0;6;19;25,32;32;32;32,260.8320116996765
3,120,r32_a16_linear_skew_rep0,32,16,linear_skew,0,0.09375,0.3535533905932738,1;2;3;4;7;9;10;11;12;15;19;21;22;24;25;30,3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,911.9359850883484
3,121,r256_a16_zipf_rep1,256,16,zipf,1,0.28125,1.0404419884116558,0;2;5;6;12;13;14;17;18;19;21;22;25;27;28;29,72;37;25;19;15;13;11;10;9;8;7;7;6;6;6;5,913.5680198669434
3,122,r256_a4_hot50_rep1,256,4,hot50,1,0.49609375,0.5683291712335379,23;27;28;29,127;43;43;43,264.6079957485199
3,123,r32_a8_hot50_rep1,32,8,hot50,1,0.40625,0.8569568250501305,2;6;7;8;9;19;20;23,13;3;3;3;3;3;2;2,482.4959933757782
3,124,r128_a2_zipf_rep1,128,2,zipf,1,0.6640625,0.328125,1;27,85;43,158.4320068359375
3,125,r128_a8_zipf_rep2,128,8,zipf,2,0.3515625,0.7551903733496608,1;6;10;13;15;16;23;26,45;23;16;12;10;8;7;7,483.6159944534302
3,126,r256_a8_linear_skew_rep2,256,8,linear_skew,2,0.21875,0.4876402041977261,8;10;13;17;20;21;28;29,56;49;42;35;29;22;15;8,488.5439872741699
3,127,r256_a8_uniform_rep2,256,8,uniform,2,0.125,0.0,8;10;13;17;20;21;28;29,32;32;32;32;32;32;32;32,476.25601291656494
3,128,r256_a4_zipf_rep1,256,4,zipf,1,0.4765625,0.551653232622179,23;27;28;29,122;62;41;31,265.53601026535034
3,129,r128_a16_linear_skew_rep2,128,16,linear_skew,2,0.109375,0.4759858191164943,1;6;7;9;12;13;15;16;18;19;21;24;25;28;30;31,14;13;13;12;11;10;9;8;8;7;6;5;4;3;3;2,922.2400188446045
3,130,r256_a2_linear_skew_rep0,256,2,linear_skew,0,0.6640625,0.328125,17;23,170;86,158.1760048866272
3,131,r64_a16_linear_skew_rep1,64,16,linear_skew,1,0.109375,0.4330127018922193,0;4;5;7;9;12;13;16;17;18;20;21;23;24;27;29,7;6;6;6;5;5;5;4;4;3;3;3;2;2;2;1,915.552020072937
3,132,r128_a2_hot50_rep2,128,2,hot50,2,0.5,0.0,14;27,64;64,319.13599371910095
3,133,r32_a16_linear_skew_rep1,32,16,linear_skew,1,0.09375,0.3535533905932738,1;3;5;6;9;11;14;15;16;21;22;24;25;27;28;30,3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1,2919.3599224090576
3,134,r128_a8_hot50_rep1,128,8,hot50,1,0.4765625,1.0634187204483472,1;5;12;16;17;19;20;29,61;10;10;10;10;9;9;9,3653.9199352264404
3,135,r64_a16_zipf_rep1,64,16,zipf,1,0.234375,0.8244316223920575,0;4;5;7;9;12;13;16;17;18;20;21;23;24;27;29,15;8;6;5;4;3;3;3;3;2;2;2;2;2;2;2,1586.4640474319458
3,136,r128_a1_linear_skew_rep0,128,1,linear_skew,0,1.0,0.0,4,128,119.03999745845795
3,137,r128_a2_linear_skew_rep1,128,2,linear_skew,1,0.6640625,0.328125,1;27,85;43,159.4880074262619
3,138,r128_a4_hot50_rep0,128,4,hot50,0,0.4921875,0.5594535559365049,4;5;17;27,63;22;22;21,262.1760070323944
3,139,r32_a16_zipf_rep1,32,16,zipf,1,0.1875,0.6123724356957945,1;3;5;6;9;11;14;15;16;21;22;24;25;27;28;30,6;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1,912.9599928855896
