feature_group,n_features,selected_alpha_on_validation,validation_spearman,test_spearman,test_spearman_ci_low,test_spearman_ci_high,test_worst_decile_auc,test_worst_decile_recall_at_10pct,availability
length_only,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,arrival
arrival_lexical,5,0.0,-0.27941176470588236,0.0377565982404692,-0.3410612866986857,0.40567533087177404,0.4375,0.25,arrival
early_router_plus_lexical,13,0.0,0.2647058823529412,0.03042521994134897,-0.34352621710371645,0.410875645474607,0.5892857142857143,0.0,after_early_chunk
full_router_plus_lexical,13,0.0,0.2764705882352941,0.0007331378299120235,-0.4012161261590034,0.3883915115355555,0.44642857142857145,0.0,after_prefill
prefill_nll_only,1,0.0,-0.27058823529411763,0.4222873900293254,0.05057825097880169,0.6968941781183061,0.6517857142857143,0.25,after_prefill
prefill_nll_plus_lexical,6,10.0,-0.2529411764705882,0.4043255131964809,0.08395957210171943,0.641632411216771,0.6071428571428571,0.0,after_prefill
post_prefill_all,14,0.0,0.32647058823529407,0.28629032258064513,-0.10452828471405744,0.6147529491308291,0.5178571428571429,0.0,after_prefill
