layer,rank,count,mean_share,median_share,p75_share,p90_share,rank1_over_rankk_median
0,1,33,0.6699724197387695,0.6766310930252075,0.7441297769546509,0.793572723865509,
0,2,33,0.3300275504589081,0.3233689069747925,0.3995313048362732,0.45193347334861755,2.0924432277679443
1,1,33,0.5624036192893982,0.5466626882553101,0.5918510556221008,0.6116928458213806,
1,2,33,0.4375964105129242,0.45333725214004517,0.4793960750102997,0.48997002840042114,1.205863118171692
