layer,rank,group_median_share_mean,group_median_share_min,group_median_share_max,group_median_share_cv,group_median_share_max_over_min,traffic_max_over_mean,traffic_max_over_min
0,1,0.6453167796134949,0.6105507016181946,0.6800828576087952,0.05387443670087587,1.113884327388886,1.878787878787879,15.5
0,2,0.32164305448532104,0.3199172019958496,0.3233689069747925,0.005365738402879764,1.0107893697413235,1.393939393939394,2.3
1,1,0.5670104622840881,0.5464933514595032,0.5875275731086731,0.03618471296267777,1.0750864059728835,1.2121212121212122,1.5384615384615385
1,2,0.4329894930124283,0.41247236728668213,0.45350661873817444,0.047384812003180045,1.0994836374650332,1.3333333333333333,2.0
