global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
27,1,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,50806,34921,0.68734007794355,17276120.0,26215896.0,12963984.0,6532240.0,518.55936,1097,33.42015981674194,36661.91531896591,33.42015981674194,294.70975981674195,10636.0,25124.0
28,1,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,52287,36890,0.7055290990112265,17536252.0,26980092.0,13768944.0,6937840.0,550.75776,1159,33.42015981674194,38733.96522760391,33.42015981674194,310.93375981674194,10996.0,26684.0
29,1,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,53083,37694,0.7100955108038355,17741164.0,27390828.0,14268948.0,7189780.0,570.75792,1185,33.42015981674194,39602.8893828392,33.42015981674194,321.01135981674196,12305.0,27653.0
30,1,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,53310,38451,0.7212718064153067,17664504.0,27507960.0,14375760.0,7243600.0,575.0304,1206,33.42015981674194,40304.712738990784,33.42015981674194,323.16415981674197,11081.0,27860.0
31,1,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,50521,34996,0.6927020446942855,17109860.0,26068836.0,12964500.0,6532500.0,518.58,1100,33.42015981674194,36762.17579841614,33.42015981674194,294.72015981674195,9981.0,25125.0
32,2,0,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48628,33167,0.6820556058238052,16601296.0,25092048.0,12522804.0,6309940.0,500.91216,1044,33.42015981674194,34890.64684867859,33.42015981674194,285.81775981674195,11272.0,24269.0
33,2,1,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47527,31621,0.6653270772403055,16428956.0,24523932.0,11796276.0,5943860.0,471.85104,996,33.42015981674194,33286.479177474976,33.42015981674194,271.174559816742,9159.0,22861.0
34,2,2,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47972,32497,0.6774159926623864,16434320.0,24753552.0,11888124.0,5990140.0,475.52496,1021,33.42015981674194,34121.983172893524,33.42015981674194,273.0257598167419,12742.0,23039.0
35,2,3,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46916,30257,0.6449185778838775,16462864.0,24208656.0,11209068.0,5647980.0,448.36272,953,33.42015981674194,31849.412305355072,33.42015981674194,259.33935981674193,9446.0,21723.0
36,2,4,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48282,32281,0.6685928503376,16649576.0,24913512.0,12159540.0,6126900.0,486.3816,1016,33.42015981674194,33954.882373809814,33.42015981674194,278.49615981674197,10692.0,23565.0
37,2,5,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47058,30556,0.6493263632113562,16459592.0,24281928.0,11442816.0,5765760.0,457.71264,963,33.42015981674194,32183.61390352249,33.42015981674194,264.05055981674195,8784.0,22176.0
38,2,6,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,49055,32205,0.6565080012231169,17067900.0,25312380.0,12305052.0,6200220.0,492.20208,1013,33.42015981674194,33854.62189435959,33.42015981674194,281.42895981674195,9494.0,23847.0
39,2,7,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48283,31895,0.6605844707246857,16748908.0,24914028.0,11968104.0,6030440.0,478.72416,1002,33.42015981674194,33487.00013637543,33.42015981674194,274.63775981674195,9688.0,23194.0
40,2,8,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47834,31134,0.650875945979847,16712040.0,24682344.0,11733324.0,5912140.0,469.33296,978,33.42015981674194,32684.91630077362,33.42015981674194,269.9057598167419,9052.0,22739.0
41,2,9,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48610,31794,0.6540629500102859,16943496.0,25082760.0,12042408.0,6067880.0,481.69632,998,33.42015981674194,33353.31949710846,33.42015981674194,276.1353598167419,9174.0,23338.0
42,2,10,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48239,32483,0.6733763137710151,16575676.0,24891324.0,12274092.0,6184620.0,490.96368,1023,33.42015981674194,34188.82349252701,33.42015981674194,280.804959816742,10214.0,23787.0
43,2,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47464,30592,0.64453059160627,16659872.0,24491424.0,11598132.0,5844020.0,463.92528,962,33.42015981674194,32150.19374370575,33.42015981674194,267.18095981674196,9199.0,22477.0
44,2,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48351,31610,0.6537610390684784,16856956.0,24949116.0,11919084.0,6005740.0,476.76336,994,33.42015981674194,33219.63885784149,33.42015981674194,273.64975981674195,9600.0,23099.0
45,2,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,49275,32624,0.6620801623541349,17074156.0,25425900.0,12539316.0,6318260.0,501.57264,1029,33.42015981674194,34389.34445142746,33.42015981674194,286.150559816742,10753.0,24301.0
46,2,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,49227,33498,0.6804802242671705,16825644.0,25401132.0,12736944.0,6417840.0,509.47776,1052,33.42015981674194,35158.008127212524,33.42015981674194,290.13375981674193,9678.0,24684.0
47,2,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47449,30995,0.6532276760311071,16548964.0,24483684.0,11578008.0,5833880.0,463.12032,975,33.42015981674194,32584.655821323395,33.42015981674194,266.7753598167419,8862.0,22438.0
48,3,0,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48805,34308,0.702960762216986,16400532.0,25183380.0,11849424.0,5970640.0,473.97696,1078,33.42015981674194,36026.932282447815,33.42015981674194,272.24575981674195,11998.0,22964.0
49,3,1,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,46934,32246,0.687049899859377,15962968.0,24217944.0,10973772.0,5529420.0,438.95088,1016,33.42015981674194,33954.882373809814,33.42015981674194,254.59695981674193,9898.0,21267.0
50,3,2,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47564,33248,0.6990160625683289,16031536.0,24543024.0,11166240.0,5626400.0,446.6496,1046,33.42015981674194,34957.48716831207,33.42015981674194,258.476159816742,13090.0,21640.0
51,3,3,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,45970,30809,0.6701979551881662,15833416.0,23720520.0,10386048.0,5233280.0,415.44192,969,33.42015981674194,32384.134862422943,33.42015981674194,242.75135981674194,9911.0,20128.0
