global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
0,0,0,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49789,49789,1.0,12945140.0,25691124.0,4283316.0,2158260.0,171.33264,1572,33.42015981674194,52536.491231918335,33.42015981674194,119.75055981674194,8301.0,7827.0
1,0,1,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49969,49969,1.0,12991940.0,25784004.0,3849360.0,1939600.0,153.9744,1577,33.42015981674194,52703.592031002045,33.42015981674194,111.00415981674195,7412.0,7460.0
2,0,2,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49982,49982,1.0,12995320.0,25790712.0,4719336.0,2377960.0,188.77344,1575,33.42015981674194,52636.75171136856,33.42015981674194,128.53855981674195,9146.0,7454.0
3,0,3,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50156,50156,1.0,13040560.0,25880496.0,4108908.0,2070380.0,164.35632,1585,33.42015981674194,52970.95330953598,33.42015981674194,116.23535981674195,7562.0,7963.0
4,0,4,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49811,49811,1.0,12950860.0,25702476.0,4049052.0,2040220.0,161.96208,1573,33.42015981674194,52569.91139173508,33.42015981674194,115.02895981674195,7847.0,7515.0
5,0,5,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49832,49832,1.0,12956320.0,25713312.0,4033572.0,2032420.0,161.34288,1572,33.42015981674194,52536.491231918335,33.42015981674194,114.71695981674195,6829.0,7817.0
6,0,6,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50131,50131,1.0,13034060.0,25867596.0,3854004.0,1941940.0,154.16016,1583,33.42015981674194,52904.112989902496,33.42015981674194,111.09775981674194,6790.0,7469.0
7,0,7,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50541,50541,1.0,13140660.0,26079156.0,3875160.0,1952600.0,155.0064,1592,33.42015981674194,53204.894428253174,33.42015981674194,111.52415981674194,7296.0,7510.0
8,0,8,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50121,50121,1.0,13031460.0,25862436.0,3993324.0,2012140.0,159.73296,1583,33.42015981674194,52904.112989902496,33.42015981674194,113.90575981674195,7136.0,7739.0
9,0,9,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50284,50284,1.0,13073840.0,25946544.0,3933984.0,1982240.0,157.35936,1586,33.42015981674194,53004.37346935272,33.42015981674194,112.70975981674194,7307.0,7624.0
