global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
10,0,10,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49888,49888,1.0,12970880.0,25742208.0,3966492.0,1998620.0,158.65968,1577,33.42015981674194,52703.592031002045,33.42015981674194,113.36495981674194,7431.0,7687.0
11,0,11,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50624,50624,1.0,13162240.0,26121984.0,4063500.0,2047500.0,162.54,1600,33.42015981674194,53472.25570678711,33.42015981674194,115.32015981674195,7315.0,7875.0
12,0,12,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50178,50178,1.0,13046280.0,25891848.0,3952044.0,1991340.0,158.08176,1583,33.42015981674194,52904.112989902496,33.42015981674194,113.07375981674194,7659.0,7577.0
13,0,13,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49975,49975,1.0,12993500.0,25787100.0,4061436.0,2046460.0,162.45744,1577,33.42015981674194,52703.592031002045,33.42015981674194,115.27855981674195,7847.0,7871.0
14,0,14,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50257,50257,1.0,13066820.0,25932612.0,4172376.0,2102360.0,166.89504,1589,33.42015981674194,53104.63394880295,33.42015981674194,117.51455981674194,7113.0,8086.0
15,0,15,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50334,50334,1.0,13086840.0,25972344.0,4038216.0,2034760.0,161.52864,1587,33.42015981674194,53037.793629169464,33.42015981674194,114.81055981674194,6873.0,7826.0
16,1,0,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51723,51723,1.0,13447980.0,26689068.0,4388580.0,2211300.0,175.5432,1630,33.42015981674194,54474.86050128937,33.42015981674194,121.87215981674194,8505.0,7909.0
17,1,1,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51227,51227,1.0,13319020.0,26433132.0,4008288.0,2019680.0,160.33152,1618,33.42015981674194,54073.818583488464,33.42015981674194,114.20735981674194,7768.0,7393.0
18,1,2,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,52302,52302,1.0,13598520.0,26987832.0,4735332.0,2386020.0,189.41328,1650,33.42015981674194,55143.26369762421,33.42015981674194,128.86095981674194,9177.0,7310.0
19,1,3,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,52294,52294,1.0,13596440.0,26983704.0,4086720.0,2059200.0,163.4688,1649,33.42015981674194,55109.843537807465,33.42015981674194,115.78815981674194,7920.0,7607.0
20,1,4,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51747,51747,1.0,13454220.0,26701452.0,3993840.0,2012400.0,159.7536,1633,33.42015981674194,54575.12098073959,33.42015981674194,113.91615981674194,7740.0,7428.0
21,1,5,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51796,51796,1.0,13466960.0,26726736.0,3790020.0,1909700.0,151.6008,1634,33.42015981674194,54608.541140556335,33.42015981674194,109.80815981674195,7076.0,7345.0
22,1,6,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,52195,52195,1.0,13570700.0,26932620.0,3879288.0,1954680.0,155.17152,1647,33.42015981674194,55043.00321817398,33.42015981674194,111.60735981674195,6932.0,7518.0
23,1,7,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51581,51581,1.0,13411060.0,26615796.0,3864324.0,1947140.0,154.57296,1629,33.42015981674194,54441.440341472626,33.42015981674194,111.30575981674194,7489.0,7482.0
24,1,8,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,52348,52348,1.0,13610480.0,27011568.0,3787440.0,1908400.0,151.4976,1652,33.42015981674194,55210.10401725769,33.42015981674194,109.75615981674194,7327.0,7340.0
25,1,9,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,52609,52609,1.0,13678340.0,27146244.0,4152252.0,2092220.0,166.09008,1661,33.42015981674194,55510.88545560837,33.42015981674194,117.10895981674194,8047.0,7412.0
26,1,10,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51086,51086,1.0,13282360.0,26360376.0,3896832.0,1963520.0,155.87328,1611,33.42015981674194,53839.87746477127,33.42015981674194,111.96095981674195,7552.0,7472.0
27,1,11,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51981,51981,1.0,13515060.0,26822196.0,3899928.0,1965080.0,155.99712,1639,33.42015981674194,54775.641939640045,33.42015981674194,112.02335981674194,7558.0,7517.0
28,1,12,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51736,51736,1.0,13451360.0,26695776.0,4081044.0,2056340.0,163.24176,1636,33.42015981674194,54675.38146018982,33.42015981674194,115.67375981674195,7909.0,7350.0
29,1,13,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51753,51753,1.0,13455780.0,26704548.0,4014480.0,2022800.0,160.5792,1632,33.42015981674194,54541.70082092285,33.42015981674194,114.33215981674195,7780.0,7641.0
30,1,14,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51362,51362,1.0,13354120.0,26502792.0,3987648.0,2009280.0,159.50592,1622,33.42015981674194,54207.49922275543,33.42015981674194,113.79135981674195,7055.0,7728.0
31,1,15,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51222,51222,1.0,13317720.0,26430552.0,3910764.0,1970540.0,156.43056,1620,33.42015981674194,54140.65890312195,33.42015981674194,112.24175981674195,7233.0,7579.0
32,2,0,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47352,47352,1.0,12311520.0,24433632.0,3919020.0,1974700.0,156.7608,1494,33.42015981674194,49929.71876621246,33.42015981674194,112.40815981674194,7595.0,7298.0
33,2,1,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47559,47559,1.0,12365340.0,24540444.0,4103232.0,2067520.0,164.12928,1501,33.42015981674194,50163.65988492966,33.42015981674194,116.12095981674194,7503.0,7952.0
34,2,2,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47912,47912,1.0,12457120.0,24722592.0,4503132.0,2269020.0,180.12528,1513,33.42015981674194,50564.70180273056,33.42015981674194,124.18095981674195,8727.0,7955.0
35,2,3,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48135,48135,1.0,12515100.0,24837660.0,4300344.0,2166840.0,172.01376,1521,33.42015981674194,50832.063081264496,33.42015981674194,120.09375981674194,7319.0,8334.0
36,2,4,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47329,47329,1.0,12305540.0,24421764.0,3954108.0,1992380.0,158.16432,1496,33.42015981674194,49996.55908584595,33.42015981674194,113.11535981674194,7180.0,7663.0
37,2,5,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47271,47271,1.0,12290460.0,24391836.0,4140900.0,2086500.0,165.636,1493,33.42015981674194,49896.29860639572,33.42015981674194,116.88015981674194,6706.0,8025.0
38,2,6,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48152,48152,1.0,12519520.0,24846432.0,4061952.0,2046720.0,162.47808,1518,33.42015981674194,50731.80260181427,33.42015981674194,115.28895981674194,6638.0,7872.0
39,2,7,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48424,48424,1.0,12590240.0,24986784.0,4125936.0,2078960.0,165.03744,1529,33.42015981674194,51099.42435979843,33.42015981674194,116.57855981674194,7267.0,7996.0
40,2,8,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48082,48082,1.0,12501320.0,24810312.0,4128000.0,2080000.0,165.12,1516,33.42015981674194,50664.962282180786,33.42015981674194,116.62015981674195,6884.0,8000.0
41,2,9,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47956,47956,1.0,12468560.0,24745296.0,4123872.0,2077920.0,164.95488,1514,33.42015981674194,50598.1219625473,33.42015981674194,116.53695981674194,7341.0,7992.0
42,2,10,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47844,47844,1.0,12439440.0,24687504.0,3909216.0,1969760.0,156.36864,1509,33.42015981674194,50431.02116346359,33.42015981674194,112.21055981674195,6940.0,7576.0
43,2,11,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48056,48056,1.0,12494560.0,24796896.0,4188372.0,2110420.0,167.53488,1516,33.42015981674194,50664.962282180786,33.42015981674194,117.83695981674194,7066.0,8117.0
44,2,12,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48434,48434,1.0,12592840.0,24991944.0,4194564.0,2113540.0,167.78256,1530,33.42015981674194,51132.84451961517,33.42015981674194,117.96175981674195,7563.0,8129.0
45,2,13,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47793,47793,1.0,12426180.0,24661188.0,3930372.0,1980420.0,157.21488,1509,33.42015981674194,50431.02116346359,33.42015981674194,112.63695981674195,7163.0,7617.0
46,2,14,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47626,47626,1.0,12382760.0,24575016.0,3776604.0,1902940.0,151.06416,1502,33.42015981674194,50197.0800447464,33.42015981674194,109.53775981674194,6532.0,7319.0
47,2,15,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47715,47715,1.0,12405900.0,24620940.0,4188888.0,2110680.0,167.55552,1505,33.42015981674194,50297.340524196625,33.42015981674194,117.84735981674194,6728.0,8118.0
48,3,0,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47325,47325,1.0,12304500.0,24419700.0,3936564.0,1983540.0,157.46256,1495,33.42015981674194,49963.138926029205,33.42015981674194,112.76175981674194,7629.0,6509.0
49,3,1,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47559,47559,1.0,12365340.0,24540444.0,3838524.0,1934140.0,153.54096,1501,33.42015981674194,50163.65988492966,33.42015981674194,110.78575981674194,7439.0,6948.0
50,3,2,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46950,46950,1.0,12207000.0,24226200.0,4384452.0,2209220.0,175.37808,1482,33.42015981674194,49528.67684841156,33.42015981674194,121.78895981674194,8497.0,6771.0
51,3,3,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46845,46845,1.0,12179700.0,24172020.0,3711588.0,1870180.0,148.46352,1480,33.42015981674194,49461.836528778076,33.42015981674194,108.22735981674194,7193.0,7141.0
52,3,4,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46718,46718,1.0,12146680.0,24106488.0,3764736.0,1896960.0,150.58944,1475,33.42015981674194,49294.73572969437,33.42015981674194,109.29855981674194,7296.0,6508.0
53,3,5,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46651,46651,1.0,12129260.0,24071916.0,3506220.0,1766700.0,140.2488,1474,33.42015981674194,49261.315569877625,33.42015981674194,104.08815981674195,6534.0,6795.0
54,3,6,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47121,47121,1.0,12251460.0,24314436.0,3397344.0,1711840.0,135.89376,1489,33.42015981674194,49762.617967128754,33.42015981674194,101.89375981674195,6272.0,6584.0
55,3,7,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47231,47231,1.0,12280060.0,24371196.0,3548532.0,1788020.0,141.94128,1489,33.42015981674194,49762.617967128754,33.42015981674194,104.94095981674194,6877.0,6863.0
56,3,8,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46745,46745,1.0,12153700.0,24120420.0,3505704.0,1766440.0,140.22816,1478,33.42015981674194,49394.99620914459,33.42015981674194,104.07775981674195,6576.0,6794.0
57,3,9,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,47650,47650,1.0,12389000.0,24587400.0,3635736.0,1831960.0,145.42944,1506,33.42015981674194,50330.76068401337,33.42015981674194,106.69855981674195,7046.0,6817.0
58,3,10,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,46956,46956,1.0,12208560.0,24229296.0,3468036.0,1747460.0,138.72144,1483,33.42015981674194,49562.0970082283,33.42015981674194,103.31855981674194,6721.0,6584.0
