global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
0,0,0,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,51645,51645,1.0,13427700.0,26648820.0,13585764.0,6845540.0,543.43056,1629,33.42015981674194,54441.440341472626,33.42015981674194,307.24175981674193,11955.0,26329.0
1,0,1,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50291,50291,1.0,13075660.0,25950156.0,12719916.0,6409260.0,508.79664,1586,33.42015981674194,53004.37346935272,33.42015981674194,289.79055981674196,9846.0,24651.0
2,0,2,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50284,50284,1.0,13073840.0,25946544.0,12921672.0,6510920.0,516.86688,1586,33.42015981674194,53004.37346935272,33.42015981674194,293.85695981674195,13374.0,25042.0
3,0,3,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,48910,48910,1.0,12716600.0,25237560.0,12030024.0,6061640.0,481.20096,1543,33.42015981674194,51567.30659723282,33.42015981674194,275.88575981674194,10062.0,23314.0
4,0,4,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50761,50761,1.0,13197860.0,26192676.0,13272552.0,6687720.0,530.90208,1604,33.42015981674194,53605.93634605408,33.42015981674194,300.92895981674195,11434.0,25722.0
5,0,5,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49257,49257,1.0,12806820.0,25416612.0,12455208.0,6275880.0,498.20832,1553,33.42015981674194,51901.50819540024,33.42015981674194,284.455359816742,9043.0,24138.0
6,0,6,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50485,50485,1.0,13126100.0,26050260.0,13047060.0,6574100.0,521.8824,1597,33.42015981674194,53371.99522733688,33.42015981674194,296.38415981674194,9787.0,25285.0
7,0,7,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50263,50263,1.0,13068380.0,25935708.0,12712692.0,6405620.0,508.50768,1584,33.42015981674194,52937.53314971924,33.42015981674194,289.64495981674196,10236.0,24637.0
8,0,8,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,49894,49894,1.0,12972440.0,25745304.0,12667800.0,6383000.0,506.712,1576,33.42015981674194,52670.1718711853,33.42015981674194,288.74015981674194,9571.0,24550.0
9,0,9,uniform_low,32,32,0:4;0:5;0:6;0:7;1:4;1:5;1:6;1:7;2:4;2:5;2:6;2:7;3:4;3:5;3:6;3:7;4:0;4:1;4:2;4:3;5:0;5:1;5:2;5:3;6:0;6:1;6:2;6:3;7:0;7:1;7:2;7:3,50572,50572,1.0,13148720.0,26095152.0,12944376.0,6522360.0,517.77504,1594,33.42015981674194,53271.73474788666,33.42015981674194,294.31455981674196,9134.0,25086.0
