global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
32,2,0,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47352,19287,0.40731120121642167,19496160.0,24433632.0,3919020.0,3919020.0,156.7608,607,33.42015981674194,20286.03700876236,33.42015981674194,190.18095981674193,7595.0,7298.0
33,2,1,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47602,19371,0.4069366833326331,19603656.0,24562632.0,4104264.0,3849360.0,164.17056,611,33.42015981674194,20419.717648029327,33.42015981674194,187.39455981674195,7611.0,7954.0
34,2,2,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47689,20334,0.4263876365618906,19402020.0,24607524.0,4504680.0,3488624.0,180.1872,640,33.42015981674194,21388.902282714844,33.42015981674194,172.96511981674195,8730.0,7900.0
35,2,3,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48037,18768,0.39069883631367486,19982484.0,24787092.0,4270932.0,3667028.0,170.83728,592,33.42015981674194,19784.73461151123,33.42015981674194,180.10127981674194,7350.0,8277.0
36,2,4,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47544,19126,0.40227999326939257,19636448.0,24532704.0,3981972.0,3494804.0,159.27888,604,33.42015981674194,20185.776529312134,33.42015981674194,173.21231981674194,7199.0,7717.0
37,2,5,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47233,18162,0.38451929794846823,19722756.0,24372228.0,4130580.0,3597076.0,165.2232,576,33.42015981674194,19250.01205444336,33.42015981674194,177.30319981674194,6752.0,8005.0
38,2,6,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48102,18758,0.3899629953016507,20018584.0,24820632.0,4056276.0,3576020.0,162.25104,592,33.42015981674194,19784.73461151123,33.42015981674194,176.46095981674193,6621.0,7861.0
39,2,7,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48300,19093,0.3953002070393375,20034992.0,24922800.0,4116648.0,3717780.0,164.66592,603,33.42015981674194,20152.356369495392,33.42015981674194,182.13135981674193,7205.0,7978.0
40,2,8,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47983,18355,0.3825313131734156,20060348.0,24759228.0,4112004.0,3598212.0,164.48016,579,33.42015981674194,19350.272533893585,33.42015981674194,177.34863981674195,7013.0,7969.0
41,2,9,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47891,18493,0.3861477104257585,19977548.0,24711756.0,4121292.0,3733260.0,164.85168,585,33.42015981674194,19550.793492794037,33.42015981674194,182.75055981674194,7235.0,7987.0
