phase,batch_size,unprofiled_n,unprofiled_latency_median_ms,unprofiled_latency_p95_ms,unprofiled_goodput_median_tokens_per_s,profiled_latency_median_ms,instrumentation_ratio_median,moe_sum_median_ms,moe_sum_p95_ms,moe_fraction_median,moe_fraction_p95,moe_calls_per_forward
decode,1,48,42.9306716919,45.0881944656,23.2933708456,44.9888782501,1.04794256594,37.217040062,43.6904193759,0.827453918257,0.834370135136,16
decode,4,48,73.7502708435,77.4790699005,54.2373113511,75.5724639893,1.02470761293,67.3175996542,70.5624705911,0.889999835885,0.894450695317,16
decode,8,48,80.2624320984,86.2945087433,99.6730325306,82.2758865356,1.02508588869,73.9679679871,80.7469039202,0.898552929908,0.900410527942,16
prefill,1,3,83.1806106567,83.8074699402,1538.82015279,85.5181427002,1.02810188606,76.8311357498,77.0373731613,0.898419134512,0.898851219184,16
prefill,4,3,87.3866271973,88.1930511475,5859.02004027,91.1395874023,1.04294661924,81.9895362854,84.2514877796,0.89960398793,0.900505840704,16
prefill,8,3,88.3576660156,89.8649971008,11589.2604024,90.0095367432,1.01869527345,80.7155518532,83.3596224308,0.896744442575,0.89798062834,16
