batch_size,n_decode_steps,spearman_latency_vs_route_max_to_mean_mean,pvalue_max_to_mean_descriptive_only,spearman_latency_vs_route_load_cv_mean,pvalue_load_cv_descriptive_only,route_max_to_mean_max_median,route_max_to_mean_mean,route_load_cv_mean,evidence_boundary
1,8,,,,,2,2,1,single-GPU route imbalance correlation; not receiver congestion
4,8,-0.38490017946,0.346422071812,-0.738095238095,0.0365527610529,2,1.98046875,0.571131432196,single-GPU route imbalance correlation; not receiver congestion
8,8,0.0514344499874,0.903730358751,-0.0714285714286,0.866526270676,2,1.93359375,0.531607836718,single-GPU route imbalance correlation; not receiver congestion
