phase,batch_size,num_moe_layers,max_single_layer_share,top4_layer_share,layer_latency_cv
decode,1,16,0.0641658388977,0.252647043545,0.00791282009879
decode,4,16,0.0651712588319,0.259724310218,0.029644622999
decode,8,16,0.064618982355,0.257184841254,0.0245109107671
prefill,1,16,0.0643867413073,0.252514131618,0.00868749103055
prefill,4,16,0.0640628134606,0.254348485603,0.0116461207853
prefill,8,16,0.0647492581811,0.254016379633,0.0121903272557
