global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
0,0,0,uniform_full,32,0,,52395,0,0.0,27035820.0,27035820.0,13921164.0,13921164.0,556.84656,0,0.0,0.0,0.0,556.84656,12083.0,26979.0
1,0,1,uniform_full,32,0,,50986,0,0.0,26308776.0,26308776.0,12977916.0,12977916.0,519.11664,0,0.0,0.0,0.0,519.11664,10018.0,25151.0
2,0,2,uniform_full,32,0,,51312,0,0.0,26476992.0,26476992.0,13188960.0,13188960.0,527.5584,0,0.0,0.0,0.0,527.5584,13403.0,25560.0
3,0,3,uniform_full,32,0,,49943,0,0.0,25770588.0,25770588.0,12511452.0,12511452.0,500.45808,0,0.0,0.0,0.0,500.45808,10155.0,24247.0
4,0,4,uniform_full,32,0,,51958,0,0.0,26810328.0,26810328.0,13637880.0,13637880.0,545.5152,0,0.0,0.0,0.0,545.5152,11484.0,26430.0
5,0,5,uniform_full,32,0,,51062,0,0.0,26347992.0,26347992.0,12985656.0,12985656.0,519.42624,0,0.0,0.0,0.0,519.42624,9681.0,25166.0
6,0,6,uniform_full,32,0,,51946,0,0.0,26804136.0,26804136.0,13616724.0,13616724.0,544.66896,0,0.0,0.0,0.0,544.66896,9902.0,26389.0
7,0,7,uniform_full,32,0,,51371,0,0.0,26507436.0,26507436.0,13292676.0,13292676.0,531.70704,0,0.0,0.0,0.0,531.70704,10693.0,25761.0
8,0,8,uniform_full,32,0,,51115,0,0.0,26375340.0,26375340.0,13069248.0,13069248.0,522.76992,0,0.0,0.0,0.0,522.76992,9756.0,25328.0
9,0,9,uniform_full,32,0,,51387,0,0.0,26515692.0,26515692.0,13097112.0,13097112.0,523.88448,0,0.0,0.0,0.0,523.88448,9175.0,25382.0
10,0,10,uniform_full,32,0,,52114,0,0.0,26890824.0,26890824.0,13788036.0,13788036.0,551.52144,0,0.0,0.0,0.0,551.52144,10852.0,26721.0
11,0,11,uniform_full,32,0,,50812,0,0.0,26218992.0,26218992.0,12680184.0,12680184.0,507.20736,0,0.0,0.0,0.0,507.20736,9519.0,24574.0
12,0,12,uniform_full,32,0,,51383,0,0.0,26513628.0,26513628.0,13032612.0,13032612.0,521.30448,0,0.0,0.0,0.0,521.30448,9482.0,25257.0
13,0,13,uniform_full,32,0,,52160,0,0.0,26914560.0,26914560.0,13830348.0,13830348.0,553.21392,0,0.0,0.0,0.0,553.21392,10920.0,26803.0
14,0,14,uniform_full,32,0,,52903,0,0.0,27297948.0,27297948.0,14121888.0,14121888.0,564.87552,0,0.0,0.0,0.0,564.87552,10294.0,27368.0
15,0,15,uniform_full,32,0,,51658,0,0.0,26655528.0,26655528.0,13086792.0,13086792.0,523.47168,0,0.0,0.0,0.0,523.47168,9726.0,25362.0
16,1,0,uniform_full,32,0,,49634,0,0.0,25611144.0,25611144.0,12380904.0,12380904.0,495.23616,0,0.0,0.0,0.0,495.23616,11897.0,23994.0
17,1,1,uniform_full,32,0,,48143,0,0.0,24841788.0,24841788.0,11597100.0,11597100.0,463.884,0,0.0,0.0,0.0,463.884,10110.0,22475.0
18,1,2,uniform_full,32,0,,48687,0,0.0,25122492.0,25122492.0,11842200.0,11842200.0,473.688,0,0.0,0.0,0.0,473.688,13128.0,22950.0
19,1,3,uniform_full,32,0,,47375,0,0.0,24445500.0,24445500.0,11080584.0,11080584.0,443.22336,0,0.0,0.0,0.0,443.22336,10220.0,21474.0
