global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
0,0,0,uniform_full,32,0,,51163,0,0.0,26400108.0,26400108.0,4561440.0,4561440.0,182.4576,0,0.0,0.0,0.0,182.4576,8395.0,8840.0
1,0,1,uniform_full,32,0,,51167,0,0.0,26402172.0,26402172.0,4270416.0,4270416.0,170.81664,0,0.0,0.0,0.0,170.81664,7896.0,8276.0
2,0,2,uniform_full,32,0,,51228,0,0.0,26433648.0,26433648.0,4829244.0,4829244.0,193.16976,0,0.0,0.0,0.0,193.16976,9359.0,8648.0
3,0,3,uniform_full,32,0,,51035,0,0.0,26334060.0,26334060.0,4201272.0,4201272.0,168.05088,0,0.0,0.0,0.0,168.05088,7798.0,8142.0
4,0,4,uniform_full,32,0,,51292,0,0.0,26466672.0,26466672.0,4457208.0,4457208.0,178.28832,0,0.0,0.0,0.0,178.28832,7947.0,8638.0
5,0,5,uniform_full,32,0,,51143,0,0.0,26389788.0,26389788.0,4185792.0,4185792.0,167.43168,0,0.0,0.0,0.0,167.43168,7146.0,8112.0
6,0,6,uniform_full,32,0,,51068,0,0.0,26351088.0,26351088.0,4397868.0,4397868.0,175.91472,0,0.0,0.0,0.0,175.91472,6852.0,8523.0
7,0,7,uniform_full,32,0,,51318,0,0.0,26480088.0,26480088.0,4421088.0,4421088.0,176.84352,0,0.0,0.0,0.0,176.84352,7445.0,8568.0
8,0,8,uniform_full,32,0,,51012,0,0.0,26322192.0,26322192.0,4263708.0,4263708.0,170.54832,0,0.0,0.0,0.0,170.54832,7232.0,8263.0
9,0,9,uniform_full,32,0,,51430,0,0.0,26537880.0,26537880.0,4182696.0,4182696.0,167.30784,0,0.0,0.0,0.0,167.30784,7593.0,8106.0
10,0,10,uniform_full,32,0,,51224,0,0.0,26431584.0,26431584.0,4470108.0,4470108.0,178.80432,0,0.0,0.0,0.0,178.80432,7448.0,8663.0
11,0,11,uniform_full,32,0,,51141,0,0.0,26388756.0,26388756.0,4055760.0,4055760.0,162.2304,0,0.0,0.0,0.0,162.2304,7307.0,7860.0
12,0,12,uniform_full,32,0,,51412,0,0.0,26528592.0,26528592.0,4306536.0,4306536.0,172.26144,0,0.0,0.0,0.0,172.26144,8005.0,8346.0
13,0,13,uniform_full,32,0,,51478,0,0.0,26562648.0,26562648.0,4644000.0,4644000.0,185.76,0,0.0,0.0,0.0,185.76,7605.0,9000.0
