strategy,total_bytes,full_total_bytes,byte_saving,bottleneck_bytes,full_bottleneck_bytes,bottleneck_byte_saving,simulated_latency_us,latency_saving
full,679428096.0,679428096.0,0.0,219830272.0,219830272.0,0.0,17586.421759999997,0.0
uniform_int4,169857024.0,679428096.0,0.75,54957568.0,219830272.0,0.75,4396.605439999999,0.75
rank1_int4,424642560.0,679428096.0,0.375,131903488.0,219830272.0,0.39997577767633385,10552.279040000001,0.39997577767633374
rank2_int4,424642560.0,679428096.0,0.375,142884352.0,219830272.0,0.35002422232366615,11430.74816,0.35002422232366615
group0_rank2_int4,612870144.0,679428096.0,0.09796173044925127,204234752.0,219830272.0,0.07094345950679626,16338.780159999998,0.07094345950679615
group1_rank2_int4,616978944.0,679428096.0,0.09191429139839402,219830272.0,219830272.0,0.0,17586.421759999997,0.0
group2_rank2_int4,612753408.0,679428096.0,0.09813354554004194,202375168.0,219830272.0,0.07940264023327959,16190.01344,0.07940264023327948
group3_rank2_int4,620324352.0,679428096.0,0.08699043261231276,215605248.0,219830272.0,0.01921948220125025,17248.41984,0.019219482201250138
