sample_id,token_count,full__kl,full__nll,uniform_fp8__kl,uniform_fp8__nll,uniform_int4__kl,uniform_int4__nll,rank1_int4__kl,rank1_int4__nll,rankk_int4__kl,rankk_int4__nll,fp8top6_rest_int4__kl,fp8top6_rest_int4__nll,fp8top4_rest_int4__kl,fp8top4_rest_int4__nll,fp8top3_rest_int4__kl,fp8top3_rest_int4__nll,fp8top2_rest_int4__kl,fp8top2_rest_int4__nll
600,128,0.0,2.01781265378937,0.0041920148481534225,2.0178253894715796,0.32977415069820376,2.438285767562746,0.2422819212665708,2.4389770988404282,0.0036696892554365745,2.0341256209245815,0.009878102249986543,2.046700785479208,0.024487003566711907,2.0555713082861713,0.029081727576068066,2.0676480991633857,0.042834503444161,2.070031353807825
601,128,0.0,2.131839782234252,0.0027254162810918855,2.1369299700879676,0.20892125227319913,2.305257722148745,0.14660431268646962,2.2843176173412894,0.004132940074590247,2.1282180425688977,0.008271295254624734,2.1293455108882875,0.020449311714472732,2.159023495171014,0.03186863426148422,2.1710120974563236,0.05088060484157773,2.203318678487943
602,128,0.0,2.5794576810100884,0.004888300820598452,2.5832908810593014,0.2482636369119479,2.7578737754521407,0.18482987711748738,2.7029620793860727,0.005952417381166473,2.5718854769008366,0.01129805384658453,2.563907653328002,0.028702869190005805,2.524297518992987,0.04263332697350209,2.5261968177134597,0.05658270993570643,2.5531935804472194
603,128,0.0,2.841334545706201,0.0042734155504722295,2.844634048582062,0.24343124149352546,3.0951139194758857,0.15174508282518762,2.9541289562315454,0.003215577658705824,2.846717654250738,0.008717353888384,2.8660023606668306,0.023359942623949425,2.8915772926150343,0.03795315900186854,2.928073672797736,0.04845433723269485,2.944292203647884
604,128,0.0,1.6985109584538016,0.004381865028321274,1.6774974432517225,0.3107925174743172,2.1693071981114667,0.279282186913678,2.0163016732283463,0.0037031267571637013,1.6869670237143208,0.008979921265849917,1.694908082015871,0.024095118515134798,1.738276804526021,0.03293011132187731,1.7488081323818898,0.049366928461029774,1.8076652466781495
605,128,0.0,0.9880742951640933,0.006155762146777055,0.9852107491080216,0.3145421245905358,1.508632629875123,0.33115918617548906,1.5188175712044782,0.00450191159886638,0.9907933633158527,0.008378362092446155,1.003358255221149,0.021278989596629706,1.002697862039401,0.046645855340431995,1.0268004409910187,0.06966246957854023,1.0831056129275345
606,128,0.0,2.321874423289862,0.00433748913562204,2.315295121801181,0.25594065508504554,2.623738927165354,0.16190284068190205,2.4997265432763287,0.0058221413394597575,2.3145019050658218,0.010678410530090332,2.339746670460138,0.026225033707506076,2.356187715305118,0.04170839805302658,2.362770140640379,0.06288278759933832,2.3993994044506644
607,128,0.0,2.339834859052042,0.00398712036177868,2.328250915046752,0.1794341079832062,2.5496667576587106,0.2483952740045983,2.667077252245325,0.004059442854303074,2.34128288208969,0.010694950584351546,2.3268860343873032,0.021496363512174353,2.323070616234006,0.029715021764199566,2.336305633304626,0.04530028095395546,2.3526366226316435
608,128,0.0,2.146279642901083,0.00416640690931185,2.1507255974717028,0.23790822066660003,2.429258571835015,0.17244984784464198,2.3867408572219486,0.0047611148338618245,2.149165115957185,0.009650515759085107,2.1669710414616143,0.02758093706266148,2.178990161325049,0.03849897985383281,2.1859123650498278,0.050480373262420414,2.212883175827387
609,128,0.0,2.079569178303396,0.002762127579666498,2.0826069989542324,0.2594145226666308,2.295804001214936,0.17605724484901727,2.2571800412155514,0.003767503528144416,2.0845135065514273,0.008025663105521615,2.085392989511565,0.02138223610525056,2.104075754721334,0.03032642274390994,2.1348756805179625,0.04545880865862989,2.1313202625184546
