phase,batch_size,unprofiled_n,unprofiled_latency_median_ms,unprofiled_latency_p95_ms,unprofiled_goodput_median_tokens_per_s,profiled_latency_median_ms,instrumentation_ratio_median,moe_sum_median_ms,moe_sum_p95_ms,moe_fraction_median,moe_fraction_p95,moe_calls_per_forward
decode,1,160,2.26540803909,2.30957113504,441.421583193,2.43598401546,1.0752959173,1.05316796899,1.0806784153,0.432152291617,0.437636067737,2
decode,4,160,3.08678400517,3.40777608156,1295.84738801,3.29166400433,1.06637328651,1.85819199681,2.24139511287,0.563594238253,0.600445355657,2
decode,8,160,3.50176000595,3.95173752308,2284.56648845,3.71379208565,1.06055014602,2.26723194122,2.74065287113,0.601223518367,0.642699306003,2
decode,16,160,3.89459204674,4.25945281982,4108.26086416,4.0952000618,1.0515093783,2.62576001883,2.88922400475,0.641719117591,0.663657955308,2
prefill,1,5,4.24140787125,4.60385932922,30178.6585694,4.49795198441,1.06048560312,2.84419202805,27.1096898079,0.632330455707,0.888232292434,2
prefill,4,5,4.60003185272,4.88410243988,111303.577104,4.8248000145,1.04886230552,3.07430398464,3.47901444435,0.637187857612,0.659687282945,2
prefill,8,5,4.95068788528,5.51408004761,206839.942999,5.19801616669,1.04995836682,3.25257599354,3.76730239391,0.626867239965,0.656868589063,2
prefill,16,5,5.85817623138,6.22206707001,349596.8573,6.0458240509,1.03203178124,3.81523191929,4.67289590836,0.631052423485,0.67279582916,2
