strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,4,96,2,0.0,42014.0146484375,0.0,0.0,0.0
fp8top1_rest_int4,4,96,2,0.625,41810.189453125,0.055450442247092724,0.007251209532332744,-203.8251953125
contrib_tail1_int4,4,96,2,0.625,42017.416015625,0.04659681604243815,0.007290735213736782,3.4013671875
