block,rows,first_arm,bf16_us,fp8_us
0,16,BF16,24.86399933695793,91.00800007581711
0,2048,BF16,65.37599861621857,140.4159963130951
0,1024,BF16,53.44000086188316,106.75200074911118
0,4096,BF16,135.71199774742126,191.45600497722626
0,2,BF16,24.4159996509552,76.64000242948532
0,8,BF16,24.960000067949295,88.44800293445587
0,32,BF16,24.89599958062172,90.84799885749817
0,4,BF16,24.768000468611717,86.33600175380707
0,512,BF16,30.97599931061268,92.83199906349182
0,64,BF16,24.4159996509552,94.11200135946274
0,1,FP8,18.144000321626663,75.93599706888199
0,256,BF16,24.57600086927414,91.10400080680847
0,128,BF16,24.768000468611717,91.839998960495
1,4,FP8,24.89599958062172,86.84799820184708
1,1,BF16,16.672000288963318,76.57600194215775
1,16,FP8,24.73600022494793,90.71999788284302
1,256,FP8,24.639999493956566,91.00800007581711
1,64,FP8,25.248000398278236,95.13600170612335
1,2,FP8,24.768000468611717,76.80000364780426
1,128,FP8,24.480000138282776,90.4960036277771
1,2048,FP8,63.968002796173096,137.08800077438354
1,8,FP8,24.70399998128414,88.48000317811966
1,1024,FP8,53.568001836538315,107.26399719715118
1,32,FP8,24.383999407291412,92.54399687051773
1,4096,FP8,137.40800321102142,190.8479928970337
1,512,FP8,32.607998698949814,92.28800237178802
2,4096,BF16,135.68000495433807,191.00800156593323
2,128,BF16,25.248000398278236,90.52799642086029
2,512,BF16,32.6399989426136,92.51199662685394
2,8,BF16,25.18399991095066,88.8959988951683
2,32,BF16,24.639999493956566,92.25600212812424
2,2048,BF16,63.90400230884552,137.472003698349
2,64,BF16,25.18399991095066,95.64799815416336
2,1,FP8,16.736000776290894,76.80000364780426
2,256,BF16,24.960000067949295,89.91999924182892
2,2,BF16,24.639999493956566,77.02399790287018
2,4,BF16,24.57600086927414,85.95199882984161
2,1024,BF16,55.296000093221664,106.97600245475769
2,16,BF16,25.05600079894066,90.33600240945816
3,4,FP8,24.639999493956566,86.59200370311737
3,8,FP8,24.927999824285507,88.06400001049042
3,1024,FP8,55.67999929189682,110.944002866745
3,512,FP8,31.199999153614044,92.54399687051773
3,1,BF16,18.432000651955605,76.25599950551987
3,16,FP8,24.86399933695793,91.36000275611877
3,128,FP8,25.280000641942024,91.45600348711014
3,64,FP8,24.960000067949295,94.24000233411789
3,256,FP8,24.73600022494793,91.23200178146362
3,32,FP8,24.4159996509552,93.50399672985077
3,2,FP8,25.02400055527687,76.86399668455124
3,4096,FP8,137.60000467300415,188.7039989233017
3,2048,FP8,65.72800129652023,138.36799561977386
4,1024,BF16,55.26399984955788,107.2319969534874
4,2048,BF16,64.19199705123901,139.90400731563568
4,4096,BF16,137.53600418567657,190.8479928970337
4,32,BF16,24.927999824285507,90.62399715185165
4,8,BF16,24.86399933695793,87.93599903583527
4,128,BF16,24.70399998128414,91.90399944782257
4,1,FP8,18.144000321626663,75.99999755620956
4,4,BF16,25.119999423623085,89.15200084447861
4,256,BF16,25.087999179959297,90.43200314044952
4,2,BF16,25.05600079894066,76.22399926185608
4,512,BF16,31.26399964094162,92.3520028591156
4,64,BF16,24.992000311613083,95.32800316810608
4,16,BF16,24.607999250292778,90.71999788284302
5,8,FP8,24.288000538945198,88.51200342178345
5,16,FP8,24.447999894618988,90.40000289678574
5,128,FP8,24.512000381946564,89.91999924182892
5,2,FP8,25.18399991095066,76.51200145483017
5,64,FP8,24.992000311613083,93.91999989748001
5,4096,FP8,135.48800349235535,189.63199853897095
5,2048,FP8,393.6319947242737,1339.3280506134033
5,4,FP8,24.768000468611717,1080.672025680542
5,32,FP8,24.57600086927414,92.44800359010696
5,512,FP8,32.54399821162224,92.8959995508194
