strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,32,128,8,0.0,15.008773133158684,0.0,0.0,0.0
uniform_fp8,32,128,8,0.5,14.954529091715813,0.29258059058338404,0.0003151335523461948,-0.054244041442871094
uniform_int4,32,128,8,0.75,21.686980038881302,27.152188777923584,0.08581794429306829,6.678206905722618
mix_r12bf16_r34fp8_r58int4,32,128,8,0.5,15.039133787155151,1.943030595779419,0.011867142687044183,0.03036065399646759
mix_r1bf16_r26fp8_r78int4,32,128,8,0.5,15.01060064136982,0.7454257751815021,0.0034882065784971393,0.0018275082111358643
mix_r12bf16_r36fp8_r78drop,32,128,8,0.5,15.23822745680809,4.547830684110522,0.01898511407863218,0.22945432364940643
mix_r12bf16_r38int4,32,128,8,0.5625,15.380900874733925,4.357824347913265,0.028590838236770538,0.3721277415752411
mix_r1bf16_r24fp8_r58int4,32,128,8,0.5625,15.003367274999619,1.957155441865325,0.011842823642121792,-0.005405858159065247
mix_r1bf16_r28int4,32,128,8,0.65625,16.23814721405506,7.621554717421532,0.043515441591268515,1.2293740808963776
