arm_natural,phase,batch_size,prompt_len,repeat,seed,decode_step,latency_ms_natural,tokens_processed_natural,goodput_tokens_per_s_natural,arm_synthetic,latency_ms_synthetic,tokens_processed_synthetic,goodput_tokens_per_s_synthetic,natural_over_synthetic
natural,decode,8,128,2,20340930,14,80.737121582,8,99.0870103274,synthetic,81.2260818481,8,98.4905318338,0.993980255418
natural,decode,8,128,2,20340930,15,77.0390090942,8,103.843495575,synthetic,79.2083206177,8,100.999490175,0.972612580263
natural,prefill,8,128,3,20341031,-1,88.3990402222,1024,11583.8361754,synthetic,87.0450210571,1024,11764.0272535,1.01555538902
natural,decode,8,128,3,20341031,0,82.1984329224,8,97.3254564057,synthetic,87.0228500366,8,91.9298781485,0.944561490319
natural,decode,8,128,3,20341031,1,82.3718109131,8,97.1206036546,synthetic,79.7439651489,8,100.321071131,1.03295353773
natural,decode,8,128,3,20341031,2,80.1761245728,8,99.7803279047,synthetic,77.6360321045,8,103.044936522,1.03271795839
natural,decode,8,128,3,20341031,3,78.4709777832,8,101.948519389,synthetic,76.885345459,8,104.051037974,1.02062333615
natural,decode,8,128,3,20341031,4,79.5248947144,8,100.597429632,synthetic,78.6021728516,8,101.77835688,1.01173913938
natural,decode,8,128,3,20341031,5,81.2554550171,8,98.4549283284,synthetic,78.2985916138,8,102.172974445,1.03776394112
natural,decode,8,128,3,20341031,6,79.2982711792,8,100.884923228,synthetic,78.8859558105,8,101.412221197,1.00522672717
natural,decode,8,128,3,20341031,7,79.6144943237,8,100.484215443,synthetic,78.7930908203,8,101.531744937,1.01042481637
natural,decode,8,128,3,20341031,8,78.8687973022,8,101.434284199,synthetic,78.7424316406,8,101.59706569,1.00160479755
natural,decode,8,128,3,20341031,9,81.8481292725,8,97.7420018162,synthetic,77.5648956299,8,103.139441303,1.05522129061
natural,decode,8,128,3,20341031,10,82.1836166382,8,97.3430025016,synthetic,79.157409668,8,101.064449097,1.03823024254
natural,decode,8,128,3,20341031,11,80.0999984741,8,99.8751579575,synthetic,79.1559066772,8,101.066368081,1.01192699113
natural,decode,8,128,3,20341031,12,81.2945251465,8,98.4076109133,synthetic,74.9370574951,8,106.756260086,1.08483743376
natural,decode,8,128,3,20341031,13,79.7858581543,8,100.268395742,synthetic,77.0970230103,8,103.765355492,1.03487599182
natural,decode,8,128,3,20341031,14,78.5219802856,8,101.882300611,synthetic,78.2374420166,8,102.252831813,1.00363685547
natural,decode,8,128,3,20341031,15,77.8696975708,8,102.735727113,synthetic,76.3248291016,8,104.815170819,1.02024070656
natural,prefill,8,128,4,20341132,-1,87.2364501953,1024,11738.212613,synthetic,86.9195861816,1024,11781.0040865,1.00364548461
natural,decode,8,128,4,20341132,0,80.0565414429,8,99.9293731132,synthetic,80.0799713135,8,99.9001356867,0.999707419093
natural,decode,8,128,4,20341132,1,80.0126419067,8,99.9842001133,synthetic,79.3169937134,8,100.86110965,1.00877048109
natural,decode,8,128,4,20341132,2,80.6545944214,8,99.1883978513,synthetic,76.7696609497,8,104.2078329,1.05060506226
natural,decode,8,128,4,20341132,3,86.7678070068,8,92.2000944356,synthetic,79.5314254761,8,100.589169025,1.09098770062
natural,decode,8,128,4,20341132,4,79.6774368286,8,100.40483628,synthetic,77.8602905273,8,102.748139595,1.02333855023
natural,decode,8,128,4,20341132,5,78.9223709106,8,101.365429189,synthetic,79.6705627441,8,100.413499346,0.990608929977
natural,decode,8,128,4,20341132,6,76.9752655029,8,103.929488878,synthetic,79.2515869141,8,100.944350915,0.971277276585
natural,decode,8,128,4,20341132,7,81.1454696655,8,98.5883750871,synthetic,79.2712631226,8,100.91929515,1.02364295041
natural,decode,8,128,4,20341132,8,80.8810882568,8,98.9106374854,synthetic,78.1360931396,8,102.385462064,1.03513094918
natural,decode,8,128,4,20341132,9,81.9820175171,8,97.5823752853,synthetic,77.4077453613,8,103.348831085,1.05909321005
natural,decode,8,128,4,20341132,10,80.7535018921,8,99.0669111872,synthetic,77.8352661133,8,102.781173618,1.03749246228
natural,decode,8,128,4,20341132,11,79.8881912231,8,100.139956576,synthetic,79.5903701782,8,100.514672593,1.0037419231
natural,decode,8,128,4,20341132,12,80.2328338623,8,99.7098022703,synthetic,78.6510391235,8,101.715121493,1.0201115555
natural,decode,8,128,4,20341132,13,79.3708190918,8,100.792710615,synthetic,79.2465896606,8,100.950716419,1.00156763126
natural,decode,8,128,4,20341132,14,79.1123199463,8,101.122050338,synthetic,79.1974716187,8,101.01332576,0.998924818298
natural,decode,8,128,4,20341132,15,81.608253479,8,98.0293004562,synthetic,86.2358703613,8,92.7688207527,0.946337679866
