batch_size,n_decode_steps,spearman_latency_vs_route_max_to_mean_mean,pvalue_max_to_mean_descriptive_only,spearman_latency_vs_route_load_cv_mean,pvalue_load_cv_descriptive_only,route_max_to_mean_max_median,route_max_to_mean_mean,route_load_cv_mean,evidence_boundary
1,8,,,,,2,2,1,single-GPU route imbalance correlation; not receiver congestion
4,8,-0.57735026919,0.133974596216,-0.904761904762,0.00200827550543,2,1.9921875,0.562530110823,single-GPU route imbalance correlation; not receiver congestion
8,8,-0.545397261139,0.162074665897,-0.833333333333,0.0101755401235,2,1.9609375,0.523448775522,single-GPU route imbalance correlation; not receiver congestion
