block,rows,first_arm,bf16_us,fp8_us
0,16,BF16,97.02400118112564,237.47199773788452
0,2048,BF16,192.19200313091278,230.46399652957916
0,1024,BF16,124.4800016283989,220.5120027065277
0,4096,BF16,334.1439962387085,308.0640137195587
0,2,BF16,75.93599706888199,210.65600216388702
0,8,BF16,76.09599828720093,205.88800311088562
0,32,BF16,85.34400165081024,208.92800390720367
0,4,BF16,74.43200051784515,204.41600680351257
0,512,BF16,98.33600372076035,217.3440009355545
0,64,BF16,84.99199897050858,219.61599588394165
0,1,FP8,76.7040029168129,203.2960057258606
0,256,BF16,81.56800270080566,209.50399339199066
0,128,BF16,75.23199915885925,211.39200031757355
1,4,FP8,75.96799731254578,201.21599733829498
1,1,BF16,68.83200258016586,205.56800067424774
1,16,FP8,74.62400197982788,201.1519968509674
1,256,FP8,83.8719978928566,205.02400398254395
1,64,FP8,81.18399977684021,208.3519995212555
1,2,FP8,72.67200201749802,203.19999754428864
1,128,FP8,72.86400347948074,211.04000508785248
1,2048,FP8,185.82400679588318,219.39200162887573
1,8,FP8,84.86399799585342,210.52800118923187
1,1024,FP8,121.31199985742569,212.16000616550446
1,32,FP8,81.82399719953537,209.21599864959717
1,4096,FP8,331.9999873638153,320.99199295043945
1,512,FP8,97.47199714183807,206.36799931526184
2,4096,BF16,330.3999900817871,307.93601274490356
2,128,BF16,76.60800218582153,212.3199999332428
2,512,BF16,97.79199957847595,205.50400018692017
2,8,BF16,74.49600100517273,202.39999890327454
2,32,BF16,80.25600016117096,203.45599949359894
2,2048,BF16,186.3040030002594,224.7679978609085
2,64,BF16,82.24000036716461,210.9760046005249
2,1,FP8,77.2159993648529,202.59200036525726
2,256,BF16,82.2720006108284,207.0080041885376
2,2,BF16,74.49600100517273,202.36800611019135
2,4,BF16,72.09599763154984,201.24800503253937
2,1024,BF16,122.5920021533966,207.68000185489655
2,16,BF16,72.67200201749802,201.79200172424316
3,4,FP8,74.23999905586243,199.13600385189056
3,8,FP8,71.87200337648392,203.16800475120544
3,1024,FP8,120.41600048542023,205.37599921226501
3,512,FP8,97.120001912117,203.5199999809265
3,1,BF16,69.43999975919724,214.49600160121918
3,16,FP8,73.47200065851212,195.5520063638687
3,128,FP8,78.65600287914276,215.83999693393707
3,64,FP8,80.51200211048126,214.20800685882568
3,256,FP8,82.59200304746628,204.6079933643341
3,32,FP8,80.51200211048126,206.1759978532791
3,2,FP8,72.03199714422226,203.67999374866486
3,4096,FP8,331.32800459861755,318.04800033569336
3,2048,FP8,184.57600474357605,219.7760045528412
4,1024,BF16,118.30399930477142,209.56799387931824
4,2048,BF16,185.44000387191772,216.22399985790253
4,4096,BF16,341.5359854698181,307.5520098209381
4,32,BF16,83.90399813652039,213.56800198554993
4,8,BF16,75.29599964618683,205.82400262355804
4,128,BF16,75.19999891519547,212.92799711227417
4,1,FP8,74.30399954319,200.83199441432953
4,4,BF16,67.96800345182419,203.5519927740097
