strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,64,128,16,0.0,21.34383511543274,0.0,0.0,0.0
uniform_int4,64,128,16,0.75,27.015205815434456,20.656959041953087,0.04243705115836094,5.671370700001717
rank1_int4,64,128,16,0.046875,27.49859680235386,20.46310393512249,0.036186686452799745,6.15476168692112
rank8_int4,64,128,16,0.046875,21.34711515158415,0.35067045991308987,3.116842332585356e-05,0.003280036151409149
rank16_int4,64,128,16,0.046875,21.349532678723335,0.1897993930033408,6.527824714282775e-06,0.005697563290596008
group0_rank16_int4,64,128,16,0.01149242776081516,21.358070597052574,0.1344442059053108,1.4677111707975641e-06,0.0142354816198349
group1_rank16_int4,64,128,16,0.011829109034726337,21.349419005215168,0.16151949868071824,2.824371252914142e-06,0.0055838897824287415
group2_rank16_int4,64,128,16,0.011733838149278975,21.361069783568382,0.18122475151903927,1.2793793986386656e-06,0.017234668135643005
group3_rank16_int4,64,128,16,0.011805399085859314,21.33538667857647,0.1497828485444188,1.5857562606143156e-06,-0.008448436856269836
