layer,receiver_group,rank,count,mean_share,median_share,p75_share,p90_share,full_bytes,policy_bytes,policy_byte_saving
1,3,7,3130,0.05366332828998566,0.05354229733347893,0.060148026794195175,0.06681852787733078,3205120.0,3205120.0,0.0
1,3,8,3042,0.048639632761478424,0.048527445644140244,0.05508536845445633,0.060854654759168625,3115008.0,3115008.0,0.0
1,3,9,3050,0.043961185961961746,0.04391660541296005,0.05028287321329117,0.05564521253108978,3123200.0,3123200.0,0.0
1,3,10,3145,0.04043753445148468,0.04040595144033432,0.04652618616819382,0.051828764379024506,3220480.0,3220480.0,0.0
1,3,11,3255,0.03729792311787605,0.03735494613647461,0.04245128855109215,0.047231946140527725,3333120.0,3333120.0,0.0
1,3,12,3338,0.03420411795377731,0.03392985463142395,0.03937049210071564,0.044629406183958054,3418112.0,3418112.0,0.0
1,3,13,3345,0.031678006052970886,0.03171186521649361,0.03690105304121971,0.04150104895234108,3425280.0,3425280.0,0.0
1,3,14,3448,0.029063962399959564,0.028997160494327545,0.034326110035181046,0.03924217447638512,3530752.0,3530752.0,0.0
1,3,15,3397,0.027249732986092567,0.02705386094748974,0.03225899487733841,0.0370129756629467,3478528.0,3478528.0,0.0
1,3,16,3426,0.025684136897325516,0.025388196110725403,0.030305813997983932,0.03505340963602066,3508224.0,3508224.0,0.0
2,0,1,3559,0.19926321506500244,0.1806473284959793,0.23377379775047302,0.2967078387737274,3644416.0,3644416.0,0.0
2,0,2,4112,0.12707534432411194,0.12090888619422913,0.14468225836753845,0.17277157306671143,4210688.0,4210688.0,0.0
2,0,3,4155,0.09994015097618103,0.09746680408716202,0.1117805689573288,0.12789000570774078,4254720.0,4254720.0,0.0
2,0,4,3951,0.081990547478199,0.08117838948965073,0.09238256514072418,0.10520386695861816,4045824.0,4045824.0,0.0
2,0,5,3812,0.07158637046813965,0.07095813006162643,0.0805584266781807,0.09017156064510345,3903488.0,3903488.0,0.0
2,0,6,3813,0.06320071220397949,0.06255301833152771,0.0712495893239975,0.07994423806667328,3904512.0,3904512.0,0.0
2,0,7,3790,0.05662272498011589,0.0563662014901638,0.06404966115951538,0.07128623872995377,3880960.0,3880960.0,0.0
2,0,8,3656,0.05095740035176277,0.05037383735179901,0.057858485728502274,0.06500348448753357,3743744.0,3743744.0,0.0
2,0,9,3856,0.04518231749534607,0.04543329402804375,0.052336931228637695,0.05907648801803589,3948544.0,3948544.0,0.0
2,0,10,3625,0.04215247929096222,0.04139478877186775,0.048095326870679855,0.054905667901039124,3712000.0,3712000.0,0.0
2,0,11,3704,0.0378030501306057,0.03765005245804787,0.044145453721284866,0.049820803105831146,3792896.0,3792896.0,0.0
2,0,12,3442,0.03508901596069336,0.034772731363773346,0.040462907403707504,0.04601399600505829,3524608.0,3524608.0,0.0
2,0,13,3377,0.03265119716525078,0.03211936727166176,0.037838708609342575,0.04341889172792435,3458048.0,3458048.0,0.0
2,0,14,3462,0.03016381338238716,0.029728692024946213,0.0353798009455204,0.040652960538864136,3545088.0,3545088.0,0.0
2,0,15,3176,0.027889534831047058,0.02733207307755947,0.03260701149702072,0.03779008239507675,3252224.0,3252224.0,0.0
2,0,16,3144,0.026142818853259087,0.025430919602513313,0.030588241294026375,0.035810183733701706,3219456.0,3219456.0,0.0
2,1,1,2171,0.17492200434207916,0.16380494832992554,0.2029106318950653,0.24463708698749542,2223104.0,2223104.0,0.0
2,1,2,2449,0.12149813026189804,0.11850450187921524,0.13986599445343018,0.16441941261291504,2507776.0,2507776.0,0.0
2,1,3,2268,0.09973987936973572,0.0976579487323761,0.11250099539756775,0.12824054062366486,2322432.0,2322432.0,0.0
2,1,4,2289,0.08220371603965759,0.0805181935429573,0.09370134770870209,0.10465053468942642,2343936.0,2343936.0,0.0
2,1,5,2443,0.06926590949296951,0.06846467405557632,0.07841458171606064,0.08825641125440598,2501632.0,2501632.0,0.0
2,1,6,2570,0.0579414889216423,0.05853049084544182,0.06768996268510818,0.07595420628786087,2631680.0,2631680.0,0.0
2,1,7,2581,0.052706554532051086,0.052366647869348526,0.06043112650513649,0.06854838877916336,2642944.0,2642944.0,0.0
2,1,8,2721,0.04756903275847435,0.04703693091869354,0.054303161799907684,0.06102349981665611,2786304.0,2786304.0,0.0
2,1,9,2753,0.043162282556295395,0.042926426976919174,0.04973512887954712,0.05603017657995224,2819072.0,2819072.0,0.0
2,1,10,2973,0.038453347980976105,0.037837959825992584,0.04470348730683327,0.050789378583431244,3044352.0,3044352.0,0.0
2,1,11,2816,0.03549465164542198,0.035026803612709045,0.0411711186170578,0.0467018261551857,2883584.0,2883584.0,0.0
2,1,12,3008,0.03279144689440727,0.032591309398412704,0.03800477832555771,0.04354926571249962,3080192.0,3080192.0,0.0
2,1,13,3049,0.03004761040210724,0.029477547854185104,0.03495817258954048,0.04005785286426544,3122176.0,3122176.0,0.0
2,1,14,3279,0.027303064242005348,0.027023278176784515,0.03238674998283386,0.03773263841867447,3357696.0,3357696.0,0.0
2,1,15,3318,0.02571908012032509,0.02528827078640461,0.029873164370656013,0.03475909307599068,3397632.0,3397632.0,0.0
2,1,16,3569,0.023469900712370872,0.023191291838884354,0.02764344960451126,0.03202776238322258,3654656.0,3654656.0,0.0
2,2,1,3396,0.19987456500530243,0.17776146531105042,0.23784005641937256,0.30803006887435913,3477504.0,3477504.0,0.0
2,2,2,3482,0.12902043759822845,0.12262701243162155,0.14584361016750336,0.17408767342567444,3565568.0,3565568.0,0.0
2,2,3,3459,0.09918034821748734,0.09582006186246872,0.11072365939617157,0.12651176750659943,3542016.0,3542016.0,0.0
2,2,4,3722,0.0807979628443718,0.07958386093378067,0.09055501222610474,0.10245674848556519,3811328.0,3811328.0,0.0
2,2,5,3672,0.0680166706442833,0.06833561509847641,0.0774213895201683,0.08673978596925735,3760128.0,3760128.0,0.0
2,2,6,3583,0.06104763597249985,0.060904134064912796,0.06894724071025848,0.07662183046340942,3668992.0,3668992.0,0.0
2,2,7,3554,0.054741598665714264,0.05452759936451912,0.062021736055612564,0.06935486942529678,3639296.0,3639296.0,0.0
2,2,8,3735,0.047919534146785736,0.04842527210712433,0.055525042116642,0.06174999102950096,3824640.0,3824640.0,0.0
