strategy,total_bytes,full_total_bytes,byte_saving,bottleneck_bytes,full_bottleneck_bytes,bottleneck_byte_saving,simulated_latency_us,latency_saving
full,3529244672.0,3529244672.0,0.0,968720384.0,968720384.0,0.0,77497.63072,0.0
uniform_int4,882311168.0,3529244672.0,0.75,242180096.0,968720384.0,0.75,19374.40768,0.75
rank1_int4,3363811328.0,3529244672.0,0.046875,918864640.0,968720384.0,0.05146556717856776,73509.1712,0.05146556717856787
rank8_int4,3363811328.0,3529244672.0,0.046875,923905280.0,968720384.0,0.04626216681324624,73912.42240000001,0.04626216681324613
rank16_int4,3363811328.0,3529244672.0,0.046875,927636992.0,968720384.0,0.04240995923959001,74210.95936,0.04240995923959012
group0_rank16_int4,3488752640.0,3529244672.0,0.011473285578994297,956671232.0,968720384.0,0.012438214575651974,76533.69855999999,0.012438214575652196
group1_rank16_int4,3487806464.0,3529244672.0,0.011741381471440215,965454080.0,968720384.0,0.003371771724791084,77236.32639999999,0.003371771724791306
group2_rank16_int4,3487476992.0,3529244672.0,0.011834736291131298,962652160.0,968720384.0,0.0062641646652911165,77012.1728,0.0062641646652911165
group3_rank16_int4,3487509248.0,3529244672.0,0.01182559665843419,957001728.0,968720384.0,0.012097046984406168,76560.13824,0.012097046984406168
