strategy,total_bytes,full_total_bytes,byte_saving_sim,bottleneck_bytes,full_bottleneck_bytes,bottleneck_byte_saving,simulated_latency_us,latency_saving,samples,seq_len,top_k,byte_saving_accuracy,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,3529244672.0,3529244672.0,0.0,968720384.0,968720384.0,0.0,77497.63072,0.0,64,128,16,0.0,21.34383511543274,0.0,0.0,0.0
uniform_int4,882311168.0,3529244672.0,0.75,242180096.0,968720384.0,0.75,19374.40768,0.75,64,128,16,0.75,27.015205815434456,20.656959041953087,0.0424370511583609,5.671370700001717
rank1_int4,3363811328.0,3529244672.0,0.046875,918864640.0,968720384.0,0.05146556717856776,73509.1712,0.05146556717856787,64,128,16,0.046875,27.49859680235386,20.46310393512249,0.0361866864527997,6.15476168692112
rank8_int4,3363811328.0,3529244672.0,0.046875,923905280.0,968720384.0,0.04626216681324624,73912.42240000001,0.04626216681324613,64,128,16,0.046875,21.34711515158415,0.3506704599130898,3.116842332585356e-05,0.0032800361514091
rank16_int4,3363811328.0,3529244672.0,0.046875,927636992.0,968720384.0,0.04240995923959001,74210.95936,0.04240995923959012,64,128,16,0.046875,21.349532678723335,0.1897993930033408,6.527824714282775e-06,0.005697563290596
group0_rank16_int4,3488752640.0,3529244672.0,0.011473285578994297,956671232.0,968720384.0,0.012438214575651974,76533.69855999999,0.012438214575652196,64,128,16,0.0114924277608151,21.358070597052578,0.1344442059053108,1.467711170797564e-06,0.0142354816198349
group1_rank16_int4,3487806464.0,3529244672.0,0.011741381471440215,965454080.0,968720384.0,0.003371771724791084,77236.32639999999,0.003371771724791306,64,128,16,0.0118291090347263,21.349419005215168,0.1615194986807182,2.824371252914142e-06,0.0055838897824287
group2_rank16_int4,3487476992.0,3529244672.0,0.011834736291131298,962652160.0,968720384.0,0.0062641646652911165,77012.1728,0.0062641646652911165,64,128,16,0.0117338381492789,21.361069783568382,0.1812247515190392,1.2793793986386656e-06,0.017234668135643
group3_rank16_int4,3487509248.0,3529244672.0,0.01182559665843419,957001728.0,968720384.0,0.012097046984406168,76560.13824,0.012097046984406168,64,128,16,0.0118053990858593,21.33538667857647,0.1497828485444188,1.5857562606143156e-06,-0.0084484368562698
