model_key,split,text_sha256,policy,period,document_mean_kl,document_cvar90_kl,document_p95_kl,total_candidate_forward_calls,audit_events,dangerous_steps,dangerous_step_recall,threshold_violation_fraction,diagnostic_high_forward_calls,diagnostic_low_forward_calls,physical_high_forward_calls,physical_low_forward_calls
olmoe,sealed,02be2f24c5f7695578a715d7717f502fca8452ca49ca29fcc9951f3945ad5c58,fixed_8,8,0.0437297278680262,0.22569350712001324,0.15087620913982389,36,4,5,0.4,0.09375,22,6,32,32
olmoe,sealed,02be2f24c5f7695578a715d7717f502fca8452ca49ca29fcc9951f3945ad5c58,full_shadow,1,0.026142685550553324,0.09565402008593082,0.0944442268460989,64,32,4,1.0,0.0,0,0,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,always_low,,0.036755416680534836,0.14410823211073875,0.12300510108470908,32,0,2,0.0,0.0625,32,0,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,triage_2_4_8,4,0.036755416680534836,0.14410823211073875,0.12300510108470908,40,8,2,0.0,0.0625,24,0,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,hash_budget_matched_2_4_8,2,0.026131364155844494,0.10077844932675362,0.08145303651690482,46,14,3,0.6666666666666666,0.03125,12,6,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,fixed_2,2,0.026131364155844494,0.10077844932675362,0.08145303651690482,46,14,3,0.6666666666666666,0.03125,12,6,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,fixed_4,4,0.036755416680534836,0.14410823211073875,0.12300510108470908,40,8,2,0.0,0.0625,24,0,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,fixed_8,8,0.036755416680534836,0.14410823211073875,0.12300510108470908,36,4,2,0.0,0.0625,28,0,32,32
olmoe,sealed,4e9eb4faa07c4264f29a0f0d09785e7d7c27fd5e7e82c57eb4cc27074f1d562f,full_shadow,1,0.02427107710718701,0.06560983322560787,0.06743950843811035,64,32,2,1.0,0.0,0,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,always_low,,0.038860394268340315,0.12258603051304817,0.08910896405577659,32,0,1,0.0,0.03125,32,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,triage_2_4_8,8,0.038860394268340315,0.12258603051304817,0.08910896405577659,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,hash_budget_matched_2_4_8,4,0.038860394268340315,0.12258603051304817,0.08910896405577659,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,fixed_2,2,0.02724976630815945,0.06500337924808264,0.06316227428615091,47,15,1,1.0,0.0,14,3,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,fixed_4,4,0.038860394268340315,0.12258603051304817,0.08910896405577659,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,fixed_8,8,0.038860394268340315,0.12258603051304817,0.08910896405577659,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,824ae0f8b2ae2b8f8ded8f1f457c7ecb929e4485402547b4913c9e874595d65c,full_shadow,1,0.030552753594747628,0.0741471154615283,0.0730764416977763,64,32,1,1.0,0.0,0,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,always_low,,0.0593101739686972,0.26855221949517727,0.280669729411602,32,0,2,0.0,0.0625,32,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,triage_2_4_8,4,0.0593101739686972,0.26855221949517727,0.280669729411602,40,8,2,0.0,0.0625,24,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,hash_budget_matched_2_4_8,4,0.0593101739686972,0.26855221949517727,0.280669729411602,40,8,2,0.0,0.0625,24,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,fixed_2,2,0.0593101739686972,0.26855221949517727,0.280669729411602,48,16,2,0.0,0.0625,16,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,fixed_4,4,0.0593101739686972,0.26855221949517727,0.280669729411602,40,8,2,0.0,0.0625,24,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,fixed_8,8,0.0593101739686972,0.26855221949517727,0.280669729411602,36,4,2,0.0,0.0625,28,0,32,32
olmoe,sealed,9916f641dac12c0864ee64582d96b053b98302c97d5579fd1c8cfa700aaf6f60,full_shadow,1,0.0399331508706382,0.1331131998449564,0.09096426628530024,64,32,2,1.0,0.0,0,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,always_low,,0.03847331603992643,0.14897949807345867,0.13071782626211642,32,0,1,0.0,0.03125,32,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,triage_2_4_8,4,0.03847331603992643,0.14897949807345867,0.13071782626211642,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,hash_budget_matched_2_4_8,4,0.03847331603992643,0.14897949807345867,0.13071782626211642,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,fixed_2,2,0.03847331603992643,0.14897949807345867,0.13071782626211642,48,16,1,0.0,0.03125,16,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,fixed_4,4,0.03847331603992643,0.14897949807345867,0.13071782626211642,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,fixed_8,8,0.02486820384638122,0.09301136992871761,0.08786711208522317,36,4,1,1.0,0.0,25,3,32,32
olmoe,sealed,d410f3b545cc5f5115ed1fa0d4dc232787b1a5558f5eeec2a5433954fae54b46,full_shadow,1,0.02927085736155277,0.09270669147372246,0.07446879372000693,64,32,1,1.0,0.0,0,0,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,always_low,,0.07743221530836308,0.38684312999248505,0.3176924005150794,32,0,4,0.0,0.125,32,0,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,triage_2_4_8,2,0.02756046986792171,0.1287174466997385,0.12338106893002984,45,13,4,1.0,0.0,10,9,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,hash_budget_matched_2_4_8,4,0.05058122376613028,0.2376834861934185,0.22739701271057122,40,8,4,0.25,0.09375,21,3,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,fixed_2,2,0.02756046986792171,0.1287174466997385,0.12338106893002984,45,13,4,1.0,0.0,10,9,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,fixed_4,4,0.05058122376613028,0.2376834861934185,0.22739701271057122,40,8,4,0.25,0.09375,21,3,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,fixed_8,8,0.07743221530836308,0.38684312999248505,0.3176924005150794,36,4,4,0.0,0.125,28,0,32,32
olmoe,sealed,c103c00c6bb9937359edc9459eaaa9dcebf809ffc712f90931bddf70bc5f1ed8,full_shadow,1,0.03769578770516091,0.14087781682610512,0.1330227866768837,64,32,4,1.0,0.0,0,0,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,always_low,,0.04984544626756815,0.2849229983985424,0.20523693487048142,32,0,3,0.0,0.09375,32,0,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,triage_2_4_8,4,0.027379845485256737,0.1296890415251255,0.10270733200013633,40,8,3,0.6666666666666666,0.03125,21,3,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,hash_budget_matched_2_4_8,4,0.027379845485256737,0.1296890415251255,0.10270733200013633,40,8,3,0.6666666666666666,0.03125,21,3,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,fixed_2,2,0.020052944756571378,0.07439717557281256,0.06001971047371624,47,15,3,1.0,0.0,14,3,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,fixed_4,4,0.027379845485256737,0.1296890415251255,0.10270733200013633,40,8,3,0.6666666666666666,0.03125,21,3,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,fixed_8,8,0.03173434624818583,0.15764607302844524,0.14301288947463034,36,4,3,0.3333333333333333,0.0625,25,3,32,32
olmoe,sealed,b5ffa2b81cbd9b37d4a9eccbc04ee7f1911254aa5a94ddf7815469ef30695f80,full_shadow,1,0.019131847922380985,0.07136414106935263,0.05436484068632124,64,32,3,1.0,0.0,0,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,always_low,,0.02909774054569425,0.07381293177604675,0.07086818218231201,32,0,0,1.0,0.0,32,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,triage_2_4_8,4,0.02909774054569425,0.07381293177604675,0.07086818218231201,40,8,0,1.0,0.0,24,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,hash_budget_matched_2_4_8,4,0.02909774054569425,0.07381293177604675,0.07086818218231201,40,8,0,1.0,0.0,24,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,fixed_2,2,0.02909774054569425,0.07381293177604675,0.07086818218231201,48,16,0,1.0,0.0,16,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,fixed_4,4,0.02909774054569425,0.07381293177604675,0.07086818218231201,40,8,0,1.0,0.0,24,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,fixed_8,8,0.02909774054569425,0.07381293177604675,0.07086818218231201,36,4,0,1.0,0.0,28,0,32,32
olmoe,sealed,82560f440234aa028125aebafc93d31904f4b1191be8295e617cf75f5eae0fda,full_shadow,1,0.02909774054569425,0.07381293177604675,0.07086818218231201,64,32,0,1.0,0.0,0,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,always_low,,0.05219825216772733,0.14667721092700958,0.11533960029482838,32,0,0,1.0,0.0,32,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,triage_2_4_8,8,0.05219825216772733,0.14667721092700958,0.11533960029482838,36,4,0,1.0,0.0,28,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,hash_budget_matched_2_4_8,8,0.05219825216772733,0.14667721092700958,0.11533960029482838,36,4,0,1.0,0.0,28,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,fixed_2,2,0.05219825216772733,0.14667721092700958,0.11533960029482838,48,16,0,1.0,0.0,16,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,fixed_4,4,0.05219825216772733,0.14667721092700958,0.11533960029482838,40,8,0,1.0,0.0,24,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,fixed_8,8,0.05219825216772733,0.14667721092700958,0.11533960029482838,36,4,0,1.0,0.0,28,0,32,32
olmoe,sealed,b03d407c784b6d06b8f038fcd893fa66c655149b84c663ceaa370c204c6bf7d2,full_shadow,1,0.05219825216772733,0.14667721092700958,0.11533960029482838,64,32,0,1.0,0.0,0,0,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,always_low,,0.047788355805096216,0.19850627705454826,0.18602104783058165,32,0,4,0.0,0.125,32,0,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,triage_2_4_8,4,0.022025044498150237,0.08282861299812794,0.06352825351059435,40,8,4,1.0,0.0,18,6,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,hash_budget_matched_2_4_8,4,0.022025044498150237,0.08282861299812794,0.06352825351059435,40,8,4,1.0,0.0,18,6,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,fixed_2,2,0.04389187899096214,0.2150800097733736,0.16354802474379534,47,15,5,0.4,0.09375,14,3,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,fixed_4,4,0.022025044498150237,0.08282861299812794,0.06352825351059435,40,8,4,1.0,0.0,18,6,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,fixed_8,8,0.047788355805096216,0.19850627705454826,0.18602104783058165,36,4,4,0.0,0.125,28,0,32,32
olmoe,sealed,41f21de965f3c7c12b8d65289e4a57a2b4268b163078d7e75d7eb64b0c4f6dad,full_shadow,1,0.022383138217264786,0.07059480901807547,0.06731006335467099,64,32,4,1.0,0.0,0,0,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,always_low,,0.08972363669954575,0.42917266860604286,0.32894213795661925,32,0,6,0.0,0.1875,32,0,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,triage_2_4_8,4,0.06678440059749846,0.3988003209233284,0.2760043129324913,40,8,5,0.4,0.09375,18,6,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,hash_budget_matched_2_4_8,2,0.02398900951448013,0.09168488252907991,0.1036081988364458,45,13,5,1.0,0.0,10,9,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,fixed_2,2,0.02398900951448013,0.09168488252907991,0.1036081988364458,45,13,5,1.0,0.0,10,9,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,fixed_4,4,0.06678440059749846,0.3988003209233284,0.2760043129324913,40,8,5,0.4,0.09375,18,6,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,fixed_8,8,0.0724427039172042,0.39014874026179314,0.2620396696031093,36,4,6,0.3333333333333333,0.125,25,3,32,32
olmoe,sealed,4eecb21975fa80e6a113b924a01084169861ab63345499cb44646a95edcd5657,full_shadow,1,0.02797132436580796,0.10204081237316132,0.10186079032719135,64,32,5,1.0,0.0,0,0,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,always_low,,0.035555065480366466,0.09206226468086243,0.08315324522554873,32,0,1,0.0,0.03125,32,0,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,triage_2_4_8,8,0.035555065480366466,0.09206226468086243,0.08315324522554873,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,hash_budget_matched_2_4_8,8,0.035555065480366466,0.09206226468086243,0.08315324522554873,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,fixed_2,2,0.03220301695000671,0.10089626535773277,0.0880348779261112,47,15,1,1.0,0.0,14,3,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,fixed_4,4,0.03220301695000671,0.10089626535773277,0.0880348779261112,40,8,1,1.0,0.0,21,3,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,fixed_8,8,0.035555065480366466,0.09206226468086243,0.08315324522554873,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,813d119bd1631743c8891bcc0de96bcb5ffc70894a7a610a739ad0c3ca3a4972,full_shadow,1,0.03334035579064221,0.09851909056305885,0.08560799956321714,64,32,1,1.0,0.0,0,0,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,always_low,,0.07898342402404523,0.3685383275151253,0.3478716671466827,32,0,3,0.0,0.09375,32,0,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,triage_2_4_8,2,0.041882726251060376,0.15346750989556313,0.1003410421311855,46,14,3,0.6666666666666666,0.03125,12,6,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,hash_budget_matched_2_4_8,4,0.041882726251060376,0.15346750989556313,0.1003410421311855,40,8,3,0.6666666666666666,0.03125,18,6,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,fixed_2,2,0.041882726251060376,0.15346750989556313,0.1003410421311855,46,14,3,0.6666666666666666,0.03125,12,6,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,fixed_4,4,0.041882726251060376,0.15346750989556313,0.1003410421311855,40,8,3,0.6666666666666666,0.03125,18,6,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,fixed_8,8,0.07898342402404523,0.3685383275151253,0.3478716671466827,36,4,3,0.0,0.09375,28,0,32,32
olmoe,sealed,0d223d18d159bac997f32fc52ec420cd3fc5a981d1c2385b6529284f4c2930b9,full_shadow,1,0.05456288588538882,0.2351114507764578,0.12349913269281387,64,32,2,1.0,0.0,0,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,always_low,,0.034215109892898,0.09397178143262863,0.0831780917942524,32,0,1,0.0,0.03125,32,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,triage_2_4_8,4,0.034215109892898,0.09397178143262863,0.0831780917942524,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,hash_budget_matched_2_4_8,8,0.034215109892898,0.09397178143262863,0.0831780917942524,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,fixed_2,2,0.034215109892898,0.09397178143262863,0.0831780917942524,48,16,1,0.0,0.03125,16,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,fixed_4,4,0.034215109892898,0.09397178143262863,0.0831780917942524,40,8,1,0.0,0.03125,24,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,fixed_8,8,0.034215109892898,0.09397178143262863,0.0831780917942524,36,4,1,0.0,0.03125,28,0,32,32
olmoe,sealed,c171819256ac9861d0deba51c0719c6263671970134a93cfb704baaf9f03ca11,full_shadow,1,0.03099950197632495,0.07625866122543812,0.07758957520127295,64,32,1,1.0,0.0,0,0,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,always_low,,0.07274834212876158,0.3033447675406933,0.20285947695374487,32,0,5,0.0,0.15625,32,0,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,triage_2_4_8,2,0.03696384470421776,0.11349927261471748,0.11078105866909027,46,14,5,0.4,0.09375,12,6,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,hash_budget_matched_2_4_8,8,0.07065935375430854,0.3033447675406933,0.20285947695374487,36,4,5,0.2,0.125,28,0,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,fixed_2,2,0.03696384470421776,0.11349927261471748,0.11078105866909027,46,14,5,0.4,0.09375,12,6,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,fixed_4,4,0.07065935375430854,0.3033447675406933,0.20285947695374487,40,8,5,0.2,0.125,24,0,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,fixed_8,8,0.07065935375430854,0.3033447675406933,0.20285947695374487,36,4,5,0.2,0.125,28,0,32,32
olmoe,sealed,e4a215f894e5b926ad91335972faa1c475d4be0a26020f455dfda7e57294e73b,full_shadow,1,0.04440187939962925,0.14312702417373657,0.14121889099478718,64,32,4,1.0,0.0,0,0,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,always_low,,0.07216391406109324,0.3119013383984566,0.21766899004578588,32,0,5,0.0,0.15625,32,0,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,triage_2_4_8,4,0.06316529287141748,0.30177709460258484,0.20376641675829882,40,8,5,0.2,0.125,21,3,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,hash_budget_matched_2_4_8,4,0.06316529287141748,0.30177709460258484,0.20376641675829882,40,8,5,0.2,0.125,21,3,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,fixed_2,2,0.03235057893834892,0.11922372132539749,0.1136318482458591,46,14,5,0.6,0.0625,12,6,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,fixed_4,4,0.06316529287141748,0.30177709460258484,0.20376641675829882,40,8,5,0.2,0.125,21,3,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,fixed_8,8,0.04005500213679625,0.1389380246400833,0.1525955483317375,36,4,5,0.4,0.09375,25,3,32,32
olmoe,sealed,3609ce2920c5e3f379a33392f2b55687ae0d898fa57223b8e2efcbb22fa29b37,full_shadow,1,0.0339645285748702,0.1171796303242445,0.09637367390096185,64,32,4,1.0,0.0,0,0,32,32
olmoe,sealed,18802a057716dcc66c3584aef9df64728da950f8d3d0e3a9cd9a78a58074ab18,always_bf16,,0.0,0.0,0.0,32,0,0,1.0,0.0,0,0,32,0
olmoe,sealed,18802a057716dcc66c3584aef9df64728da950f8d3d0e3a9cd9a78a58074ab18,always_low,,0.03979151262319647,0.14889661595225334,0.11530716232955456,32,0,2,0.0,0.0625,32,0,32,32
olmoe,sealed,18802a057716dcc66c3584aef9df64728da950f8d3d0e3a9cd9a78a58074ab18,triage_2_4_8,4,0.027205760878132423,0.1007428290322423,0.07135281302034853,40,8,2,0.5,0.03125,21,3,32,32
olmoe,sealed,18802a057716dcc66c3584aef9df64728da950f8d3d0e3a9cd9a78a58074ab18,hash_budget_matched_2_4_8,8,0.03979151262319647,0.14889661595225334,0.11530716232955456,36,4,2,0.0,0.0625,28,0,32,32
olmoe,sealed,18802a057716dcc66c3584aef9df64728da950f8d3d0e3a9cd9a78a58074ab18,fixed_2,2,0.027205760878132423,0.1007428290322423,0.07135281302034853,47,15,2,0.5,0.03125,14,3,32,32
