strategy,mean_kl_free,mean_kl_locked,mean_drift_contribution,mean_drift_fraction,mean_numerical_fraction
rank8_int4,0.3613607413135469,0.1793427241500467,0.1820180171635002,0.4813963255456227,0.5186036744543773
rank1_int4,20.98921576142311,16.364635705947876,4.624580055475235,0.22106080716837115,0.7789391928316289
uniform_int4,27.152188777923584,22.671950072050095,4.480238705873489,0.1476974864553144,0.8523025135446856
