phase,batch_size,num_moe_layers,max_single_layer_share,top4_layer_share,layer_latency_cv
decode,1,16,0.064214452443,0.252648037468,0.00801428409637
decode,4,16,0.066218555675,0.262041605821,0.0368352791153
decode,8,16,0.0654729400207,0.25953201391,0.0295294739985
prefill,1,16,0.0648668088673,0.254697111946,0.0140112192053
prefill,4,16,0.0671484255641,0.256815100742,0.0218580296346
prefill,8,16,0.0715742527677,0.263206246859,0.0431712192147
