phase,batch_size,module_name,samples,latency_median_ms,latency_p95_ms,layer_index,share_of_sum_of_layer_medians
prefill,1,model.layers.3.block_sparse_moe,3,4.96591997147,5.08690862656,3,0.0621694667322
prefill,1,model.layers.4.block_sparse_moe,3,4.95039987564,5.10635209084,4,0.0619751671691
prefill,1,model.layers.5.block_sparse_moe,3,4.9929599762,5.11118402481,5,0.0625079866206
prefill,1,model.layers.6.block_sparse_moe,3,5.01334381104,5.17272324562,6,0.0627631764242
prefill,1,model.layers.7.block_sparse_moe,3,4.98851203918,5.14838070869,7,0.0624523018988
prefill,1,model.layers.8.block_sparse_moe,3,4.95657587051,5.10480976105,8,0.0620524858351
prefill,1,model.layers.9.block_sparse_moe,3,4.97968006134,5.11587533951,9,0.0623417323858
prefill,1,model.layers.10.block_sparse_moe,3,4.96256017685,5.01903676987,10,0.0621274047093
prefill,1,model.layers.11.block_sparse_moe,3,4.93078422546,5.07878723145,11,0.0617295944417
prefill,1,model.layers.12.block_sparse_moe,3,4.91929578781,4.98098573685,12,0.0615857681122
prefill,1,model.layers.13.block_sparse_moe,3,4.98435211182,5.00145902634,13,0.0624002228344
prefill,1,model.layers.14.block_sparse_moe,3,4.95254421234,5.05950727463,14,0.0620020126015
prefill,1,model.layers.15.block_sparse_moe,3,4.94908809662,4.99436163902,15,0.0619587447131
prefill,4,model.layers.0.block_sparse_moe,3,5.26259183884,5.69513902664,0,0.0641071000763
prefill,4,model.layers.1.block_sparse_moe,3,5.11171197891,5.37664299011,1,0.0622691330487
prefill,4,model.layers.2.block_sparse_moe,3,5.06982421875,5.61457614899,2,0.0617588706314
prefill,4,model.layers.3.block_sparse_moe,3,5.15104007721,5.39877748489,3,0.0627482145375
prefill,4,model.layers.4.block_sparse_moe,3,5.06531190872,5.51035819054,4,0.0617039032086
prefill,4,model.layers.5.block_sparse_moe,3,5.02707195282,5.40792331696,5,0.0612380770996
prefill,4,model.layers.6.block_sparse_moe,3,5.08716821671,5.34898872375,6,0.061970149303
prefill,4,model.layers.7.block_sparse_moe,3,5.09020805359,5.28763194084,7,0.0620071795598
prefill,4,model.layers.8.block_sparse_moe,3,5.10400009155,5.58141741753,8,0.0621751894654
prefill,4,model.layers.9.block_sparse_moe,3,5.05260801315,5.49702086449,9,0.0615491486828
prefill,4,model.layers.10.block_sparse_moe,3,5.51225614548,6.43068785667,10,0.0671484255641
prefill,4,model.layers.11.block_sparse_moe,3,5.12943983078,5.57460155487,11,0.0624850876978
prefill,4,model.layers.12.block_sparse_moe,3,5.07139205933,5.63679356575,12,0.0617779695309
prefill,4,model.layers.13.block_sparse_moe,3,5.13407993317,5.45592012405,13,0.0625416118435
prefill,4,model.layers.14.block_sparse_moe,3,5.15622377396,5.23775691986,14,0.0628113605645
prefill,4,model.layers.15.block_sparse_moe,3,5.06569576263,5.4800992012,15,0.0617085791862
prefill,8,model.layers.0.block_sparse_moe,3,6.49417591095,10.2054305077,0,0.0715742527677
prefill,8,model.layers.1.block_sparse_moe,3,5.8212480545,6.16123199463,1,0.0641577138331
prefill,8,model.layers.2.block_sparse_moe,3,5.59996795654,6.06549129486,2,0.0617189197688
prefill,8,model.layers.3.block_sparse_moe,3,5.5059838295,5.82022070885,3,0.0606830926281
prefill,8,model.layers.4.block_sparse_moe,3,5.46560001373,5.91263370514,4,0.0602380105304
prefill,8,model.layers.5.block_sparse_moe,3,5.56723213196,5.90531535149,5,0.0613581284666
prefill,8,model.layers.6.block_sparse_moe,3,5.84841585159,6.30593290329,6,0.0644571382408
prefill,8,model.layers.7.block_sparse_moe,3,5.70073604584,6.07516469955,7,0.0628295149841
prefill,8,model.layers.8.block_sparse_moe,3,5.71776008606,6.13253774643,8,0.0630171420171
prefill,8,model.layers.9.block_sparse_moe,3,5.68681621552,6.16918725967,9,0.0626761003758
prefill,8,model.layers.10.block_sparse_moe,3,5.58377599716,5.96344633102,10,0.0615404633473
prefill,8,model.layers.11.block_sparse_moe,3,5.65958404541,6.16919989586,11,0.0623759664938
prefill,8,model.layers.12.block_sparse_moe,3,5.44083213806,6.0102367878,12,0.0599650363735
prefill,8,model.layers.13.block_sparse_moe,3,5.69305610657,6.08018555641,13,0.0627448720791
prefill,8,model.layers.14.block_sparse_moe,3,5.47648000717,5.98471355438,14,0.0603579221883
prefill,8,model.layers.15.block_sparse_moe,3,5.47174406052,5.88608956337,15,0.0603057259054
