phase,batch_size,module_name,samples,latency_median_ms,latency_p95_ms,layer_index,share_of_sum_of_layer_medians
decode,1,model.layers.0.block_sparse_moe,48,2.39763200283,2.42629436255,0,0.064214452443
decode,1,model.layers.1.block_sparse_moe,48,2.35404801369,2.37968314886,1,0.0630471665564
decode,1,model.layers.2.block_sparse_moe,48,2.34422397614,2.37357438803,2,0.0627840547897
decode,1,model.layers.3.block_sparse_moe,48,2.33744001389,2.36902555227,3,0.0626023636791
decode,1,model.layers.4.block_sparse_moe,48,2.32932794094,2.35891675949,4,0.0623851025141
decode,1,model.layers.5.block_sparse_moe,48,2.32790398598,2.35743671656,5,0.0623469655155
decode,1,model.layers.6.block_sparse_moe,48,2.32268798351,2.34620159864,6,0.0622072682051
decode,1,model.layers.7.block_sparse_moe,48,2.32486391068,2.35359040499,7,0.0622655448593
decode,1,model.layers.8.block_sparse_moe,48,2.32484793663,2.36524637938,8,0.0622651170353
decode,1,model.layers.9.block_sparse_moe,48,2.32433593273,2.36049922705,9,0.0622514043179
decode,1,model.layers.10.block_sparse_moe,48,2.33193600178,2.35654079914,10,0.0624549527656
decode,1,model.layers.11.block_sparse_moe,48,2.32411193848,2.35761116743,11,0.0622454052036
decode,1,model.layers.12.block_sparse_moe,48,2.32865595818,2.36106716394,12,0.0623671051712
decode,1,model.layers.13.block_sparse_moe,48,2.3204959631,2.34873920679,13,0.0621485605341
decode,1,model.layers.14.block_sparse_moe,48,2.31995201111,2.3443696022,14,0.0621339921687
decode,1,model.layers.15.block_sparse_moe,48,2.32542395592,2.36889282465,15,0.0622805442414
decode,4,model.layers.0.block_sparse_moe,48,4.12198400497,4.65944964886,0,0.0621115227395
decode,4,model.layers.1.block_sparse_moe,48,4.1231200695,4.66685416698,1,0.0621286413644
decode,4,model.layers.2.block_sparse_moe,48,4.36366415024,4.70179674625,2,0.0657532452256
decode,4,model.layers.3.block_sparse_moe,48,4.3945441246,4.7373616457,3,0.066218555675
decode,4,model.layers.4.block_sparse_moe,48,4.32735991478,4.59776799679,4,0.0652062000785
decode,4,model.layers.5.block_sparse_moe,48,4.30462384224,4.58273286819,5,0.0648636048416
decode,4,model.layers.6.block_sparse_moe,48,3.93140804768,4.27137284279,6,0.0592398563548
decode,4,model.layers.7.block_sparse_moe,48,4.0574400425,4.53663542271,7,0.0611389513301
decode,4,model.layers.8.block_sparse_moe,48,4.01782393456,4.37281267643,8,0.0605420017092
decode,4,model.layers.9.block_sparse_moe,48,3.8721280098,4.20033929348,9,0.0583466036356
decode,4,model.layers.10.block_sparse_moe,48,4.00585603714,4.45446255207,10,0.0603616651694
decode,4,model.layers.11.block_sparse_moe,48,4.03875207901,4.31634392738,11,0.0608573544419
decode,4,model.layers.12.block_sparse_moe,48,4.28756785393,4.56886878014,12,0.0646065991365
decode,4,model.layers.13.block_sparse_moe,48,4.16462397575,4.49013910294,13,0.0627540370024
decode,4,model.layers.14.block_sparse_moe,48,4.23364806175,4.58521444798,14,0.0637941165083
decode,4,model.layers.15.block_sparse_moe,48,4.11969590187,4.4591953516,15,0.0620770447872
decode,8,model.layers.0.block_sparse_moe,48,4.56510400772,4.90894882679,0,0.0629941863247
decode,8,model.layers.1.block_sparse_moe,48,4.59787201881,4.79967026711,1,0.0634463543789
decode,8,model.layers.2.block_sparse_moe,48,4.74473595619,4.89332811832,2,0.0654729400207
decode,8,model.layers.3.block_sparse_moe,48,4.73331212997,4.9344815731,3,0.0653153018517
decode,8,model.layers.4.block_sparse_moe,48,4.70216012001,4.88028957844,4,0.064885433109
decode,8,model.layers.5.block_sparse_moe,48,4.61439990997,4.78665602207,5,0.0636744238935
decode,8,model.layers.6.block_sparse_moe,48,4.34350395203,4.71583051682,6,0.0599363118109
decode,8,model.layers.7.block_sparse_moe,48,4.38747191429,4.72295832634,7,0.0605430287669
decode,8,model.layers.8.block_sparse_moe,48,4.44681596756,4.68903360367,8,0.0613619214674
decode,8,model.layers.9.block_sparse_moe,48,4.29814386368,4.65236148834,9,0.0593103848107
decode,8,model.layers.10.block_sparse_moe,48,4.42542409897,4.64783034325,10,0.0610667335914
decode,8,model.layers.11.block_sparse_moe,48,4.44579195976,4.59903349876,11,0.0613477911129
decode,8,model.layers.12.block_sparse_moe,48,4.62772798538,4.76269750595,12,0.063858338929
decode,8,model.layers.13.block_sparse_moe,48,4.47855997086,4.73287377357,13,0.0617999591671
decode,8,model.layers.14.block_sparse_moe,48,4.60014390945,5.23953106403,14,0.0634777043552
decode,8,model.layers.15.block_sparse_moe,48,4.45748806,4.74545743465,15,0.0615091864099
prefill,1,model.layers.0.block_sparse_moe,3,5.18137598038,5.32137269974,0,0.0648668088673
prefill,1,model.layers.1.block_sparse_moe,3,5.14918422699,5.1859618187,1,0.0644637930811
prefill,1,model.layers.2.block_sparse_moe,3,5.00057601929,5.15863022804,2,0.0626033335735
