strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,8,96,2,0.0,9704.949378967285,0.0,0.0,0.0
uniform_int4,8,96,2,0.75,2871.2012786865234,35.00384497642517,0.20748176165111154,-6833.748100280762
rankk_int4,8,96,2,0.375,9523.19002532959,0.5281499531120062,0.0006331459177831235,-181.7593536376953
rank1_int4,8,96,2,0.375,2662.9783248901367,32.70291090011597,0.19363373145873153,-7041.971054077148
rankk_drop,8,96,2,0.5,9827.502540588379,1.6424878984689713,0.006023034294556207,122.55316162109375
rankk_drop_renorm,8,96,2,0.5,10047.65347290039,0.021908665366936475,7.175300229537263e-05,342.70409393310547
rank1_drop,8,96,2,0.5,105507316.5234375,148.37560081481934,0.9463355940677601,105497611.57405853
