model,detect_frac,origin_mode,detection_accuracy,adaptive_causal_saving,adaptive_post_warmup_saving,always_structural_profile_saving,always_causal_prev_step_saving,always_random_saving,genie_regime_saving,adaptive_regret_vs_genie
olmoe,0.1,balanced,0.20833333333333334,0.08277908819395759,0.0790241094832705,0.06979554854013863,0.0992834223227562,0.12239031472424965,0.122421577263563,0.0396424890696054
olmoe,0.1,hotspot,0.9583333333333334,0.2252125035880468,0.23006617580968602,0.23088126393687847,0.22932593117196798,0.12391311999266935,0.23088126393687847,0.005668760348831681
olmoe,0.2,balanced,0.9583333333333334,0.1206253361031399,0.11924970163254144,0.06979554854013863,0.0992834223227562,0.12239031472424965,0.122421577263563,0.001796241160423091
olmoe,0.2,hotspot,0.9166666666666666,0.21370665193178287,0.22812887701608972,0.23088126393687847,0.22932593117196798,0.12391311999266935,0.23088126393687847,0.017174612005095596
olmoe,0.3,balanced,1.0,0.12243398861750905,0.12140731016363099,0.06979554854013863,0.0992834223227562,0.12239031472424965,0.122421577263563,-1.2411353946075362e-05
olmoe,0.3,hotspot,0.875,0.19891966801223535,0.22404296564207496,0.23088126393687847,0.22932593117196798,0.12391311999266935,0.23088126393687847,0.03196159592464314
olmoe,0.5,balanced,1.0,0.12258085786349952,0.12172017261103346,0.06979554854013863,0.0992834223227562,0.12239031472424965,0.122421577263563,-0.0001592805999365334
olmoe,0.5,hotspot,1.0,0.1733936568392657,0.22943923888505477,0.23088126393687847,0.22932593117196798,0.12391311999266935,0.23088126393687847,0.057487607097612754
