n_rounds,oracle_sum,ucb1_mean_cum_regret,random_mean_cum_regret,best_fixed_arm,best_fixed_cum_regret,fixed_controller_cum_regret,fixed_causal_no_hysteresis_cum_regret,fixed_calib_static_cum_regret,fixed_uniform_low_cum_regret,ucb1_beats_best_fixed,ucb1_beats_random,model,setting,origin_mode
15,1.4156882686291998,1.5707386822733052,1.8115226743432191,uniform_low,0.021606221415638283,0.4722590479451688,0.700232401499406,6.291504304044334,0.021606221415638283,False,True,llmjp,regime_aware,balanced
15,5.298192986041752,0.08172413787578714,0.08413645967601056,uniform_low,0.0029374390213572354,0.07850359061123591,0.12216829007612695,0.1305892204996537,0.0029374390213572354,False,True,llmjp,regime_aware,hotspot
30,6.713881254670951,1.5983052485771732,1.9383445641819756,uniform_low,0.024543660436994408,0.5507626385564057,0.822400691575532,6.422093524543986,0.024543660436994408,False,True,llmjp,regime_free_mixed,mixed
15,3.045691010445736,1.5447367785165174,1.776753922992365,uniform_low,0.0,0.6687398829342404,0.7634469556289325,5.810542381588654,0.0,False,True,olmoe,regime_aware,balanced
15,5.842385874036112,0.08022089457455447,0.08113466386013354,uniform_low,0.002504295440993509,0.09993193893660912,0.11858733326369642,0.10484345982567866,0.002504295440993509,False,True,olmoe,regime_aware,hotspot
30,8.888076884481848,1.5893791185975032,1.8772921191243646,uniform_low,0.0025042954409943974,0.7686718218708481,0.882034288892628,5.915385841414331,0.0025042954409943974,False,True,olmoe,regime_free_mixed,mixed
