strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,2,32,2,0.0,41307.658203125,0.0,0.0,0.0
group0_rank2_int4,2,32,2,0.20454545454545459,40956.76171875,0.024747076677158475,0.003133069427094506,-350.896484375
group1_rank2_int4,2,32,2,0.17613636363636365,41386.3515625,0.024472875520586967,0.0031546830709545484,78.693359375
rank2_int4,2,32,2,0.375,40989.689453125,0.029968841932713985,0.006161563928530729,-317.96875
