feature,same_step_spearman_vs_kl
full_route_top1_weight_mean,0.15098712932452185
full_route_top1_weight_std,0.13227984730886208
full_route_top1_top2_margin_mean,0.10015949330635691
full_route_tail_mass_mean,0.0957752955104631
full_route_routing_entropy_mean,-0.1335275293267462
full_route_rank1_hhi_mean,0.0
full_route_active_expert_fraction_mean,0.0
full_route_same_id_adjacent_layer_rate,-0.04701849712361647
