period,threshold_tau,n_documents,always_low_kl,no_escalate_kl,no_escalate_high_frac,reactive_kl,reactive_high_frac,oracle_kl,oracle_high_frac,reactive_reduction_vs_always_low,reactive_reduction_ci_low,reactive_reduction_ci_high,reactive_vs_oracle_kl_ratio,go_no_go
4,0.0669576395303011,20,57.85402752336995,43.77644228634745,0.25000000000000006,28.881235041502805,0.434375,17.41840053227679,0.2510416666666667,0.5007912797456266,0.421280211508916,0.5661528473713724,1.658087663559295,GO
8,0.0669576395303011,20,57.85402752336995,50.452892031338706,0.12500000000000003,33.725936090289906,0.3583333333333334,17.41840053227679,0.2510416666666667,0.4170511970550983,0.31973377837792866,0.506175268133752,1.9362246279613784,NO-GO
16,0.0669576395303011,20,57.85402752336995,54.628076885610426,0.06250000000000001,35.33700638997834,0.34374999999999983,17.41840053227679,0.2510416666666667,0.38920403811637716,0.22526904800479952,0.5288154689487878,2.0287170641470706,NO-GO
