strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,128,256,8,0.0,17.237783413380384,0.0,0.0,0.0
uniform_fp8,128,256,8,0.5,17.229964167810977,0.4556796714605298,0.0003286546425798525,-0.00781924556940794
fp8_r5678int4_tail,128,256,8,0.625,17.435584660619497,3.3935735034756362,0.014717125795984071,0.19780124723911285
fp8_r1234int4_head,128,256,8,0.625,22.593187829479575,29.377028301358223,0.07000878157932526,5.355404416099191
fp8_r1357int4_odd,128,256,8,0.625,22.5333022326231,27.237319570034742,0.05272671667126143,5.295518819242716
