cell,repeat,regime,cap,telemetry,status,goodput_rps,slo_attainment,throughput_rps,n_completed,ttft_p50_s,tpot_p50_s,U_mean,C_mean
0,0,steady,6,False,COMPLETE,1.8445385584062308,0.9375,1.967507795633313,16,1.9569581542164087,0.1765185760955016,,
1,0,steady,6,True,COMPLETE,1.5708717959749632,0.875,1.795282052542815,16,2.0814045444130898,0.18305500075221062,0.4110514322916667,5.975756514817476
2,0,bursty,6,False,COMPLETE,1.7431028781655524,0.9375,1.8593097367099225,16,2.058369554579258,0.17925963463882605,,
3,0,bursty,6,True,COMPLETE,1.5192905504070782,0.8125,1.8698960620394809,16,2.208719654008746,0.18142279672125974,0.4110514322916667,5.975756514817476
