layer,rank,count,mean_share,median_share,p75_share,p90_share,rank1_over_rankk_median
12,2,13157,0.19069644808769226,0.18128634989261627,0.22577707469463348,0.27835145592689514,
12,3,13157,0.15171962976455688,0.14322274923324585,0.18116845190525055,0.22390510141849518,
12,4,13157,0.12020271271467209,0.1110944077372551,0.14226938784122467,0.17925161123275757,
12,5,13157,0.0939350575208664,0.08694159984588623,0.1121431291103363,0.14267636835575104,
12,6,13157,0.07460138946771622,0.06933970004320145,0.08957213163375854,0.11368786543607712,
12,7,13157,0.058799710124731064,0.05450333282351494,0.07068983465433121,0.08983595669269562,
12,8,13157,0.04777896776795387,0.043883372098207474,0.05805530026555061,0.07412505894899368,5.480647087097168
13,1,13157,0.2778712809085846,0.257922887802124,0.33469700813293457,0.4184859097003937,
13,2,13157,0.19324445724487305,0.18473176658153534,0.23268942534923553,0.2840426564216614,
13,3,13157,0.14910243451595306,0.1408034712076187,0.18160849809646606,0.22448131442070007,
13,4,13157,0.11664413660764694,0.1089097261428833,0.14104677736759186,0.17933954298496246,
13,5,13157,0.09036606550216675,0.08306848257780075,0.10976672917604446,0.14255717396736145,
13,6,13157,0.06993146985769272,0.06383533030748367,0.08481686562299728,0.11020340025424957,
13,7,13157,0.05647492781281471,0.05111819505691528,0.06888759136199951,0.08987026661634445,
13,8,13157,0.04636521264910698,0.04195299372076988,0.05621575191617012,0.07386910170316696,6.092726707458496
14,1,13157,0.26054468750953674,0.2387835681438446,0.3088911473751068,0.3915126323699951,
14,2,13157,0.1885017305612564,0.1779831051826477,0.22563102841377258,0.27967387437820435,
14,3,13157,0.15257401764392853,0.1406700760126114,0.18475599586963654,0.23810483515262604,
14,4,13157,0.1250661015510559,0.11291187256574631,0.15092149376869202,0.20320728421211243,
14,5,13157,0.09687630832195282,0.0854262188076973,0.11660994589328766,0.1592707633972168,
14,6,13157,0.07414064556360245,0.06586013734340668,0.08887466043233871,0.11963923275470734,
14,7,13157,0.05701736360788345,0.0516083762049675,0.06851217150688171,0.08982451260089874,
14,8,13157,0.045279160141944885,0.04109283536672592,0.05500170215964317,0.07144320756196976,5.77658748626709
15,1,13157,0.2256419062614441,0.20945651829242706,0.26865947246551514,0.346822053194046,
15,2,13157,0.17409533262252808,0.166926771402359,0.20860840380191803,0.25037550926208496,
15,3,13157,0.15003147721290588,0.14169228076934814,0.18003277480602264,0.21996252238750458,
15,4,13157,0.12895260751247406,0.11988640576601028,0.15424621105194092,0.1940278708934784,
15,5,13157,0.10903153568506241,0.09822341799736023,0.12862937152385712,0.17322297394275665,
15,6,13157,0.0873209610581398,0.07875896245241165,0.10241486877202988,0.1370825469493866,
15,7,13157,0.06869440525770187,0.06351681798696518,0.08158700913190842,0.10441851615905762,
15,8,13157,0.05623180791735649,0.05384749919176102,0.06889984011650085,0.08512920886278152,3.7863125801086426
