model,detect_frac,detection_accuracy,adaptive_causal_saving,adaptive_post_warmup_saving,always_structural_profile_saving,always_causal_prev_step_saving,always_random_saving,genie_regime_saving,adaptive_regret_vs_genie
olmoe,0.1,0.5833333333333334,0.15399579589100218,0.15454514264647826,0.15033840623850855,0.16430467674736207,0.12315171735845949,0.17665142060022074,0.02265562470921854
olmoe,0.2,0.9375,0.16716599401746138,0.17368928932431557,0.15033840623850855,0.16430467674736207,0.12315171735845949,0.17665142060022074,0.009485426582759344
olmoe,0.3,0.9375,0.1606768283148722,0.17272513790285296,0.15033840623850855,0.16430467674736207,0.12315171735845949,0.17665142060022074,0.015974592285348532
olmoe,0.5,1.0,0.14798725735138263,0.17557970574804413,0.15033840623850855,0.16430467674736207,0.12315171735845949,0.17665142060022074,0.02866416324883811
