reference,candidate,reference_minus_candidate_kl,ci_low,ci_high,probability_candidate_better
fixed_tail8,anti_kl_profile_7_9,-0.0019826437456635987,-0.0021310233500030796,-0.0018400148360249334,0.0
fixed_tail8,gate_mass_profile_7_9,-0.0001710502973457026,-0.00032435225058845653,-2.0143613732588703e-05,0.013
fixed_tail8,kl_profile_6_8_10,-3.498386386341975e-05,-0.00027490299466381354,0.00017402581137231072,0.404
fixed_tail8,kl_profile_7_9,-0.00011754283813510385,-0.00024411236705977165,-1.3738654289896594e-06,0.023
fixed_tail8,p95_profile_7_9,-6.446321531543633e-05,-0.00017548114002689672,5.275401448112305e-05,0.167
