strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,2,128,8,0.0,6.48355770111084,0.0,0.0,0.0
uniform_fp8,2,128,8,0.5,6.461777210235596,0.4789044260978699,0.0003549013550470634,-0.02178049087524414
rank8_fp8,2,128,8,0.0625,6.50817084312439,0.21344025433063507,6.291605631711407e-06,0.024613142013549805
