model,cache_capacity,prefetch_budget,h2d_time_us,expert_bytes,layer_compute_us_median,mean_reactive_latency_ms,mean_predictive_latency_ms,mean_latency_saving_pct,ci_low_pct,ci_high_pct,mean_reactive_paging_latency_ms,mean_predictive_paging_latency_ms,mean_paging_only_saving_pct,paging_ci_low_pct,paging_ci_high_pct,mean_reactive_miss_rate,mean_predictive_miss_rate,n_docs
olmoe,8,8,248.62399697303772,12582912,10087.9762172699,200.50512601807714,194.33458919320253,3.076158121126066,2.9175258319191344,3.220031114003415,38.816421527415514,32.64588470254093,16.009533941580717,15.125211746077735,16.852657973013983,0.7666168110283863,0.6430894219355242,480
llmjp,6,6,81.63200318813324,3145728,5114.967942237853,95.52972323941066,93.7271865690127,1.886578942352505,1.7861641216638624,1.974329081729997,13.715707135666161,11.913170465268193,13.25880397857659,12.485591193348961,13.957601475184337,0.8248219715357615,0.7149111433027833,480
