model,placement,policy,policy_family,budget_fraction,shadow_count,candidate_count,selection_split,evaluation_split,mean_uncovered_mass,p50_uncovered_mass,p95_uncovered_mass,p99_uncovered_mass,cvar95_uncovered_mass,max_uncovered_mass,fraction_mass_le_0p10,fraction_mass_le_0p20,fraction_fully_covered,request_cvar95_mean,cvar95_reduction_vs_no_shadow
olmoe_e64k8,calibration_coactivation_balanced,cvar_greedy,cvar_greedy,0.05,51,1024,calibration,historical test,0.4500322458816073,0.4565798342227936,0.7526212900876998,0.8563733186945319,0.8154169217704513,1.0000001192092896,0.04053688049316406,0.105743408203125,0.012233734130859375,0.8145851065092734,0.12407910402015487
olmoe_e64k8,calibration_coactivation_balanced,oracle_cvar,oracle_cvar,0.05,51,1024,historical oracle,historical test,0.44335481781535924,0.4486413933336735,0.7473569691181182,0.8558176748454571,0.8131646758522011,1.0000001192092896,0.04277801513671875,0.11107444763183594,0.013034820556640625,0.8117668469116324,0.12649846669219433
olmoe_e64k8,calibration_coactivation_balanced,frequency,frequency,0.1,102,1024,calibration,historical test,0.3838590056317299,0.3719271831214428,0.7303631365299225,0.8661664748191833,0.8113125864721621,1.0000001192092896,0.07657814025878906,0.19188499450683594,0.026365280151367188,0.8090264351476391,0.12848798119193783
olmoe_e64k8,calibration_coactivation_balanced,gate_mass,gate_mass,0.1,102,1024,calibration,historical test,0.38186997180535,0.3704693019390106,0.7267562270164489,0.8605982115864754,0.8067256351266854,1.0000001192092896,0.07740592956542969,0.19332504272460938,0.02597808837890625,0.8041541485680306,0.13341528454446372
olmoe_e64k8,calibration_coactivation_balanced,cvar_greedy,cvar_greedy,0.1,102,1024,calibration,historical test,0.4062695872806774,0.4094074219465256,0.6912423670291898,0.8004034799337388,0.7579775827608121,1.0000001192092896,0.049228668212890625,0.1311168670654297,0.014776229858398438,0.7566492323660474,0.1857804447043463
olmoe_e64k8,calibration_coactivation_balanced,oracle_cvar,oracle_cvar,0.1,102,1024,historical oracle,historical test,0.40528406202154255,0.40899354964494705,0.686383756995201,0.7949145198613405,0.75274553062463,1.0000001192092896,0.048675537109375,0.13034629821777344,0.014493942260742188,0.750815605584125,0.1914007153567967
olmoe_e64k8,calibration_frequency_lpt,frequency,frequency,0.0,0,1024,calibration,historical test,0.5000000001567031,0.5,0.8125631392002104,0.9162349921464921,0.8758925844280178,1.0000001192092896,0.014837265014648438,0.05868721008300781,0.0027713775634765625,0.8754177239700789,0.0
olmoe_e64k8,calibration_frequency_lpt,gate_mass,gate_mass,0.0,0,1024,calibration,historical test,0.5000000001567031,0.5,0.8125631392002104,0.9162349921464921,0.8758925844280178,1.0000001192092896,0.014837265014648438,0.05868721008300781,0.0027713775634765625,0.8754177239700789,0.0
olmoe_e64k8,calibration_frequency_lpt,cvar_greedy,cvar_greedy,0.0,0,1024,calibration,historical test,0.5000000001567031,0.5,0.8125631392002104,0.9162349921464921,0.8758925844280178,1.0000001192092896,0.014837265014648438,0.05868721008300781,0.0027713775634765625,0.8754177239700789,0.0
olmoe_e64k8,calibration_frequency_lpt,oracle_cvar,oracle_cvar,0.0,0,1024,historical oracle,historical test,0.5000000001567031,0.5,0.8125631392002104,0.9162349921464921,0.8758925844280178,1.0000001192092896,0.014837265014648438,0.05868721008300781,0.0027713775634765625,0.8754177239700789,0.0
olmoe_e64k8,calibration_frequency_lpt,frequency,frequency,0.02,20,1024,calibration,historical test,0.4666224039574387,0.46344833821058273,0.7846450090408322,0.9070067936182022,0.8553796520164378,1.0000001192092896,0.022472381591796875,0.08143997192382812,0.004669189453125,0.8545643043250116,0.023419461217353943
olmoe_e64k8,calibration_frequency_lpt,gate_mass,gate_mass,0.02,20,1024,calibration,historical test,0.4659162099971508,0.4636990949511528,0.7828076899051665,0.9067253440618515,0.8543626678542412,1.0000001192092896,0.022365570068359375,0.08205413818359375,0.0045528411865234375,0.85353600169354,0.024580544414400052
olmoe_e64k8,calibration_frequency_lpt,cvar_greedy,cvar_greedy,0.02,20,1024,calibration,historical test,0.4746461654037031,0.4766465425491333,0.7688130140304565,0.8731996804475785,0.8301069482064388,1.0000001192092896,0.017730712890625,0.06761932373046875,0.003192901611328125,0.8292474299655779,0.05227311777217325
olmoe_e64k8,calibration_frequency_lpt,oracle_cvar,oracle_cvar,0.02,20,1024,historical oracle,historical test,0.47348739825649666,0.475289948284626,0.7675164222717284,0.8714747685194015,0.8287858404221282,1.0000001192092896,0.017787933349609375,0.0679168701171875,0.0031871795654296875,0.827900792988693,0.053781416629587686
olmoe_e64k8,calibration_frequency_lpt,frequency,frequency,0.05,51,1024,calibration,historical test,0.4305457821592502,0.4247726649045944,0.7474967837333679,0.8712124812602997,0.8202440846883522,1.0000001192092896,0.033260345458984375,0.11084175109863281,0.0077762603759765625,0.8186526452737934,0.06353347514182417
olmoe_e64k8,calibration_frequency_lpt,gate_mass,gate_mass,0.05,51,1024,calibration,historical test,0.42916646447656204,0.423783078789711,0.7472813010215759,0.8722365784645081,0.8205153601658862,1.0000001192092896,0.0350341796875,0.11337089538574219,0.008722305297851562,0.8188198210416175,0.06322376196196977
olmoe_e64k8,calibration_frequency_lpt,cvar_greedy,cvar_greedy,0.05,51,1024,calibration,historical test,0.44219110508783777,0.4429672658443451,0.7240153431892393,0.8315391650050878,0.7905559595925448,1.0000001192092896,0.022945404052734375,0.08368682861328125,0.0045986175537109375,0.7892482825682325,0.09742818509098372
olmoe_e64k8,calibration_frequency_lpt,oracle_cvar,oracle_cvar,0.05,51,1024,historical oracle,historical test,0.4427464028545183,0.444388285279274,0.721328929066658,0.8264151293039322,0.7865677899991621,1.0000001192092896,0.022958755493164062,0.08354949951171875,0.00460052490234375,0.7850525693575836,0.10198144842976065
olmoe_e64k8,calibration_frequency_lpt,frequency,frequency,0.1,102,1024,calibration,historical test,0.3838590056757063,0.37561747431755066,0.7048725157976148,0.8311537908762694,0.7815419241122016,1.0000001192092896,0.06440544128417969,0.17431068420410156,0.02008819580078125,0.7790596841557644,0.10771944185077187
olmoe_e64k8,calibration_frequency_lpt,gate_mass,gate_mass,0.1,102,1024,calibration,historical test,0.3818699718409033,0.37335070967674255,0.6993828866630792,0.8283439476042986,0.7777513890674179,1.0000001192092896,0.061222076416015625,0.1725635528564453,0.01819610595703125,0.7750756350106779,0.11204706730641956
olmoe_e64k8,calibration_frequency_lpt,cvar_greedy,cvar_greedy,0.1,102,1024,calibration,historical test,0.405019219059231,0.4048503562808037,0.6711026817560196,0.7819991392642259,0.738059430438638,1.0000001192092896,0.0301361083984375,0.10942268371582031,0.0058040618896484375,0.7364731177610981,0.1573630790348438
olmoe_e64k8,calibration_frequency_lpt,oracle_cvar,oracle_cvar,0.1,102,1024,historical oracle,historical test,0.4051338971918228,0.40531720221042633,0.6687973260879514,0.778071272969246,0.7350728150205973,1.0000001192092896,0.030252456665039062,0.10781669616699219,0.006046295166015625,0.7334598921131124,0.16077287547693953
olmoe_e64k8,contiguous,frequency,frequency,0.0,0,1024,calibration,historical test,0.5000000001934488,0.5,0.8055100709199903,0.9138135415315628,0.8680885331948568,1.0000001192092896,0.013269424438476562,0.05377197265625,0.0019283294677734375,0.8674479950968994,0.0
olmoe_e64k8,contiguous,gate_mass,gate_mass,0.0,0,1024,calibration,historical test,0.5000000001934488,0.5,0.8055100709199903,0.9138135415315628,0.8680885331948568,1.0000001192092896,0.013269424438476562,0.05377197265625,0.0019283294677734375,0.8674479950968994,0.0
olmoe_e64k8,contiguous,cvar_greedy,cvar_greedy,0.0,0,1024,calibration,historical test,0.5000000001934488,0.5,0.8055100709199903,0.9138135415315628,0.8680885331948568,1.0000001192092896,0.013269424438476562,0.05377197265625,0.0019283294677734375,0.8674479950968994,0.0
