strategy,samples,seq_len,top_k,byte_saving,mean_ppl,mean_kl_vs_full,local_relative_mse,ppl_delta
full,2,96,2,0.0,40875.283203125,0.0,0.0,0.0
uniform_fp8,2,96,2,0.5,41405.50390625,0.02032388560473919,0.0007119945052294738,530.220703125
fp8_tail1int4,2,96,2,0.625,41678.44140625,0.05050766468048096,0.006684156797020571,803.158203125
fp8_tail2int4,2,96,2,0.75,41279.357421875,0.10493846237659454,0.0202546050899735,404.07421875
uniform_int4,2,96,2,0.75,41279.357421875,0.10493846237659454,0.0202546050899735,404.07421875
fp8_tail1int4_rankaware,2,96,2,0.625,41678.44140625,0.05050766468048096,0.006684156797020571,803.158203125
fp8_head1int4_antirank,2,96,2,0.625,41504.107421875,0.06568228732794523,0.014332365634824712,628.82421875
fp8_oddint4_norank,2,96,2,0.625,41504.107421875,0.06568228732794523,0.014332365634824712,628.82421875
