feature_group,n_features,selected_alpha_on_validation,validation_spearman,test_spearman,test_spearman_ci_low,test_spearman_ci_high,test_worst_decile_auc,test_worst_decile_recall_at_10pct,availability
length_only,1,0.0,0.0,0.0,0.0,0.0,0.5,0.25,arrival
arrival_lexical,5,1.0,0.2529411764705882,0.2027126099706745,-0.139873375430156,0.5145296312216923,0.4642857142857143,0.25,arrival
early_router_plus_lexical,13,0.0,0.0058823529411764705,0.21554252199413487,-0.15842978661630558,0.5492294133854865,0.5267857142857143,0.0,after_early_chunk
full_router_plus_lexical,13,0.1,0.3029411764705882,0.4655425219941349,0.13506955429415085,0.7047158343932598,0.6964285714285714,0.25,after_prefill
prefill_nll_only,1,0.0,0.044117647058823525,0.19574780058651026,-0.17729970864001865,0.5357889958102975,0.7142857142857143,0.0,after_prefill
prefill_nll_plus_lexical,6,100.0,0.1176470588235294,0.26722873900293254,-0.08287369156043757,0.557764124459096,0.6875,0.25,after_prefill
post_prefill_all,14,1.0,0.3294117647058824,0.45344574780058644,0.15609842861096926,0.6624910187914518,0.75,0.25,after_prefill
