selected_feature_group,quota_token_fraction,baseline_p95_kl,predicted_selected_requests,predicted_p95_kl,predicted_p95_reduction_pct,random_p95_kl_mean,random_p95_reduction_pct,oracle_p95_kl,oracle_p95_reduction_pct
post_prefill_all,0.1,0.01014700564812486,3,0.009770547827397703,3.7100385451813045,0.010055661003392492,0.900212810557055,0.00944269468465186,6.941071956564404
post_prefill_all,0.25,0.01014700564812486,8,0.009770547827397703,3.7100385451813045,0.00989420588085029,2.491373081292081,0.00903828463216463,10.92658321487303
post_prefill_all,0.5,0.01014700564812486,16,0.00889077810790591,12.380278318373627,0.009626270586646411,5.131908658932094,0.00829555199840872,18.246305500561967
