layer,rank,count,mean_share,median_share,p75_share,p90_share,rank1_over_rankk_median
3,5,24235,0.08628114312887192,0.08376620709896088,0.10298161953687668,0.12436874210834503,
3,6,24235,0.06944026052951813,0.06750480830669403,0.08297574520111084,0.09961319714784622,
3,7,24235,0.05849466845393181,0.05673232302069664,0.0702454000711441,0.08383559435606003,
3,8,24235,0.05125056207180023,0.0495607890188694,0.061178483068943024,0.0736481100320816,5.428635120391846
4,1,24235,0.2721242308616638,0.24155229330062866,0.299325168132782,0.3665117621421814,
4,2,24235,0.17875757813453674,0.1760168820619583,0.21040116250514984,0.24753300845623016,
4,3,24235,0.14151844382286072,0.13911938667297363,0.16824474930763245,0.19865894317626953,
4,4,24235,0.11399739235639572,0.11200745403766632,0.13597126305103302,0.16152766346931458,
4,5,24235,0.09254937618970871,0.09026363492012024,0.1102486178278923,0.13187696039676666,
4,6,24235,0.07694648951292038,0.07501358538866043,0.09152863919734955,0.10956666618585587,
4,7,24235,0.06615086644887924,0.0644015222787857,0.0789371132850647,0.09398588538169861,
4,8,24235,0.057955607771873474,0.05650206282734871,0.06949486583471298,0.0830516517162323,4.260335445404053
5,1,24235,0.26024457812309265,0.24145174026489258,0.30127739906311035,0.37207791209220886,
5,2,24235,0.17925016582012177,0.1721268743276596,0.20708556473255157,0.24667170643806458,
5,3,24235,0.13924334943294525,0.13540597259998322,0.16107496619224548,0.18894362449645996,
5,4,24235,0.11285871267318726,0.10985326766967773,0.132049098610878,0.15477712452411652,
5,5,24235,0.0944046899676323,0.091733418405056,0.11094280332326889,0.1308014839887619,
5,6,24235,0.0811731144785881,0.07801640033721924,0.09482354670763016,0.1144547313451767,
5,7,24235,0.07045753300189972,0.06740365922451019,0.08255031704902649,0.09966521710157394,
5,8,24235,0.06236787512898445,0.05977644398808479,0.07346180081367493,0.08879304677248001,4.045624732971191
6,1,24235,0.24526968598365784,0.2325359433889389,0.27844345569610596,0.33369114995002747,
6,2,24235,0.1844649463891983,0.18190746009349823,0.2134200930595398,0.24501366913318634,
6,3,24235,0.14707006514072418,0.14471718668937683,0.17380072176456451,0.20119129121303558,
6,4,24235,0.12600527703762054,0.11562835425138474,0.14054715633392334,0.16744478046894073,
6,5,24235,0.09446548670530319,0.092038594186306,0.11162527650594711,0.133027121424675,
6,6,24235,0.0781412124633789,0.07597978413105011,0.09229069948196411,0.10993434488773346,
6,7,24235,0.06650081276893616,0.06415942311286926,0.07856663316488266,0.09393735229969025,
6,8,24235,0.05808250978589058,0.055745165795087814,0.06905652582645416,0.08312951028347015,4.154595375061035
7,1,24235,0.25175830721855164,0.23881664872169495,0.2956490218639374,0.35456809401512146,
7,2,24235,0.18023326992988586,0.17396046221256256,0.20861676335334778,0.2459704428911209,
