layer,rank,group_median_share_mean,group_median_share_min,group_median_share_max,group_median_share_cv,group_median_share_max_over_min,traffic_max_over_mean,traffic_max_over_min
10,6,0.07117674127221107,0.06620905548334122,0.07603414356708527,0.049687927586036885,1.148394928941648,1.1852279760676707,1.3833558081294548
10,7,0.05703626200556755,0.05359116196632385,0.06068508327007294,0.05093539384309529,1.1323711045527773,1.0923045182587168,1.2771130837514473
10,8,0.045700847171247005,0.043494317680597305,0.05016851797699928,0.057737954659496715,1.1534499367345936,1.0487311739220135,1.167370935146059
11,1,0.24684034660458565,0.22878216207027435,0.2646411061286926,0.06958562740668107,1.15673837389212,1.4308231896018155,2.650259859370223
11,2,0.18132278695702553,0.15510903298854828,0.20349690318107605,0.09576498291178138,1.3119603627217524,1.2500928409325356,1.6989681471511888
11,3,0.13997535593807697,0.11903009563684464,0.15734055638313293,0.10663155196293551,1.321855246283022,1.0660614813286569,1.2034656232532142
11,4,0.11103949137032032,0.09324713051319122,0.12717169523239136,0.11523625532638086,1.3638134978791758,1.1934805034041676,1.3463042264010427
11,5,0.08580516278743744,0.07328937202692032,0.09685764461755753,0.10482287980276497,1.3215783126369294,1.1244893748710543,1.2767991004497752
11,6,0.06690826639533043,0.05713255703449249,0.0751417800784111,0.09659966945783711,1.3152182219508564,1.1297709923664123,1.3442655145326001
11,7,0.05258743930608034,0.046453237533569336,0.058831945061683655,0.08326914017174433,1.2664767449022014,1.1621208995254797,1.5009592837348114
11,8,0.04223349690437317,0.039081595838069916,0.04791427031159401,0.0813037470950633,1.2260059827168077,1.1528780689086033,1.4662048698572627
12,1,0.2506045699119568,0.23157799243927002,0.26342806220054626,0.04674274911662698,1.1375349592843056,1.3402104394470806,1.5946582875098194
12,2,0.18100261688232422,0.17705345153808594,0.18890145421028137,0.02601409056735058,1.066917660001939,1.2121312151846504,1.403938061556108
12,3,0.14211241528391838,0.13755396008491516,0.14575080573558807,0.021718663522696618,1.0595900375795275,1.0848772436558696,1.2543893129770993
12,4,0.11096405424177647,0.10577935725450516,0.11789271980524063,0.04297738959420701,1.1145153729908825,1.2047039405818032,1.3980080444359317
12,5,0.08706547133624554,0.08391514420509338,0.09246933460235596,0.03717305588842999,1.1019385770982606,1.2728698163812668,1.4417648158534306
12,6,0.0684493575245142,0.06624336540699005,0.07127778232097626,0.026573080642995486,1.0759988095872763,1.2603259748297917,1.5156808257244938
12,7,0.0534426299855113,0.052428826689720154,0.05411374941468239,0.013039660063547797,1.0321373341984896,1.1989271714462555,1.3654135338345865
12,8,0.04276490956544876,0.04126117378473282,0.04425334930419922,0.024739652669335,1.0725179447166757,1.2010728285537446,1.4319165682802046
13,1,0.26018190011382103,0.23632599413394928,0.285690039396286,0.06755491488750853,1.2088811492922664,1.1743346399834949,2.175175787221033
13,2,0.1840379573404789,0.17469465732574463,0.20116500556468964,0.05543999161159794,1.1515235133355397,1.2317722302455127,2.1476258992805755
13,3,0.14125826954841614,0.13331452012062073,0.15015561878681183,0.04686406180640516,1.1263260644898512,1.1916649473901382,1.5757311217808818
13,4,0.10918816737830639,0.09796762466430664,0.12266921997070312,0.0807781272637853,1.25214039220649,1.2689086032597483,1.6288135593220339
13,5,0.08321645110845566,0.07286516577005386,0.09400388598442078,0.08996116837416729,1.2901073508990013,1.2941613369094285,1.6254145936981759
13,6,0.06452332902699709,0.05680350586771965,0.0722489133477211,0.0860719446267428,1.271909404957675,1.1911697957499485,1.4644886363636365
13,7,0.05138001684099436,0.04510148987174034,0.05657271668314934,0.08058734201058722,1.2543425249150502,1.1144212915205283,1.4122568500313741
13,8,0.04223508108407259,0.03782784938812256,0.04590146988630295,0.06903492712988281,1.2134305975299615,1.1190427068289663,1.4777680906713164
14,1,0.23991277068853378,0.23400744795799255,0.24441859126091003,0.017044637638642657,1.0444906493095314,1.5470187744996906,2.251501321162623
14,2,0.1793142966926098,0.16674906015396118,0.18914489448070526,0.04805589414920538,1.1343086090324332,1.1423148339178875,1.421733771569433
14,3,0.1407759189605713,0.1255420744419098,0.1502343863248825,0.07265835170175618,1.19668554938845,1.2707241592737777,1.8344055277579223
14,4,0.1114798504859209,0.10046396404504776,0.12127173691987991,0.08542137551183412,1.20711678135159,1.372890447699608,2.44287812041116
14,5,0.08539772406220436,0.07741401344537735,0.0942789688706398,0.08802548563884724,1.217854037979341,1.3827934805034041,2.413713627196773
14,6,0.06517984718084335,0.05801762267947197,0.07271742820739746,0.08811828550612477,1.2533679397574944,1.352259129358366,1.9572384137601528
14,7,0.05044573079794645,0.046071603894233704,0.052784405648708344,0.052730095834815284,1.1457036696591936,1.3585310501341035,1.9537146926180868
14,8,0.04033135902136564,0.03857724741101265,0.041161395609378815,0.025399314824415473,1.0669863292949322,1.3199092221992985,1.9085918854415274
15,1,0.22024624422192574,0.19690397381782532,0.2547156512737274,0.09719624682245445,1.2936034064471913,1.5904270682896637,2.555968169761273
15,2,0.1710938885807991,0.153359055519104,0.1952054500579834,0.08883315155512746,1.272865494621324,1.3926965133072002,1.9947990543735226
15,3,0.1446794904768467,0.1361437737941742,0.16703081130981445,0.08945038509771282,1.226870731248688,1.3207344749329482,1.7286670987254267
15,4,0.12033222801983356,0.10893537104129791,0.1430339366197586,0.11065199593469419,1.313016472542548,1.2393645553950898,1.5384142593730792
15,5,0.09881272912025452,0.08962482959032059,0.11860301345586777,0.1185843385998165,1.3233276313942002,1.127625335258923,1.4404385410078009
15,6,0.07955189049243927,0.07344291359186172,0.0930425152182579,0.0993083117695713,1.2668685196139609,1.099401691768104,1.3174446202531647
15,7,0.06312880851328373,0.06016466021537781,0.0702567994594574,0.06600413849957788,1.167741980224798,1.1683928203012173,1.392133726647001
15,8,0.05245331861078739,0.04967394098639488,0.057708319276571274,0.059159878508974084,1.1617423166077545,1.1985970703527955,1.5493919351397483
