global_step,forward_id,layer,arm,active_lane_count,low_lane_count,low_lanes,remote_pairs,low_pairs,low_frac,wire_bytes,high_baseline_wire_bytes,baseline_bottleneck_bytes,policy_bottleneck_bytes,baseline_step_us,codec_tiles,codec_step_us_optimistic,codec_step_us_serialized_tiles,codec_step_us,policy_step_us,max_sender_load,max_receiver_load
16,1,0,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48520,21956,0.45251442704039574,19415584.0,25036320.0,4299828.0,3797244.0,171.99312,692,33.42015981674194,23126.750593185425,33.42015981674194,185.30991981674194,8333.0,6850.0
17,1,1,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47816,20976,0.4386816128492555,19303200.0,24673056.0,3680112.0,3680112.0,147.20448,662,33.42015981674194,22124.145798683167,33.42015981674194,180.62463981674193,7132.0,7008.0
18,1,2,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48022,22078,0.4597476156761484,19127384.0,24779352.0,4644516.0,3270924.0,185.78064,695,33.42015981674194,23227.01107263565,33.42015981674194,164.25711981674195,9001.0,7085.0
19,1,3,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47894,20488,0.4277780097715789,19468376.0,24713304.0,3802920.0,3419016.0,152.1168,647,33.42015981674194,21622.843401432037,33.42015981674194,170.18079981674194,6995.0,7370.0
20,1,4,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48336,21493,0.4446582257530619,19439168.0,24941376.0,4053696.0,3204876.0,162.14784,677,33.42015981674194,22625.448195934296,33.42015981674194,161.61519981674195,7856.0,6860.0
21,1,5,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47853,20181,0.42172904520092785,19525812.0,24692148.0,3717264.0,3280728.0,148.69056,637,33.42015981674194,21288.641803264618,33.42015981674194,164.64927981674194,6358.0,7204.0
22,1,6,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48245,20862,0.43241786713649083,19553748.0,24894420.0,3603228.0,3176476.0,144.12912,657,33.42015981674194,21957.044999599457,33.42015981674194,160.47919981674193,6617.0,6983.0
23,1,7,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47944,20780,0.4334223260470549,19419424.0,24739104.0,3706944.0,3481968.0,148.27776,656,33.42015981674194,21923.624839782715,33.42015981674194,172.69887981674194,6787.0,7184.0
24,1,8,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48282,20244,0.41928669069218344,19731048.0,24913512.0,3677532.0,3393216.0,147.10128,640,33.42015981674194,21388.902282714844,33.42015981674194,169.14879981674196,6576.0,7127.0
25,1,9,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48467,20753,0.42818825180019393,19696204.0,25008972.0,3745644.0,3528408.0,149.82576,654,33.42015981674194,21856.78452014923,33.42015981674194,174.55647981674196,6838.0,7259.0
26,1,10,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47856,21371,0.4465688732865262,19222720.0,24693696.0,3751320.0,3014960.0,150.0528,677,33.42015981674194,22625.448195934296,33.42015981674194,154.01855981674194,7270.0,6796.0
27,1,11,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48332,20112,0.4161218240503186,19790640.0,24939312.0,3820464.0,3500544.0,152.81856,634,33.42015981674194,21188.381323814392,33.42015981674194,173.44191981674194,6784.0,7404.0
28,1,12,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48541,21168,0.4360849591067345,19628148.0,25047156.0,3689400.0,3179592.0,147.576,669,33.42015981674194,22358.08691740036,33.42015981674194,160.60383981674192,7150.0,7136.0
29,1,13,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48365,20894,0.43200661635480203,19607476.0,24956340.0,3912828.0,3323040.0,156.51312,658,33.42015981674194,21990.4651594162,33.42015981674194,166.34175981674196,7583.0,6842.0
30,1,14,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,48391,21693,0.44828583827571244,19416348.0,24969756.0,3541824.0,3181656.0,141.67296,686,33.42015981674194,22926.229634284973,33.42015981674194,160.68639981674193,6854.0,6864.0
31,1,15,calib_static,32,13,3:4;3:6;4:0;4:2;5:0;5:2;6:0;6:1;6:2;6:3;7:0;7:1;7:2,47901,20548,0.42896807999832987,19456628.0,24716916.0,3836976.0,3338032.0,153.47904,647,33.42015981674194,21622.843401432037,33.42015981674194,166.94143981674193,6410.0,7436.0
