mode,layer,pairs,revisits,revisit_rate,same_rank_revisit_rate,payload_bytes,payload_bytes_per_pair,residual_to_raw_energy,direct_hit_rel_mse,temporal_hit_rel_mse,combine_relative_mse,sample_id,token_count,mean_nll,mean_token_kl,saving_vs_bf16
full,all,2432,939,0.3861019736842105,0.07154605263157894,9961472,4096.0,1.006237302357309,0.016754588848652146,0.015327732217163739,0.0,0,18,4.169312795003255,0.0,0.0
uniform_fp8,all,2432,934,0.3840460526315789,0.0756578947368421,4990464,2052.0,0.9882958260350447,0.017270041513299174,0.015214418677014122,0.00016977922651536167,0,18,4.192253960503472,0.00783993469344245,0.4990234375
uniform_mxfp4,all,2432,937,0.3852796052631579,0.07236842105263158,2646016,1088.0,0.9816522651488258,0.017227482079336668,0.015107442436134459,0.005560745438997445,0,18,4.450477600097656,0.2573217815823025,0.734375
revisit_abs_mxfp4,all,2432,941,0.38692434210526316,0.07154605263157894,4083644,1679.1299342105262,0.9748792224547614,0.01660542065596411,0.014812361253196021,0.0016855101496510703,0,18,4.195905473497179,0.021364789870050218,0.5900561684056332
temporal_delta_mxfp4,all,2432,931,0.3828125,0.07483552631578948,4093284,1683.09375,0.9791504342126183,0.01682849224641625,0.015168945449454904,0.0014311483576497546,0,18,4.22687488132053,0.015107376707924737,0.5890884399414062
