batch_size,n_decode_steps,spearman_latency_vs_route_max_to_mean_mean,pvalue_max_to_mean_descriptive_only,spearman_latency_vs_route_load_cv_mean,pvalue_load_cv_descriptive_only,route_max_to_mean_max_median,route_max_to_mean_mean,route_load_cv_mean,evidence_boundary
1,8,,,,,2,2,1,single-GPU route imbalance correlation; not receiver congestion
4,8,0.503952630679,0.20288444915,-0.357142857143,0.385120643556,2,1.9921875,0.607492871815,single-GPU route imbalance correlation; not receiver congestion
8,8,-0.763762615826,0.0273960439091,-1,0,2,1.94140625,0.537878695875,single-GPU route imbalance correlation; not receiver congestion
