phase,batch_size,unprofiled_n,unprofiled_latency_median_ms,unprofiled_latency_p95_ms,unprofiled_goodput_median_tokens_per_s,profiled_latency_median_ms,instrumentation_ratio_median,moe_sum_median_ms,moe_sum_p95_ms,moe_fraction_median,moe_fraction_p95,moe_calls_per_forward
decode,1,48,43.0293922424,47.8698814392,23.2399285271,45.019071579,1.04624000556,37.2847200632,37.8272943854,0.82852302428,0.830450938212,16
decode,4,48,73.0359039307,77.9459758759,54.7676084687,75.3172302246,1.03123568233,66.9832004309,72.9870464325,0.889526257193,0.894326878361,16
decode,8,48,79.1450233459,80.8111942291,101.080792968,81.6436309814,1.0315699905,73.2948002815,78.8472199202,0.897446448012,0.901064655331,16
prefill,1,3,90.2591018677,96.5659889221,22690.2324267,92.1014709473,1.02041200324,82.005856514,90.1236260414,0.890515262253,0.897575245748,16
prefill,4,3,134.887359619,140.489645386,60732.1547633,135.155456543,1.00198756151,120.446528435,127.109289694,0.891170297638,0.893559429858,16
prefill,8,3,191.537948608,193.079385376,85539.1848928,185.128219604,0.966535461769,162.150014877,167.335887051,0.876017756052,0.878878050124,16
