corpus_ppl,mean_token_kl,token_count,sample_count,corpus_ppl_ci_low,corpus_ppl_ci_high,mean_token_kl_ci_low,mean_token_kl_ci_high,strategy,policy_name,theoretical_payload_saving_vs_bf16,ppl_delta_vs_full
30.40582351523102,0.0,83,2,29.47946068596782,31.79231840223456,0.0,0.0,full,full,0.0,0.0
30.016300023610025,0.00402608424066061,83,2,29.21261919859316,31.213596716414013,0.0026347891372792863,0.004991472679741529,uniform_fp8,uniform_fp8,0.5,-0.3895234916209951
29.717768775712152,0.006018229098205107,83,2,29.15452950379942,30.548691264258657,0.004560133551850039,0.007029968865063726,rank_tail4_mxfp4,fp8top4_rest_mxfp4,0.625,-0.6880547395188685
30.211587824432616,0.005857613790466125,83,2,29.496678245370383,31.272486997170148,0.004478838513879215,0.006814315002791735,gate_threshold_mxfp4,gate_threshold_0p045898_mxfp4,0.6349494485294118,-0.1942356907984042
30.22367323657855,0.0052684182862201365,83,2,29.436364494354475,31.395511046053574,0.0038523901911342844,0.006250968393014401,gate_tailmass_mxfp4,gate_tailmass_0p158447_mxfp4,0.6259650735294118,-0.1821502786524718
30.060854068986952,0.005139838679727301,83,2,29.10839110591644,31.488607087180554,0.004089868682272294,0.005868389290206286,contribution_tail4_mxfp4_oracle,contrib_tail4_mxfp4,0.625,-0.3449694462440682
31.802409462096673,0.08959460545735187,83,2,30.38492683839685,33.96236743619901,0.07288528891170726,0.10118882510126853,head4_mxfp4_control,lut,0.625,1.3965859468656525
