layer,receiver_group,rank,count,mean_share,median_share,p75_share,p90_share,full_bytes,policy_bytes,policy_byte_saving
9,0,2,3418,0.028667515143752098,2.905056589952437e-06,0.002204206073656678,0.08510994166135788,7000064.0,7000064.0,0.0
9,1,1,3356,0.9695372581481934,0.9999976754188538,1.0,1.0,6873088.0,6873088.0,0.0
9,1,2,3467,0.03379907086491585,2.5689153062558034e-06,0.003603663295507431,0.11036255955696106,7100416.0,7100416.0,0.0
9,2,1,4611,0.9694390296936035,0.999998927116394,1.0,1.0,9443328.0,9443328.0,0.0
9,2,2,4063,0.033102504909038544,4.083755811734591e-06,0.004332432989031076,0.10676348209381104,8321024.0,8321024.0,0.0
9,3,1,3034,0.9707587957382202,0.9999942183494568,1.0,1.0,6213632.0,6213632.0,0.0
9,3,2,2875,0.033310722559690475,4.151836037635803e-06,0.00400566216558218,0.11910571902990341,5888000.0,5888000.0,0.0
10,0,1,4179,0.9699887037277222,0.9999973177909851,1.0,1.0,8558592.0,8558592.0,0.0
10,0,2,3874,0.03175762668251991,6.95676681061741e-06,0.004593287594616413,0.10676239430904388,7933952.0,7933952.0,0.0
10,1,1,3597,0.9670534133911133,0.9999979734420776,1.0,1.0,7366656.0,7366656.0,0.0
10,1,2,3540,0.03385527804493904,3.5054845284321345e-06,0.004047868307679892,0.09695902466773987,7249920.0,7249920.0,0.0
10,2,1,3690,0.9674749374389648,0.9999967217445374,1.0,1.0,7557120.0,7557120.0,0.0
10,2,2,3710,0.030288422480225563,2.336461193408468e-06,0.0019152775639668107,0.0950755700469017,7598080.0,7598080.0,0.0
10,3,1,2357,0.9648891091346741,0.9999892115592957,1.0,1.0,4827136.0,4827136.0,0.0
10,3,2,2699,0.03388398140668869,1.6540261640329845e-06,0.003012363100424409,0.11937513947486877,5527552.0,5527552.0,0.0
11,0,1,5444,0.9747358560562134,0.9999999403953552,1.0,1.0,11149312.0,11149312.0,0.0
11,0,2,4091,0.03122411109507084,1.404854060638172e-06,0.0029824974481016397,0.09630896151065826,8378368.0,8378368.0,0.0
11,1,1,2301,0.9660781621932983,0.999994158744812,1.0,1.0,4712448.0,4712448.0,0.0
11,1,2,3392,0.02526220493018627,1.624600827199174e-07,0.0008083415450528264,0.05937400832772255,6946816.0,6946816.0,0.0
11,2,1,3583,0.9741611480712891,0.9999998211860657,1.0,1.0,7337984.0,7337984.0,0.0
11,2,2,3221,0.02907661534845829,3.051471537673933e-07,0.0015033684903755784,0.08066537976264954,6596608.0,6596608.0,0.0
11,3,1,2495,0.9659222960472107,0.999997079372406,1.0,1.0,5109760.0,5109760.0,0.0
11,3,2,3119,0.027609456330537796,3.0368198622454656e-07,0.0019266500603407621,0.07586266845464706,6387712.0,6387712.0,0.0
