total_bytes,byte_saving,max_receiver_bytes,full_max_receiver_bytes,max_receiver_saving,p95_receiver_bytes,max_over_mean_imbalance,tbt_proxy_us,full_tbt_proxy_us,tbt_saving,strategy,mean_ppl,mean_kl,ppl_delta
6353059840.0,0.5,1879683072.0,3759366144.0,0.5,124813516.79999998,1.1834820507530432,150454.64576,300829.29152,0.4998670342246332,uniform_fp8,14.954529091715813,0.29258059058338404,-0.054244041442871094
4764794880.0,0.625,1399779328.0,3759366144.0,0.6276554944683781,92865536.0,1.1751014373151778,112062.34624,300829.29152,0.6274885810694077,fp8top4_rest_int4,15.019235655665398,2.004670288413763,0.010462522506713867
5867701248.0,0.5381988053177222,1641958400.0,3759366144.0,0.563235306935828,105923993.6,1.119315269141207,131436.672,300829.29152,0.5630855248972266,recv_aware_hot1,14.991966962814331,0.7802188736386597,-0.016806170344352722
5472032768.0,0.569338798483598,1538009088.0,3759366144.0,0.5908860618818192,99189964.8,1.1241571134480561,123120.72704,300829.29152,0.5907289266350761,recv_aware_hot2,14.937926784157753,1.0866011399775743,-0.07084634900093079
