block,rows,bf16_linear_us,dynamic_fp8_linear_us,prequant_fp8_mm_us,quant_only_us
0,16,39.68000039458275,117.76000261306763,31.488001346588135,72.28799909353256
0,2048,75.80800354480743,116.89600348472595,42.24000126123428,79.96799796819687
0,1024,45.98399996757507,103.45599800348282,31.968001276254654,72.92799651622772
0,4096,118.52800101041794,131.96800649166107,64.2239972949028,70.75200229883194
0,2,28.224000707268715,90.7839983701706,25.05600079894066,68.80000233650208
0,8,23.231999948620796,97.69599884748459,26.335999369621277,68.12799721956253
0,32,27.07199938595295,98.91200065612793,27.456000447273254,69.98399645090103
0,4,26.016000658273697,89.21600133180618,24.4159996509552,68.51200014352798
0,512,42.047999799251556,90.36800265312195,24.480000138282776,82.11199939250946
0,64,26.208000257611275,93.66399794816971,27.488000690937042,67.4239993095398
0,1,26.655999943614006,87.48800307512283,24.4159996509552,66.59200042486191
0,256,31.168000772595406,94.97600048780441,22.975999861955643,70.11199742555618
0,128,32.416000962257385,99.23200309276581,23.48800003528595,71.07199728488922
1,8,27.488000690937042,92.79999881982803,26.784000918269157,66.14399701356888
1,16,25.855999439954758,90.52799642086029,26.176000013947487,69.50400024652481
1,128,24.383999407291412,93.28000247478485,24.224000051617622,70.91200351715088
1,2,24.639999493956566,89.9519994854927,27.103999629616737,66.91200286149979
1,64,25.472000241279602,91.16800129413605,26.496000587940216,65.24799764156342
1,4096,119.48800086975098,126.14400684833527,63.74400109052658,69.37599927186966
1,2048,70.75200229883194,105.21599650382996,43.96799951791763,72.31999933719635
1,4,24.89599958062172,94.43199634552002,24.320000782608986,67.4239993095398
1,32,25.50400048494339,91.67999774217606,26.59199945628643,75.00799745321274
1,512,37.53599897027016,96.67199850082397,25.631999596953392,69.69600170850754
1,1024,44.12800073623657,95.0080007314682,32.3840007185936,72.25599884986877
1,1,25.280000641942024,89.37600255012512,25.02400055527687,69.2799985408783
1,256,29.69600073993206,91.93599969148636,22.39999920129776,72.7040022611618
2,128,25.37599951028824,87.99999952316284,25.37599951028824,73.27999919652939
2,2048,69.21599805355072,110.49599945545197,43.39199885725975,69.21599805355072
2,2,24.191999807953835,90.27200192213058,25.472000241279602,64.25599753856659
2,1,23.552000522613525,91.71199798583984,23.93599972128868,63.10400366783142
2,64,25.728000327944756,87.77599781751633,26.27200074493885,62.52799928188324
2,4,25.312000885605812,90.7839983701706,26.016000658273697,62.880001962184906
2,256,26.815999299287796,87.55200356245041,25.248000398278236,71.61600142717361
2,4096,117.0239970088005,121.72800302505493,60.63999980688095,69.2799985408783
2,8,22.495999932289124,92.57599711418152,27.55199931561947,68.41599941253662
