sample_id,char_count,token_count_input,unique_token_ratio,token_id_entropy,adjacent_repeat_rate,early_route_top1_weight_mean,early_route_top1_weight_std,early_route_top1_top2_margin_mean,early_route_tail_mass_mean,early_route_routing_entropy_mean,early_route_rank1_hhi_mean,early_route_active_expert_fraction_mean,early_route_same_id_adjacent_layer_rate,full_route_top1_weight_mean,full_route_top1_weight_std,full_route_top1_top2_margin_mean,full_route_tail_mass_mean,full_route_routing_entropy_mean,full_route_rank1_hhi_mean,full_route_active_expert_fraction_mean,full_route_same_id_adjacent_layer_rate,full_mean_nll,full_sample_ppl,label_token_count,label_kl_sum,label_mean_token_kl
33,33900.0,128.0,0.65625,4.192735709464029,0.0,0.12123966217041016,0.09119690954685211,0.04526805877685547,0.13813844323158264,0.9339160919189453,0.1015625,0.79296875,0.014583333333333334,0.11293423175811768,0.06760406494140625,0.03527432680130005,0.13761287927627563,0.9424914121627808,0.07697296142578125,0.892578125,0.013541666666666667,2.5845034141240157,13.256704363013386,127,4.4532270431518555,0.03506477986733744
34,12462.0,128.0,0.6171875,4.148120690333716,0.0,0.14493131637573242,0.11064255237579346,0.056707799434661865,0.14490658044815063,0.9181541204452515,0.1573486328125,0.55078125,0.010416666666666666,0.10737013816833496,0.0707123652100563,0.03164850175380707,0.14077605307102203,0.9471312165260315,0.05913543701171875,0.9072265625,0.011458333333333333,1.5754430575633611,4.832882388928158,127,1.9749699831008911,0.015550944748825915
35,11648.0,128.0,0.5859375,4.165202162064686,0.0,0.11199474334716797,0.08784609287977219,0.038606464862823486,0.14109694957733154,0.9444805383682251,0.1197509765625,0.68359375,0.008333333333333333,0.11556828022003174,0.06582280993461609,0.03622032701969147,0.14454883337020874,0.9440830945968628,0.08139801025390625,0.931640625,0.015104166666666667,2.029754638671875,7.612218385612086,127,5.915589332580566,0.046579443563626505
36,20990.0,128.0,0.6875,4.315065846295589,0.0,0.10807657241821289,0.08385037630796432,0.037628173828125,0.1401553452014923,0.9452746510505676,0.1195068359375,0.73046875,0.010416666666666666,0.1045752763748169,0.059675294905900955,0.030339837074279785,0.14028900861740112,0.9495706558227539,0.07335662841796875,0.9189453125,0.0109375,2.5122152013102856,12.332218170873515,127,3.1433653831481934,0.024750908528725933
37,7620.0,128.0,0.5859375,4.096483355983483,0.0,0.1340322494506836,0.09130843728780746,0.05006110668182373,0.14930325746536255,0.9294180274009705,0.103271484375,0.748046875,0.022916666666666665,0.11558961868286133,0.06340040266513824,0.03552219271659851,0.14403893053531647,0.9429848790168762,0.08867645263671875,0.9052734375,0.022916666666666665,1.8150676817405882,6.141491830235607,127,2.705629348754883,0.021304168100432147
38,22892.0,128.0,0.578125,4.051187660799364,0.0,0.12522315979003906,0.08912444114685059,0.04485255479812622,0.1411655843257904,0.9313801527023315,0.1048583984375,0.779296875,0.014583333333333334,0.10394489765167236,0.06093829125165939,0.030046537518501282,0.14107540249824524,0.9497759342193604,0.05634307861328125,0.9453125,0.016145833333333335,2.184195450910433,8.88349846685558,127,2.98219895362854,0.023481881524634172
39,6865.0,128.0,0.6640625,4.2737181439137135,0.0,0.11975955963134766,0.08646407723426819,0.04231172800064087,0.13959431648254395,0.9336100816726685,0.085693359375,0.7939453125,0.014583333333333334,0.10933071374893188,0.06425616890192032,0.03301723301410675,0.13839995861053467,0.9447078108787537,0.0650177001953125,0.923828125,0.016145833333333335,1.97489532710999,7.205865355592076,127,1.9909420013427734,0.015676708671990343
40,6425.0,128.0,0.671875,4.218132816758237,0.0,0.12421321868896484,0.08488618582487106,0.04084652662277222,0.14344912767410278,0.9335999488830566,0.1331787109375,0.6669921875,0.010416666666666666,0.10259878635406494,0.059764619916677475,0.027934178709983826,0.140990749001503,0.9504180550575256,0.06290435791015625,0.923828125,0.0109375,2.177063949464813,8.820371148523524,127,2.0428414344787598,0.016085365625817007
41,23011.0,128.0,0.6171875,4.1510747023330525,0.0,0.1483306884765625,0.10133901238441467,0.06031942367553711,0.1402709186077118,0.9145329594612122,0.273193359375,0.603515625,0.0,0.11397218704223633,0.06795723736286163,0.03542429208755493,0.14275798201560974,0.9427816867828369,0.08776092529296875,0.931640625,0.009895833333333333,2.1978829451433315,9.005927261208894,127,2.791745185852051,0.021982245557890162
42,13533.0,128.0,0.6796875,4.25929134463467,0.0,0.1340017318725586,0.0907931923866272,0.05046969652175903,0.14040622115135193,0.923778772354126,0.1190185546875,0.7265625,0.014583333333333334,0.10944664478302002,0.05869115889072418,0.03403337299823761,0.13978040218353271,0.9447370767593384,0.1407928466796875,0.8984375,0.0109375,2.09567092535064,8.13089436375009,127,2.7779624462127686,0.021873720048919437
43,40686.0,128.0,0.6640625,4.251516501794326,0.0,0.1175684928894043,0.0856044590473175,0.039665162563323975,0.14201954007148743,0.9380637407302856,0.12109375,0.7431640625,0.01875,0.10247600078582764,0.05722550302743912,0.028179332613945007,0.143250972032547,0.9520537257194519,0.0865936279296875,0.91796875,0.022916666666666665,2.2182307205800935,9.191054927456205,127,2.4754316806793213,0.01949158803684505
