policy,cache_scope,capacity,prefetch_budget,total_latency_ms,total_compute_ms,total_demand_ms,total_exposed_prefetch_ms,miss_rate,total_needed_objects,total_misses,total_prefetches,useful_prefetches,wasted_prefetches,prefetch_precision,model,rank_mode,rank_limit,safe_overlap_budget,reactive_latency_ms,latency_saving_vs_reactive_pct
oracle_prefetch,global,32,8,13531.300285875797,1497.9399185180664,7129.724344611168,4903.636022746563,0.5256344322474241,56389,29640,26749,26749,0,1.0,olmoe,top1,1,1,15061.975885733962,10.162515273364326
reactive_lru,per_layer,8,0,11106.229703307152,1497.9399185180664,9608.289784789085,0.0,0.7083651066697405,56389,39944,0,0,0,0.0,olmoe,top1,1,1,11106.229703307152,0.0
static_frequency_pin,per_layer,8,0,11091.797062933445,1497.9399185180664,9593.857144415379,0.0,0.7073010693574988,56389,39884,0,0,0,0.0,olmoe,top1,1,1,11106.229703307152,0.12995085424362118
frequency_prefetch,per_layer,8,1,11143.46176880598,1497.9399185180664,9584.23538416624,61.286466121673584,0.7065917111493376,56389,39844,3360,1787,1573,0.5318452380952381,olmoe,top1,1,1,11106.229703307152,-0.33523586755765944
transition_prefetch,per_layer,8,1,11035.938598021865,1497.9399185180664,9476.712213382125,61.286466121673584,0.6986646331731367,56389,39397,3360,2232,1128,0.6642857142857143,olmoe,top1,1,1,11106.229703307152,0.6328979965573356
random_prefetch,per_layer,8,1,11410.946703732014,1497.9399185180664,9851.720319092274,61.286466121673584,0.726311869336218,56389,40956,3360,674,2686,0.2005952380952381,olmoe,top1,1,1,11106.229703307152,-2.743658366206181
oracle_prefetch,per_layer,8,1,10764.53199891746,1497.9399185180664,9205.378574356437,61.213506042957306,0.6786607317029917,56389,38269,3356,3356,0,1.0,olmoe,top1,1,1,11106.229703307152,3.0766309856525176
frequency_prefetch,per_layer,8,8,16808.826866030693,1497.9399185180664,10378.030604720116,4932.856342792511,0.7651137633226338,56389,43144,26880,12254,14626,0.4558779761904762,olmoe,top1,1,1,11106.229703307152,-51.345932103542324
transition_prefetch,per_layer,8,8,16237.053763225675,1497.9399185180664,9806.257501915097,4932.856342792511,0.7229601518026565,56389,40767,26880,14631,12249,0.5443080357142858,olmoe,top1,1,1,11106.229703307152,-46.197712427924074
random_prefetch,per_layer,8,8,18479.645533293486,1497.9399185180664,12048.849271982908,4932.856342792511,0.8882938161698204,56389,50090,26880,5308,21572,0.1974702380952381,olmoe,top1,1,1,11106.229703307152,-66.38990932981261
oracle_prefetch,per_layer,8,8,13063.003402620554,1497.9399185180664,6958.938100188971,4606.125383913517,0.5130433240525635,56389,28930,25409,25409,0,1.0,olmoe,top1,1,1,11106.229703307152,-17.618703660799717
reactive_lru,per_layer,16,0,8022.455543458462,1497.9399185180664,6524.515624940395,0.0,0.4810158009540868,56389,27124,0,0,0,0.0,olmoe,top1,1,1,8022.455543458462,0.0
static_frequency_pin,per_layer,16,0,8053.0046322494745,1497.9399185180664,6555.064713731408,0.0,0.4832680132649985,56389,27251,0,0,0,0.0,olmoe,top1,1,1,8022.455543458462,-0.380794740781365
frequency_prefetch,per_layer,16,1,8093.123225823045,1497.9399185180664,6533.896841183305,61.286466121673584,0.4817074252070439,56389,27163,3360,1581,1779,0.4705357142857143,olmoe,top1,1,1,8022.455543458462,-0.8808734680020303
transition_prefetch,per_layer,16,1,7972.370134696364,1497.9399185180664,6413.143750056624,61.286466121673584,0.4728049796946213,56389,26661,3360,1996,1364,0.594047619047619,olmoe,top1,1,1,8022.455543458462,0.6243151924093526
random_prefetch,per_layer,16,1,8343.28899230063,1497.9399185180664,6784.06260766089,61.286466121673584,0.5001507386192342,56389,28203,3360,637,2723,0.18958333333333333,olmoe,top1,1,1,8022.455543458462,-3.9991926051092586
oracle_prefetch,per_layer,16,1,7583.399084106088,1497.9399185180664,6024.665179997683,60.79398559033871,0.4441646420401142,56389,25046,3333,3333,0,1.0,olmoe,top1,1,1,8022.455543458462,5.4728437817319175
