arm,phase,batch_size,prompt_len,repeat,seed,decode_step,latency_ms,tokens_processed,goodput_tokens_per_s,expert_loop,gate,moe_total,routing_setup,unattributed_tail_ms,moe_total_fraction,gate_fraction,routing_setup_fraction,expert_loop_fraction,unattributed_tail_ms_fraction
breakdown,decode,8,128,1,20340829,0,83.4266204834,8,95.8926533719,71.0722563267,0.417120000347,74.8952636719,2.78000001609,0.625887328759,0.89773819481,0.00499984295097,0.0333226972396,0.851913405036,0.00750224958331
breakdown,decode,8,128,1,20340829,1,83.7042541504,8,95.5745927277,71.3532166481,0.407007999718,75.1833591461,2.76467199624,0.658462502062,0.898202366286,0.00486245297625,0.0330290500082,0.852444327619,0.00786653568263
breakdown,decode,8,128,1,20340829,2,83.721244812,8,95.5551965091,71.4488325119,0.405119996518,75.226111412,2.74838396907,0.62377493456,0.898530732324,0.00483891510963,0.0328277962809,0.853413403878,0.00745061705617
breakdown,decode,8,128,1,20340829,3,83.5312652588,8,95.7725227221,71.3012795448,0.406271997839,75.1060800552,2.76345598698,0.635072525591,0.899137344832,0.00486371176805,0.033082893913,0.853587926915,0.00760281223591
breakdown,decode,8,128,1,20340829,4,79.8929595947,8,100.133979772,67.5563523769,0.407423999161,71.3821754456,2.78940799832,0.628991071135,0.89347266402,0.00509962331133,0.0349143155101,0.8455858028,0.00787292239924
breakdown,decode,8,128,1,20340829,5,83.2057952881,8,96.1471490333,70.8983998299,0.401024000719,74.6808638573,2.74086397886,0.640576047823,0.897544018403,0.00481966429539,0.032940782182,0.852084876833,0.00769869509215
breakdown,decode,8,128,1,20340829,6,83.8938522339,8,95.3585964523,71.6338558197,0.409216005355,75.402431488,2.74192000926,0.617439653724,0.898783754474,0.00487778298956,0.0326832054584,0.853862993679,0.00735977234664
breakdown,decode,8,128,1,20340829,7,82.4146881104,8,97.0700755342,70.1267199516,0.407552000135,73.9180469513,2.75193601847,0.631838981062,0.896903800113,0.00494513792965,0.0333913296472,0.850900750334,0.00766658220215
breakdown,decode,8,128,1,20340829,8,83.6731491089,8,95.6101220666,71.2126398087,0.413503998891,75.0141444206,2.76809602976,0.61990458332,0.896513938097,0.00494189597612,0.0330822499122,0.851081148099,0.00740864411011
breakdown,decode,8,128,1,20340829,9,81.6778564453,8,97.9457633705,69.3419203758,0.406239999458,73.1353917122,2.75753599405,0.629695342854,0.895412721331,0.00497368585732,0.0337611209949,0.848968415598,0.00770949888083
breakdown,decode,8,128,1,20340829,10,81.455039978,8,98.2136894434,69.1910085678,0.403295999393,72.9801278114,2.75718399882,0.628639245406,0.895955951051,0.00495114850477,0.0338491516248,0.849438028469,0.00771762245253
breakdown,decode,8,128,1,20340829,11,83.0886688232,8,96.282683467,70.7210559845,0.408959999681,74.5241594315,2.76857599616,0.625567451119,0.896923256648,0.00492197077499,0.0333207407866,0.851151630976,0.00752891411042
breakdown,decode,8,128,1,20340829,12,83.3652496338,8,95.9632464983,71.0448966026,0.400672005489,74.8157444,2.74499197304,0.625183818862,0.897445215227,0.00480622330347,0.0329272926681,0.852212365641,0.00749933361452
breakdown,decode,8,128,1,20340829,13,84.0828781128,8,95.1442217436,71.709215641,0.409824000672,75.5203523636,2.77212800086,0.629184721038,0.898165643929,0.00487404819947,0.0329689951519,0.852839689251,0.00748291132701
breakdown,decode,8,128,1,20340829,14,84.3013763428,8,94.8976202651,72.0656967163,0.402015997097,75.8238077164,2.73907202482,0.617022978142,0.899437363965,0.00476879517912,0.0324914271113,0.85485789014,0.00731925153432
breakdown,decode,8,128,1,20340829,15,83.9728927612,8,95.2688389901,71.6640958786,0.408800002187,75.4569272995,2.75286400318,0.631167415529,0.898586732198,0.00486823769844,0.0327827696851,0.853419401453,0.00751632336073
breakdown,prefill,8,128,2,20340930,-1,90.7064285278,1024,11289.1667837,77.1992321014,0.420320000499,81.1706881523,2.91468799114,0.636448059231,0.894872496577,0.00463385018373,0.0321332020062,0.851088873792,0.0070165705955
breakdown,decode,8,128,2,20340930,0,80.5112609863,8,99.3649820161,68.1663353443,0.411295998842,71.9475200176,2.75081601739,0.619072657079,0.893633004082,0.00510855244102,0.0341668480122,0.846668335699,0.00768926792966
breakdown,decode,8,128,2,20340930,1,83.7088928223,8,95.5692965261,71.3536963463,0.403872000054,75.1347517967,2.75747196376,0.619711486623,0.897571921734,0.00482472036646,0.0329412069709,0.852402820544,0.00740317385321
breakdown,decode,8,128,2,20340930,2,82.2625274658,8,97.2496256369,69.9883203506,0.408159999177,73.7543683052,2.7426879853,0.615199970081,0.896573088346,0.00496167588999,0.0333406724762,0.850792244132,0.00747849584779
breakdown,decode,8,128,2,20340930,3,83.3509140015,8,95.9797513421,70.9817276001,0.412928000093,74.7542071342,2.73305597901,0.626495555043,0.896861276565,0.00495409084639,0.0327897541587,0.851601070612,0.00751636094875
breakdown,decode,8,128,2,20340930,4,83.2658233643,8,96.0778345397,71.0634245872,0.406239999458,74.8286714554,2.73609599471,0.622910873964,0.898672089364,0.00487883243142,0.0328597722831,0.853452493664,0.00748099098521
breakdown,decode,8,128,2,20340930,5,83.1815338135,8,96.1751921759,70.9676160812,0.399679996073,74.7126393318,2.71561600268,0.629727251828,0.898187805714,0.0048049125539,0.0326468613667,0.85316551436,0.00757051743287
breakdown,decode,8,128,2,20340930,6,83.396736145,8,95.92701549,71.2019844055,0.404800001532,74.9499855042,2.72742399573,0.615777101368,0.898716052554,0.00485390700216,0.0327042054858,0.853774232623,0.00738370744266
breakdown,decode,8,128,2,20340930,7,82.890335083,8,96.513061408,70.5754880905,0.410080000758,74.3663678169,2.75974400342,0.621055722237,0.897165727976,0.00494725953692,0.033293917809,0.851432051998,0.00749249863226
breakdown,decode,8,128,2,20340930,8,82.6944351196,8,96.7416971702,70.397952795,0.401056002825,74.1685750484,2.75459200144,0.614974249154,0.89689922836,0.0048498547967,0.0333104881538,0.851302178837,0.00743670657239
breakdown,decode,8,128,2,20340930,9,81.3875198364,8,98.2951687934,69.1068165302,0.407359996811,72.8973760605,2.75756803155,0.625631501898,0.895682485558,0.00500518995577,0.0338819518901,0.849108274452,0.0076870692602
breakdown,decode,8,128,2,20340930,10,82.4635848999,8,97.0125178248,70.1842246056,0.400384003296,73.9393601418,2.73468802869,0.620063504204,0.896630436713,0.00485528253207,0.0331623713911,0.851093542571,0.00751924021927
breakdown,decode,8,128,2,20340930,11,83.0487670898,8,96.3289435874,70.4696006775,0.425631999969,74.2982711792,2.78563202918,0.617406472564,0.894634246633,0.00512508511426,0.0335421238242,0.848532773536,0.00743426415826
breakdown,decode,8,128,2,20340930,12,81.7332458496,8,97.8793869843,69.4329917431,0.398176003247,73.2031683922,2.74995200336,0.622048642486,0.895635155942,0.00487165288872,0.0336454520407,0.849507333538,0.00761071747513
breakdown,decode,8,128,2,20340930,13,82.091293335,8,97.4524785151,69.9866557121,0.395647998899,73.7134709358,2.71696001291,0.614207211882,0.897945055331,0.00481960976403,0.0330968109106,0.852546632766,0.00748200188997
breakdown,decode,8,128,2,20340930,14,84.704574585,8,94.4459025879,72.392352581,0.402079997584,76.1688642502,2.75769598782,0.616735683754,0.89922964165,0.00474685103555,0.0325566358291,0.854645134997,0.00728101978879
breakdown,decode,8,128,2,20340930,15,83.1972808838,8,96.1569887263,70.79251194,0.414464000612,74.6048641205,2.76588799059,0.632000189275,0.89672238477,0.00498170127929,0.0332449325412,0.850899346565,0.00759640438439
breakdown,prefill,16,128,0,20420728,-1,93.0947494507,2048,21999.0924524,78.8212475777,0.431263998151,82.8267202377,2.93385601044,0.640352651477,0.889703455098,0.00463252762047,0.0315147312577,0.846677691736,0.00687850448339
breakdown,decode,16,128,0,20420728,0,86.2007980347,16,185.613130792,73.8464636803,0.40329599753,77.6247997284,2.75616002083,0.618880029768,0.900511381544,0.0046785645461,0.0319737181519,0.856679582602,0.00717951624437
breakdown,decode,16,128,0,20420728,1,85.9539489746,16,186.146188638,73.6351041794,0.406879998744,77.4631037712,2.79680000246,0.624319590628,0.901216345442,0.00473369756244,0.0325383538025,0.856680874559,0.00726341951796
breakdown,decode,16,128,0,20420728,2,85.92918396,16,186.199836454,73.6041917801,0.400032000616,77.3816957474,2.75292798877,0.624543977901,0.900528693295,0.0046553683182,0.0320371713299,0.856568029488,0.00726812415899
breakdown,decode,16,128,0,20420728,3,86.6451187134,16,184.661296996,73.8831372261,0.414271999151,77.9989767075,3.04447999597,0.657087486237,0.900212012698,0.00478125029202,0.0351373515459,0.852709746645,0.00758366421553
breakdown,decode,16,128,0,20420728,4,85.7532196045,16,186.581915802,73.4721283913,0.404384003952,77.2691202164,2.76630395651,0.626303864643,0.901063780144,0.00471567138607,0.0322588932435,0.856785654581,0.00730356093371
breakdown,decode,16,128,0,20420728,5,85.9001922607,16,186.262679732,73.5474557877,0.409567998722,77.3501124382,2.77279999852,0.620288653299,0.900464951271,0.00476795206091,0.0322793223804,0.856196637656,0.00722103917319
breakdown,decode,16,128,0,20420728,6,85.9783706665,16,186.093314818,73.6733765602,0.412831999362,77.4727363586,2.76774400473,0.618783794343,0.901072394814,0.00480157970151,0.0321911660255,0.856882678621,0.00719697046532
breakdown,decode,16,128,0,20420728,7,85.8620147705,16,186.345499145,73.6161284447,0.411327999085,77.4006090164,2.75043201447,0.622720558196,0.90145344508,0.00479057008136,0.0320331641625,0.857377137509,0.00725257332781
breakdown,decode,16,128,0,20420728,8,85.8404464722,16,186.392320375,73.5741763115,0.406944001094,77.3492789268,2.74518398941,0.622974624857,0.901081973658,0.00474070228916,0.0319800758527,0.85710384015,0.00725735536638
breakdown,decode,16,128,0,20420728,9,85.1055679321,16,188.001800455,72.7632322311,0.407967999578,76.5320644379,2.74368001521,0.617184191942,0.899260369179,0.00479366990304,0.0322385489207,0.854976166649,0.0072519837061
breakdown,decode,16,128,0,20420728,10,85.5757446289,16,186.968866814,73.305888176,0.398527996615,77.0732159615,2.74009601772,0.628703771159,0.900643240625,0.00465702049503,0.0320195404621,0.856619927689,0.00734675197844
breakdown,decode,16,128,0,20420728,11,86.4836502075,16,185.006067177,74.133248806,0.402815997601,77.9114880562,2.75091201067,0.624511241913,0.900881124574,0.0046577127195,0.0318084632652,0.857193800541,0.00722114804838
breakdown,decode,16,128,0,20420728,12,85.9039993286,16,186.254424998,73.6628475189,0.403615999967,77.5051207542,2.80076797307,0.637889262289,0.902229481281,0.00469845412462,0.0326034642735,0.857501956773,0.00742560611001
breakdown,decode,16,128,0,20420728,13,85.7667541504,16,186.552471975,73.4383034706,0.405503999442,77.2404470444,2.7607999891,0.635839585215,0.900587270785,0.00472798584322,0.0321896289122,0.856256065629,0.00741359040007
breakdown,decode,16,128,0,20420728,14,86.2427825928,16,185.522770938,73.9263353348,0.403200000525,77.7062721252,2.75356797874,0.623168811202,0.901017682745,0.00467517383372,0.0319280975863,0.857188661037,0.00722575028851
breakdown,decode,16,128,0,20420728,15,85.505569458,16,187.122313803,73.1472640038,0.404703998938,76.9242238998,2.75708797574,0.615167921409,0.899639922726,0.00473307179291,0.0322445425861,0.855467830545,0.00719447780195
breakdown,prefill,16,128,1,20420829,-1,99.6439971924,2048,20553.1698618,85.0659852028,0.44249600172,89.1714234352,2.99686400592,0.666078224778,0.894900103847,0.00444076928052,0.0300757104328,0.853699044595,0.00668457953862
breakdown,decode,16,128,1,20420829,0,85.6785583496,16,186.744505372,73.2810239792,0.407776001841,77.0776968002,2.76230399311,0.626592826098,0.899614772762,0.0047593704854,0.032240318305,0.85530178601,0.00731329796122
breakdown,decode,16,128,1,20420829,1,84.717628479,16,188.862699385,72.4848322868,0.40361600183,76.2490878105,2.74640002847,0.614239493385,0.900038034344,0.00476425047627,0.0324182826854,0.855605068133,0.00725043304933
breakdown,decode,16,128,1,20420829,2,85.4528656006,16,187.237723247,73.1251521111,0.408255999908,76.9586248398,2.79311999679,0.632096732035,0.900597356202,0.0047775577453,0.0326860893096,0.855736687086,0.00739702206114
breakdown,decode,16,128,1,20420829,3,86.3440628052,16,185.305155678,73.9747843742,0.413184000179,77.7903347015,2.76975996792,0.632606359199,0.900934380133,0.00478532034231,0.032078175128,0.856744308421,0.00732657624215
breakdown,decode,16,128,1,20420829,4,88.762588501,16,180.256122204,75.9236483574,0.41340799816,79.9529275894,2.98662401736,0.629247216508,0.900750292884,0.00465745766478,0.0336473289907,0.855356402282,0.00708910394722
breakdown,decode,16,128,1,20420829,5,86.2627182007,16,185.479895994,73.3630404472,0.418943999335,77.6935362816,3.28847996891,0.62307186611,0.900661814306,0.00485660558899,0.0381216826631,0.850460569496,0.00722295655767
breakdown,decode,16,128,1,20420829,6,86.5759963989,16,184.808730659,74.1640963554,0.411968000233,77.9573755264,2.76070396602,0.620607204735,0.900450226033,0.00475845519969,0.0318876372303,0.856635781744,0.00716835185905
breakdown,decode,16,128,1,20420829,7,85.3597793579,16,187.441909062,72.9825925827,0.417824001983,76.7829122543,2.75449602306,0.627999646589,0.899520978521,0.00489485803649,0.0322692495667,0.854999780127,0.00735709079045
breakdown,decode,16,128,1,20420829,8,86.1697616577,16,185.679984396,73.8387522697,0.405344001949,77.6299843788,2.75065599382,0.635232113302,0.900895893007,0.0047040167473,0.0319213601257,0.856898648079,0.00737186805535
breakdown,decode,16,128,1,20420829,9,89.2596130371,16,179.252401569,75.8302073479,0.41676799953,80.3284473419,3.43347197771,0.648000016809,0.899941693771,0.0046691665508,0.0384661311077,0.84954667366,0.00725972245185
breakdown,decode,16,128,1,20420829,10,86.2414398193,16,185.525659515,73.8692154884,0.406751995906,77.6635193825,2.75686398149,0.630687916651,0.900535978355,0.00471643326872,0.0319668130224,0.856539682584,0.0073130494803
breakdown,decode,16,128,1,20420829,11,86.7858581543,16,184.361834293,74.3267202377,0.411424001679,78.1340789795,2.77363198996,0.622302750126,0.90030888259,0.00474068022635,0.0319594925826,0.856438155,0.00717055478116
breakdown,decode,16,128,1,20420829,12,86.0488967896,16,185.94079177,73.7559995651,0.410495998338,77.5543990135,2.76175999641,0.626143453643,0.901282897365,0.00477049693434,0.0320952400258,0.857140559809,0.00727660059575
breakdown,decode,16,128,1,20420829,13,85.6571502686,16,186.791177967,73.3304314613,0.405728001148,77.0933432579,2.73334400356,0.623839791864,0.900022275037,0.0047366507043,0.0319102841384,0.856092354595,0.00728298559908
breakdown,decode,16,128,1,20420829,14,91.175201416,16,175.486313729,77.072160244,0.442144000903,82.1945281029,4.06268802285,0.617535835132,0.901500921592,0.00484938880349,0.0445591340601,0.845319330772,0.00677306795643
breakdown,decode,16,128,1,20420829,15,85.9836502075,16,186.081888375,73.6676154137,0.402559997514,77.4567370415,2.76355201006,0.623009620234,0.900830993503,0.0046818202826,0.0321404360409,0.856763061767,0.00724567541307
breakdown,prefill,16,128,2,20420930,-1,93.2963867188,2048,21951.5468072,78.9667201042,0.433151997626,82.9938559532,2.94367998838,0.650303862989,0.889572028158,0.00464275212428,0.0315519184817,0.846407056924,0.00697030062857
breakdown,decode,16,128,2,20420930,0,85.4724807739,16,187.194753857,73.0433926582,0.411232003942,76.8464641571,2.75923198462,0.632607510313,0.899078433916,0.00481127960975,0.0322821095121,0.854583744345,0.00740130044882
breakdown,decode,16,128,2,20420930,1,86.006401062,16,186.032665039,73.6466565132,0.416768003255,77.4655685425,2.77369602025,0.628448005766,0.900695385296,0.00484577889679,0.0322498789159,0.856292736399,0.00730699108445
breakdown,decode,16,128,2,20420930,2,85.7857284546,16,186.511209828,73.5420799255,0.400704000145,77.3085756302,2.74447999895,0.621311705559,0.901182248177,0.00467098674061,0.0319922678094,0.857276393759,0.00724259986774
breakdown,decode,16,128,2,20420930,3,85.9745941162,16,186.101489219,73.6134395599,0.404223997146,77.3919353485,2.75564797223,0.618623819202,0.900172151367,0.00470166799042,0.0320518869621,0.856223170538,0.00719542587623
breakdown,decode,16,128,2,20420930,4,86.419708252,16,185.142953195,74.0375680923,0.403552001342,77.8355197906,2.76249600947,0.631903687492,0.900668624843,0.00466967558101,0.0319660418364,0.856720875249,0.00731203217731
breakdown,decode,16,128,2,20420930,5,86.3274230957,16,185.340873459,73.9398398399,0.411712000147,77.7357754707,2.75907202065,0.625151610002,0.900476032796,0.00476919135754,0.0319605511402,0.856504656208,0.00724163409012
breakdown,decode,16,128,2,20420930,6,86.1598739624,16,185.701293005,73.8133764267,0.407360000536,77.6020479202,2.76614403725,0.615167455748,0.900675039916,0.00472795492614,0.0321047827722,0.856702465221,0.0071398369967
breakdown,decode,16,128,2,20420930,7,85.5237426758,16,187.082551575,73.164703846,0.410336002707,76.9608001709,2.76064001024,0.625120311975,0.8998764292,0.00479791914934,0.0322792235684,0.855489967544,0.00730931893785
breakdown,decode,16,128,2,20420930,8,85.2273254395,16,187.733217222,72.9317436218,0.401951998472,76.7085747719,2.75350400805,0.621375143528,0.900046720654,0.00471623386513,0.0323077603792,0.855731929235,0.00729079717478
breakdown,decode,16,128,2,20420930,9,85.3902053833,16,187.375120228,73.1265921593,0.40531199798,76.9139199257,2.73424002528,0.647775743157,0.900734687081,0.00474658652196,0.0320205345919,0.856381499857,0.00758606610968
breakdown,decode,16,128,2,20420930,10,85.5419845581,16,187.042656102,73.2599363327,0.409760000184,77.0283846855,2.73964799941,0.619040353224,0.900474604177,0.00479016242493,0.0320269399121,0.856420817347,0.00723668449384
breakdown,decode,16,128,2,20420930,11,86.7054748535,16,184.53275329,74.0857601166,0.40991999954,77.9210553169,2.81183999777,0.61353520304,0.898686679804,0.00472772913397,0.0324297860374,0.854453080866,0.00707608376606
breakdown,decode,16,128,2,20420930,12,86.3603210449,16,185.270270032,73.754175663,0.420928003266,77.6248002052,2.82067199051,0.629024548456,0.898847980948,0.00487409030181,0.0326616663345,0.854028502565,0.00728372174681
breakdown,decode,16,128,2,20420930,13,89.9022369385,16,177.971099996,75.5838718414,0.426207998767,80.2496328354,3.58105604351,0.658496951684,0.892632214372,0.00474079414797,0.0398327802005,0.840734050846,0.00732458917719
breakdown,decode,16,128,2,20420930,14,85.5908508301,16,186.935868084,73.2064003944,0.406975999475,77.0083847046,2.76470400393,0.630304306746,0.899726827783,0.00475490073445,0.0323013964357,0.855306375442,0.00736415517117
breakdown,decode,16,128,2,20420930,15,85.6979217529,16,186.702310543,73.3413119316,0.411008000374,77.1263365746,2.75686399639,0.617152646184,0.899979077636,0.00479600895759,0.0321695548736,0.855812024743,0.00720148906251
breakdown,prefill,32,128,0,20580728,-1,101.661888123,4096,40290.4183234,87.0343675613,0.419839998707,90.9412169456,2.95993599296,0.527073392645,0.894545818744,0.00412976786543,0.0291154930094,0.856115985731,0.00518457213788
breakdown,decode,32,128,0,20580728,0,86.5345611572,32,369.79444481,74.1874880791,0.402240000665,78.0042238235,2.77830401063,0.636191733181,0.901422770052,0.00464831617895,0.0321062934101,0.857316280189,0.00735188027389
breakdown,decode,32,128,0,20580728,1,85.9826202393,32,372.168234824,73.74796772,0.400640001521,77.5285758972,2.76595199108,0.614016184583,0.901677288753,0.00465954631768,0.0321687334415,0.857707842757,0.00714116623656
breakdown,decode,32,128,0,20580728,2,86.6001586914,32,369.514334426,74.2204155922,0.408512001857,78.0431990623,2.78931200504,0.624959463254,0.901190023686,0.00471722001472,0.0322090865328,0.857047108385,0.00721660875335
breakdown,decode,32,128,0,20580728,3,86.6407699585,32,369.341131379,74.3030395508,0.408032001927,78.0915522575,2.76044800878,0.620032696053,0.901325695685,0.00470946878846,0.0318608434585,0.857599021643,0.00715636179538
breakdown,decode,32,128,0,20580728,4,86.6571807861,32,369.271186873,74.3229756355,0.402176000178,78.1125760078,2.77174396813,0.615680404007,0.90139761413,0.00464100027868,0.0319851620256,0.857666669528,0.00710478229758
breakdown,decode,32,128,0,20580728,5,91.1707839966,32,350.989632832,75.8565759659,0.457600001246,80.5417284966,3.53974400461,0.687808524817,0.883415991022,0.00501915176317,0.0388254202656,0.832027242068,0.00754417692452
breakdown,decode,32,128,0,20580728,6,87.2370529175,32,366.816609798,74.7071695328,0.413856001571,78.5347833633,2.78848001361,0.625277815387,0.900245718269,0.00474403923253,0.0319643995338,0.856369707989,0.0071675715132
breakdown,decode,32,128,0,20580728,7,86.7839050293,32,368.731966938,74.5099844933,0.392607999966,78.245569706,2.71587198973,0.627105223015,0.901613838183,0.00452397250196,0.0312946506476,0.858569160585,0.00722605444873
breakdown,decode,32,128,0,20580728,8,87.060508728,32,367.560452696,74.6432957649,0.405824005604,78.4558401108,2.77852800488,0.628192335367,0.901164503367,0.00466140172545,0.0319149066032,0.857372611939,0.00721558309899
breakdown,decode,32,128,0,20580728,9,87.1946258545,32,366.995095012,74.7195196152,0.414079997689,78.559232235,2.79846400023,0.627168621868,0.900964153067,0.00474891650295,0.0320944550516,0.856928037513,0.00719274399909
breakdown,decode,32,128,0,20580728,10,87.2559051514,32,366.737356566,74.7876477242,0.410463999957,78.6146240234,2.78915199637,0.627360302955,0.900966231306,0.00470414007218,0.0319651946941,0.857107007192,0.00718988934751
breakdown,decode,32,128,0,20580728,11,86.9582748413,32,367.992581021,74.5050559044,0.413184000179,78.322271347,2.78028802574,0.623743416741,0.900687962014,0.00475152020821,0.0319726677054,0.856790869418,0.00717290468193
breakdown,decode,32,128,0,20580728,12,86.7752609253,32,368.768698115,74.3990077972,0.406975999475,78.1939206123,2.77024000883,0.617696806788,0.901108447022,0.00469000029657,0.0319243062976,0.857375788951,0.00711835147716
breakdown,decode,32,128,0,20580728,13,85.7016677856,32,373.388299514,73.4351034164,0.401791999117,77.1913609505,2.74006402493,0.614401509985,0.900698468827,0.00468826347839,0.0319721202133,0.856869012166,0.00716907296976
breakdown,decode,32,128,0,20580728,14,85.6692504883,32,373.529589877,73.357632637,0.407423999161,77.1523199081,2.76393599808,0.623327273875,0.900583575418,0.00475577872852,0.0322628712441,0.85628895104,0.00727597440532
breakdown,decode,32,128,0,20580728,15,85.0015716553,32,376.463627399,72.8056645393,0.389984000474,76.5837440491,2.74819196761,0.639903541654,0.900968565142,0.0045879622327,0.0323310724036,0.856521392741,0.00752813776491
breakdown,prefill,32,128,1,20580829,-1,110.047164917,4096,37220.4045701,94.6648635864,0.426207998767,98.8019208908,3.07321597636,0.637633329257,0.897814323207,0.00387295755496,0.0279263530203,0.860220830385,0.00579418224666
breakdown,decode,32,128,1,20580829,0,86.4870376587,32,369.997642031,74.0478730202,0.400160001591,77.8582077026,2.78528000414,0.62489467673,0.900229789462,0.004626820532,0.0322045948103,0.856173075466,0.00722529865338
breakdown,decode,32,128,1,20580829,1,85.9673919678,32,372.234160738,73.6708788872,0.400640003383,77.4698562622,2.77808000147,0.620257370174,0.901153966509,0.0046603717318,0.0323155086817,0.85696305542,0.00721503067589
breakdown,decode,32,128,1,20580829,2,86.5243835449,32,369.837942658,74.0956482887,0.406911998987,77.9425916672,2.81340800226,0.626623377204,0.900816492113,0.00470285926713,0.0325157821066,0.856355691344,0.0072421593952
breakdown,decode,32,128,1,20580829,3,86.0726394653,32,371.779002001,73.7267198563,0.400959998369,77.5303354263,2.78527998924,0.617375582457,0.9007547103,0.00465839087612,0.0323596442092,0.85656394778,0.00717272743454
breakdown,decode,32,128,1,20580829,4,85.8974380493,32,372.5373041,73.6440315247,0.396736001596,77.4182724953,2.75900800526,0.618496963754,0.901287328859,0.00461871751481,0.0321197938835,0.857348405227,0.00720041223347
breakdown,decode,32,128,1,20580829,5,86.1539230347,32,371.428239978,73.8104319572,0.398528004065,77.592607975,2.76918400824,0.614464005455,0.900627681734,0.00462576734788,0.0321422856987,0.85672746356,0.00713216512739
breakdown,decode,32,128,1,20580829,6,86.0830688477,32,371.733959167,73.6632962227,0.397471996024,77.460767746,2.77219200134,0.627807525918,0.899837433573,0.00461730746063,0.0322036846322,0.855723398443,0.00729304303764
breakdown,decode,32,128,1,20580829,7,86.3083496094,32,370.763664754,73.9713597298,0.39651199989,77.7588481903,2.75660802424,0.634368436411,0.900942360064,0.00459413256869,0.0319390654174,0.857059138132,0.00735002394649
breakdown,decode,32,128,1,20580829,8,85.7091522217,32,373.355693885,73.400639534,0.402463998646,77.199968338,2.76819202304,0.628672782332,0.900720242085,0.00469569454619,0.032297507924,0.856392084525,0.00733495508981
breakdown,decode,32,128,1,20580829,9,85.83618927,32,372.803129684,73.6168646812,0.390527999029,77.3788805008,2.74582399428,0.625663826242,0.901471525692,0.00454968938334,0.0319891180821,0.857643673459,0.00728904476728
breakdown,decode,32,128,1,20580829,10,85.8865280151,32,372.584626944,73.5942082405,0.399072000757,77.3685121536,2.75049601495,0.624735897407,0.900822444936,0.00464650289143,0.0320247666138,0.856877206953,0.0072739684773
breakdown,decode,32,128,1,20580829,11,85.6162261963,32,373.76092619,73.3341121674,0.392287995666,77.1080312729,2.76243200898,0.619199100882,0.900624037038,0.00458193514354,0.0322652858192,0.856544552656,0.00723226342005
breakdown,decode,32,128,1,20580829,12,84.890045166,32,376.958216213,72.7141752243,0.389728004113,76.4755840302,2.74956798553,0.6221128162,0.90087811687,0.0045909741637,0.0323897575995,0.85656893081,0.00732845429618
breakdown,decode,32,128,1,20580829,13,85.4360961914,32,374.548948589,73.1712632179,0.394527999684,76.9418239594,2.74908797443,0.626944767311,0.900577477077,0.00461781398345,0.032177125325,0.856444365787,0.00733817198186
breakdown,decode,32,128,1,20580829,14,86.1936645508,32,371.256984684,73.8046078682,0.395743997768,77.5833611488,2.75865602493,0.624353257939,0.900105147556,0.00459133510369,0.0320053224249,0.856264880404,0.00724360962251
breakdown,decode,32,128,1,20580829,15,85.4902420044,32,374.311725522,73.1653122902,0.403456000611,76.9685440063,2.77308799326,0.626687722281,0.900319641187,0.00471932224254,0.0324374797433,0.855832321617,0.00733051758408
breakdown,prefill,32,128,2,20580930,-1,101.135681152,4096,40500.0485816,86.6005125046,0.4182399977,90.4752001762,2.92636796832,0.530079705641,0.894592285782,0.00413543462539,0.0289350695519,0.856280508697,0.00524127290785
breakdown,decode,32,128,2,20580930,0,86.7949752808,32,368.684937077,74.3679046631,0.402335997671,78.155872345,2.7643520236,0.621279660612,0.900465402429,0.00463547568704,0.0318492172463,0.856822695352,0.00715801414313
breakdown,decode,32,128,2,20580930,1,86.013633728,32,372.034044058,73.6927037239,0.402143999934,77.4743366241,2.76009601355,0.619392886758,0.900721586407,0.00467535183092,0.0320890525597,0.85675608075,0.0072011012663
breakdown,decode,32,128,2,20580930,2,86.4059524536,32,370.34485578,74.0808315277,0.401343999431,77.8802242279,2.76499199867,0.633056702092,0.901329387807,0.00464486517461,0.0320000175932,0.857357964632,0.00732654040741
breakdown,decode,32,128,2,20580930,3,86.1886367798,32,371.278641775,73.805952549,0.397855998948,77.5977287292,2.76556800306,0.628352178261,0.900324353981,0.00461610734098,0.0320873853722,0.856330431789,0.00729042947815
breakdown,decode,32,128,2,20580930,4,86.5944290161,32,369.538784002,74.1855998039,0.399936001748,77.9625282288,2.75206400454,0.624928418547,0.900318058732,0.00461849574265,0.0317810745542,0.856701760689,0.0072167277462
breakdown,decode,32,128,2,20580930,5,85.5212783813,32,374.175884712,73.2506241798,0.394079999998,77.0102720261,2.73971198499,0.625855861232,0.900480833351,0.0046079760202,0.03203544237,0.85651928463,0.00731813033057
breakdown,decode,32,128,2,20580930,6,85.8343048096,32,372.811314439,73.5437121391,0.404223999009,77.3418564796,2.7633280009,0.630592340603,0.901059974229,0.00470935251244,0.0321937482576,0.856810249728,0.00734662373048
breakdown,decode,32,128,2,20580930,7,85.8472290039,32,372.755188156,73.4217920303,0.41056000255,77.2352967262,2.77372804284,0.629216650501,0.899683048858,0.00478244909375,0.0323100474532,0.855261059469,0.00732949284213
breakdown,decode,32,128,2,20580930,8,86.3751983643,32,370.476717924,73.9954228401,0.396991994232,77.7608318329,2.74431999028,0.624097008258,0.900268055015,0.00459613409578,0.0317720832166,0.8566744186,0.00722541910267
