arm,phase,batch_size,prompt_len,repeat,seed,decode_step,latency_ms,tokens_processed,goodput_tokens_per_s,expert_loop,gate,moe_total,routing_setup,unattributed_tail_ms,moe_total_fraction,gate_fraction,routing_setup_fraction,expert_loop_fraction,unattributed_tail_ms_fraction
breakdown,decode,1,128,0,20270728,11,45.683265686,1,21.8898536473,34.1589758396,0.363199999556,37.7583999634,2.64031998813,0.595904136077,0.826525849156,0.00795039483499,0.0577962181224,0.747734981872,0.0130442543266
breakdown,decode,1,128,0,20270728,12,45.8097915649,1,21.8293942373,34.3681600094,0.365087999031,37.9386880398,2.61820799112,0.587232040241,0.828178578067,0.00796964986216,0.0571538944335,0.750236114056,0.0128189197152
breakdown,decode,1,128,0,20270728,13,45.9776954651,1,21.7496764439,34.4600322247,0.37372800149,38.0549442768,2.6112640202,0.60992003046,0.82768272511,0.00812846311042,0.0567941475489,0.749494551131,0.0132655633191
breakdown,decode,1,128,0,20270728,14,45.9183692932,1,21.7777768547,34.3505921364,0.368319997564,37.9549436569,2.63932800293,0.596703520045,0.826574293494,0.00802119071808,0.0574786962942,0.748079530373,0.012994876108
breakdown,decode,1,128,0,20270728,15,45.4639358521,1,21.9954559863,34.0411841869,0.36220799759,37.5641279221,2.57734398544,0.583391752094,0.826240122375,0.0079669300689,0.0566898561934,0.748751368507,0.012831967606
breakdown,prefill,1,128,1,20270829,-1,86.4174728394,128,1481.18193919,73.7484793663,0.406848000363,77.5757436752,2.77715198696,0.64326432161,0.897685862898,0.00470793679791,0.0321364637927,0.85339777875,0.00744368355698
breakdown,decode,1,128,1,20270829,0,45.8376312256,1,21.8161360712,34.2884800434,0.367712000385,37.8690876961,2.62096001208,0.591935640201,0.826157170071,0.00802205503542,0.0571792202607,0.748042146303,0.012913748472
breakdown,decode,1,128,1,20270829,1,46.3408317566,1,21.5792415046,34.5419840813,0.378591999412,38.3502719402,2.62064000964,0.80905584991,0.827569779966,0.00816972818702,0.0565514236647,0.745389816538,0.0174588115759
breakdown,decode,1,128,1,20270829,2,45.9490890503,1,21.7632170881,34.402752161,0.363424001262,37.9746880531,2.61606402695,0.592447863892,0.826451379952,0.00790927543447,0.0569339693348,0.748714563707,0.0128935714752
breakdown,decode,1,128,1,20270829,3,45.5986557007,1,21.9304710771,34.1628801823,0.361823996529,37.7061760426,2.58905601501,0.592415848747,0.826914203131,0.00793497069089,0.0567792180544,0.749208055749,0.0129919586366
breakdown,decode,1,128,1,20270829,4,45.6080970764,1,21.9259312294,34.108735323,0.358015999198,37.6651201248,2.59888000786,0.599488794804,0.825842833603,0.00784983417743,0.0569828643258,0.747865785012,0.0131443500876
breakdown,decode,1,128,1,20270829,5,45.5994873047,1,21.9300711282,34.1679999828,0.360159996897,37.7001919746,2.5880960077,0.583935987204,0.82676789155,0.00789833434947,0.0567571295355,0.749306669931,0.0128057577337
breakdown,decode,1,128,1,20270829,6,50.3193588257,1,19.8730672118,36.0790400505,0.387456001714,40.6815681458,3.60601605475,0.609056038782,0.808467538044,0.00769993916369,0.071662599423,0.717001187863,0.0121038115945
breakdown,decode,1,128,1,20270829,7,45.4581108093,1,21.9982745036,34.12124753,0.365375999361,37.6318080425,2.56492802501,0.580256488174,0.827834843387,0.00803764153099,0.0564239907762,0.750608569571,0.0127646415094
breakdown,decode,1,128,1,20270829,8,45.5888328552,1,21.935196349,34.1705281734,0.357471996918,37.7151038647,2.59740799665,0.58969569765,0.827288208594,0.00784121844166,0.056974654405,0.749537244833,0.0129350909141
breakdown,decode,1,128,1,20270829,9,46.1475524902,1,21.669621595,34.5656001568,0.369568005204,38.1714882851,2.63436798751,0.601952135563,0.827161706856,0.0080083988264,0.0570857574315,0.749023475602,0.013044074996
breakdown,decode,1,128,1,20270829,10,46.0487670898,1,21.7161080132,34.4923527241,0.37945599854,38.0842881203,2.6162879914,0.59619140625,0.827042514427,0.00824030745057,0.0568155926151,0.749039657387,0.0129469569747
breakdown,decode,1,128,1,20270829,11,45.7618255615,1,21.8522750727,34.245279789,0.3670720011,37.7914559841,2.59721601009,0.581888183951,0.825829291563,0.00802135833952,0.0567550786758,0.748337273891,0.0127155806573
breakdown,decode,1,128,1,20270829,12,45.7243537903,1,21.8701833291,34.2411515713,0.365663999692,37.7982401848,2.60982395709,0.581600656733,0.82665444236,0.00799713871012,0.0570773283982,0.748860262265,0.0127197129871
breakdown,decode,1,128,1,20270829,13,45.8808631897,1,21.7955794743,34.3611521721,0.367391999811,37.9283201694,2.61251200736,0.587263990194,0.826669716579,0.0080075215301,0.0569412130839,0.748921222995,0.0127997589707
breakdown,decode,1,128,1,20270829,14,45.702495575,1,21.8806432213,34.2522559166,0.362688001245,37.8077437878,2.60348802805,0.589311841875,0.827257752824,0.00793584675591,0.0569659926728,0.749461391237,0.0128945221582
breakdown,decode,1,128,1,20270829,15,51.6640014648,1,19.3558371719,37.8996157646,0.400191999972,41.7934398651,2.87708801031,0.616544090211,0.808947016881,0.00774605118893,0.0556884470567,0.733578791616,0.0119337270194
